"","RegionID","SizeRank","RegionName","RegionType","StateName","State","City","Metro","CountyName","X2000.01.31","X2000.02.29","X2000.03.31","X2000.04.30","X2000.05.31","X2000.06.30","X2000.07.31","X2000.08.31","X2000.09.30","X2000.10.31","X2000.11.30","X2000.12.31","X2001.01.31","X2001.02.28","X2001.03.31","X2001.04.30","X2001.05.31","X2001.06.30","X2001.07.31","X2001.08.31","X2001.09.30","X2001.10.31","X2001.11.30","X2001.12.31","X2002.01.31","X2002.02.28","X2002.03.31","X2002.04.30","X2002.05.31","X2002.06.30","X2002.07.31","X2002.08.31","X2002.09.30","X2002.10.31","X2002.11.30","X2002.12.31","X2003.01.31","X2003.02.28","X2003.03.31","X2003.04.30","X2003.05.31","X2003.06.30","X2003.07.31","X2003.08.31","X2003.09.30","X2003.10.31","X2003.11.30","X2003.12.31","X2004.01.31","X2004.02.29","X2004.03.31","X2004.04.30","X2004.05.31","X2004.06.30","X2004.07.31","X2004.08.31","X2004.09.30","X2004.10.31","X2004.11.30","X2004.12.31","X2005.01.31","X2005.02.28","X2005.03.31","X2005.04.30","X2005.05.31","X2005.06.30","X2005.07.31","X2005.08.31","X2005.09.30","X2005.10.31","X2005.11.30","X2005.12.31","X2006.01.31","X2006.02.28","X2006.03.31","X2006.04.30","X2006.05.31","X2006.06.30","X2006.07.31","X2006.08.31","X2006.09.30","X2006.10.31","X2006.11.30","X2006.12.31","X2007.01.31","X2007.02.28","X2007.03.31","X2007.04.30","X2007.05.31","X2007.06.30","X2007.07.31","X2007.08.31","X2007.09.30","X2007.10.31","X2007.11.30","X2007.12.31","X2008.01.31","X2008.02.29","X2008.03.31","X2008.04.30","X2008.05.31","X2008.06.30","X2008.07.31","X2008.08.31","X2008.09.30","X2008.10.31","X2008.11.30","X2008.12.31","X2009.01.31","X2009.02.28","X2009.03.31","X2009.04.30","X2009.05.31","X2009.06.30","X2009.07.31","X2009.08.31","X2009.09.30","X2009.10.31","X2009.11.30","X2009.12.31","X2010.01.31","X2010.02.28","X2010.03.31","X2010.04.30","X2010.05.31","X2010.06.30","X2010.07.31","X2010.08.31","X2010.09.30","X2010.10.31","X2010.11.30","X2010.12.31","X2011.01.31","X2011.02.28","X2011.03.31","X2011.04.30","X2011.05.31","X2011.06.30","X2011.07.31","X2011.08.31","X2011.09.30","X2011.10.31","X2011.11.30","X2011.12.31","X2012.01.31","X2012.02.29","X2012.03.31","X2012.04.30","X2012.05.31","X2012.06.30","X2012.07.31","X2012.08.31","X2012.09.30","X2012.10.31","X2012.11.30","X2012.12.31","X2013.01.31","X2013.02.28","X2013.03.31","X2013.04.30","X2013.05.31","X2013.06.30","X2013.07.31","X2013.08.31","X2013.09.30","X2013.10.31","X2013.11.30","X2013.12.31","X2014.01.31","X2014.02.28","X2014.03.31","X2014.04.30","X2014.05.31","X2014.06.30","X2014.07.31","X2014.08.31","X2014.09.30","X2014.10.31","X2014.11.30","X2014.12.31","X2015.01.31","X2015.02.28","X2015.03.31","X2015.04.30","X2015.05.31","X2015.06.30","X2015.07.31","X2015.08.31","X2015.09.30","X2015.10.31","X2015.11.30","X2015.12.31","X2016.01.31","X2016.02.29","X2016.03.31","X2016.04.30","X2016.05.31","X2016.06.30","X2016.07.31","X2016.08.31","X2016.09.30","X2016.10.31","X2016.11.30","X2016.12.31","X2017.01.31","X2017.02.28","X2017.03.31","X2017.04.30","X2017.05.31","X2017.06.30","X2017.07.31","X2017.08.31","X2017.09.30","X2017.10.31","X2017.11.30","X2017.12.31","X2018.01.31","X2018.02.28","X2018.03.31","X2018.04.30","X2018.05.31","X2018.06.30","X2018.07.31","X2018.08.31","X2018.09.30","X2018.10.31","X2018.11.30","X2018.12.31","X2019.01.31","X2019.02.28","X2019.03.31","X2019.04.30","X2019.05.31","X2019.06.30","X2019.07.31","X2019.08.31","X2019.09.30","X2019.10.31","X2019.11.30","X2019.12.31","X2020.01.31","X2020.02.29","X2020.03.31","X2020.04.30","X2020.05.31","X2020.06.30","X2020.07.31"
"416",96463,2721,91701,"Zip","CA","CA","Rancho Cucamonga","Riverside-San Bernardino-Ontario","San Bernardino County",205223,206325,207727,210039,211688,212892,213751,214369,214829,215846,217253,219053,220983,222678,224293,225635,227214,229055,231222,233475,235698,237826,240012,242431,244949,247509,249917,252318,254920,258203,261886,265875,270127,274711,279430,283903,288414,292435,296654,301063,306614,311640,316308,320241,324943,330563,336978,343181,348865,355615,364075,372116,380621,389014,398784,410008,419227,427851,434801,444017,452815,460542,465359,472440,476836,482450,486670,492468,500167,506619,513267,518111,523172,528532,535494,540849,546387,549659,553561,554922,555109,554659,553815,550670,547696,545847,544998,544147,541858,538412,531720,524076,516960,509105,501018,494205,487527,476972,461166,444985,431398,419177,406516,394785,384750,376191,365373,354502,344496,339258,335851,332034,327662,325144,326180,328042,326950,327092,331362,336127,339449,339114,341825,345419,348366,349878,349617,349794,350474,349890,346171,343732,342430,343775,341692,338182,335684,333904,332456,329274,327116,324986,325463,323797,322638,319834,319610,321520,322541,323159,323251,325082,327675,330597,333922,339327,345246,351493,357743,364415,373528,383276,394488,403989,413739,422874,430811,437155,443109,449675,454778,457247,458667,458816,458719,459345,458735,459483,458727,459233,457988,458516,459085,461006,461213,462936,464463,466204,468431,470210,473754,475902,478668,479164,480783,481967,485112,486390,488353,489116,491089,492600,493558,495348,498173,502039,504591,508224,509778,513925,515867,520278,522126,524988,528735,533150,537151,539857,542348,543848,547424,549933,553448,554668,557112,557874,557034,555782,555574,555743,556461,556962,559796,561777,561821,560348,559115,560784,563343,565886,567824,570250,572917,576377,577773,580269,584650
"417",97701,2729,94401,"Zip","CA","CA","San Mateo","San Francisco-Oakland-Hayward","San Mateo County",332724,338265,343968,349710,356820,365459,373625,380435,386945,393815,401911,410592,419389,427174,433703,439338,443062,443873,444183,445545,446787,447790,446166,443492,439811,438043,437767,439314,441891,447014,452785,457812,461902,463706,467756,471364,475308,477501,478249,479926,480472,480465,479813,480834,483493,488096,490687,494185,499257,506241,515416,522480,528729,534059,541713,549637,557322,565098,574027,585276,596580,605000,610842,616518,628109,638998,647668,653907,660968,666952,673696,675808,677987,678771,683350,685895,684328,682905,682629,683739,682039,679045,677425,679449,681452,683475,682358,681758,681683,681191,680656,679582,679083,678869,674327,664757,650194,639265,626965,623202,612613,604363,590784,578210,567903,557359,545394,533305,526193,523109,523698,513459,508778,502277,503968,502583,498488,495332,498567,507900,516048,516366,512925,513657,514198,516308,513901,517260,521499,526934,526329,521867,515308,510526,507771,508714,507723,504846,500400,493134,487916,483720,483078,484257,483978,486163,488208,488789,493006,501011,510487,521496,529817,536044,541915,544768,557086,571260,588378,601969,613935,621180,631479,638670,651251,665376,679116,693379,701261,704939,706322,712512,717152,725774,731039,740243,746388,751092,756210,764443,768410,778377,790601,801536,815365,824481,841461,854775,865211,872107,878621,881826,893208,900144,903873,906077,903449,905975,897973,893633,895511,904933,913881,927729,935959,947038,952123,959601,970786,984874,1002378,1017069,1029050,1044764,1067876,1090180,1110233,1119429,1135153,1151574,1172112,1186255,1196374,1208195,1213812,1213516,1202162,1186514,1170809,1163694,1151901,1148689,1149344,1148292,1142812,1127511,1126712,1124840,1126400,1129733,1134784,1138017,1142872,1140272,1132140,1127261,1127260
"418",96029,2752,90048,"Zip","CA","CA","Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County",245943,248018,251099,253973,256700,259294,262050,265391,268144,270257,272492,275454,278046,280606,282851,286115,289705,292605,294447,296167,298966,302998,306583,309933,312986,317082,320959,325060,327991,332063,337636,343939,349607,354631,360535,366717,372672,377564,383235,388197,393604,398283,403881,409780,415010,419790,425444,432517,440741,448721,456939,466646,478678,490395,499740,508266,519323,530748,540447,547315,553566,561439,568476,575789,581071,588506,598547,609224,620864,632238,641247,650545,659651,668516,678320,684641,693159,697571,700468,701674,698668,698602,700204,703757,704239,703668,701811,702154,699524,697919,695586,694344,691690,687666,682976,680770,678462,675265,668466,660514,652298,646623,639939,632671,628522,621426,615679,602374,595920,591130,590975,590694,590177,591850,594492,599162,603283,607945,612696,618277,621351,620525,620881,621657,627261,626085,623868,618728,613119,609288,603693,603505,601405,603391,602297,602530,598531,597687,597998,603923,609888,614315,616858,618312,620114,620763,622179,624226,629175,635283,642514,640129,639747,641844,652707,666451,680531,698862,717662,737395,752473,767729,781121,801427,818329,832557,844319,851914,861862,863662,868107,871615,878714,885325,893761,904188,915908,930215,943814,957434,971426,989075,1006627,1017716,1032268,1046131,1063434,1076677,1092411,1110555,1126547,1145709,1160131,1178808,1195143,1220035,1240260,1262688,1284975,1311792,1337517,1354587,1365871,1377387,1393571,1405414,1415522,1426084,1442791,1458518,1477875,1494677,1511983,1524834,1548542,1569449,1591534,1614148,1640913,1660424,1671420,1681530,1671299,1656583,1639217,1647079,1658599,1667869,1673622,1670197,1670146,1674032,1695583,1713495,1739859,1762055,1788341,1804583,1813184,1824729,1837541,1858932,1876016,1893026,1898015,1905991,1916155
"419",97007,2758,92707,"Zip","CA","CA","Santa Ana","Los Angeles-Long Beach-Anaheim","Orange County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391534,384312,378098,364762,351924,339404,329814,322375,316714,310487,305539,300923,298358,295901,294535,294807,297026,300262,301084,301656,301396,304583,307242,310127,309959,310341,309901,308624,306167,304622,305387,305414,305322,302783,299787,297927,297625,296987,294447,293210,293834,294814,293802,292314,291714,291886,294028,295777,299861,306020,312694,318149,320956,324346,331093,339431,349591,358698,367157,374700,379971,383743,388161,392855,399321,404947,408634,410940,409497,409153,408048,408985,409717,410376,411428,412456,414773,416406,417814,419291,422295,426142,428858,431198,433645,436541,439312,442103,442857,445853,448052,451705,453641,454439,457371,458626,461921,464524,466648,468828,471830,473958,477560,479373,482977,485730,488400,492005,494146,496015,498612,501480,506133,510784,514219,517227,519201,522991,526463,531649,535168,537705,537723,539429,541223,542756,542572,542187,542459,543661,546791,548911,551205,552734,555774,558467,559949,561634,564862,568790,572411,574609,575373,575868,577300
"420",97530,2767,94043,"Zip","CA","CA","Mountain View","San Jose-Sunnyvale-Santa Clara","Santa Clara County",362534,367532,373782,382323,390724,398711,405257,413644,423775,434769,446919,457761,467373,474086,479804,483498,485724,484423,482381,479678,477191,472753,465502,459166,454043,452806,452518,452856,455136,458281,463279,466083,467677,469660,472624,473794,474292,474693,474881,474604,472076,471604,470738,471700,474346,476909,480097,484219,490211,495426,499540,505249,512348,520865,527780,535590,541314,549650,559197,569592,578514,586663,598809,607785,616949,621242,628841,635261,641511,645028,646069,647699,650119,652536,649679,648511,647752,651022,651178,648857,650087,651554,653566,653647,652264,653987,657497,659694,660158,658502,659720,661654,662948,661542,658884,651691,642122,628520,618713,614205,612004,607949,602430,599993,593077,587817,583973,592076,603357,617064,617506,617234,615915,622282,627064,626768,630438,636985,646445,647115,646663,644686,654385,656772,659042,649644,644773,643776,647636,647505,639871,632985,628482,624305,619482,616438,612725,616655,617505,621451,617254,614041,617764,619844,622212,626645,634131,647215,660441,673497,687663,697677,710083,723487,739423,756808,773779,785047,795898,804746,818932,831725,840131,846980,852479,862420,862685,870969,879505,896499,902466,907133,909215,913662,925279,936009,952503,964794,984063,995620,1004379,1011296,1029784,1044148,1060171,1069144,1080844,1094482,1108963,1119594,1128013,1135482,1147240,1153773,1160223,1170704,1172761,1176496,1169420,1173269,1170389,1177756,1181510,1189520,1194312,1203378,1205756,1211910,1220384,1237858,1262119,1289514,1324411,1355192,1387573,1420061,1452416,1484189,1515621,1538701,1566898,1588786,1610407,1607551,1590857,1570946,1553041,1531685,1501510,1471739,1445208,1433877,1424633,1413558,1396679,1387116,1389860,1394509,1398444,1404179,1417175,1430479,1445002,1452701,1458185,1467742,1482649
"421",96649,2773,92107,"Zip","CA","CA","San Diego","San Diego-Carlsbad","San Diego County",357766,364544,370069,373597,376618,382289,388528,394888,400182,407117,414179,420356,424301,428886,434368,442532,450041,454900,457502,460333,465366,470026,474897,478084,481928,485365,490408,496616,503957,512631,521287,529816,536771,544228,551123,560563,569531,577725,585061,590899,596679,600416,607007,614681,624205,632472,640923,648630,658654,672028,682739,692524,702441,717873,732447,744396,755709,767370,778894,789003,794618,798688,807012,817558,826219,828209,830195,833284,834932,834190,832520,832465,835788,836976,837305,833406,829736,824452,817233,810129,806490,805291,804043,799129,794805,789920,781808,775474,771065,769991,766610,765251,760428,754806,746494,741139,734011,726384,718187,714500,709506,705939,701368,694980,688028,681671,677254,672894,668216,667209,669344,664372,661844,657502,660705,662657,666283,669591,673776,675316,677699,676735,676216,677220,674364,671901,666355,664291,660026,653526,646460,642737,638569,634872,629119,626899,624673,620901,614902,606422,601761,600470,600921,598500,597231,598038,601355,602159,604331,608250,613650,621121,627530,633463,637715,646636,654862,662400,671074,682433,695319,708373,721969,734941,742134,747346,751376,754847,761495,769735,769401,766677,761180,760602,764005,761639,764573,764154,771917,775171,771825,767434,772164,777915,783643,782117,777296,777385,779379,787083,791192,797081,808216,814147,815995,818802,823232,831835,836992,847070,855040,863633,868275,874101,876032,882728,889239,896753,907154,915471,924535,927054,932223,937034,942392,948080,958380,968129,975481,976786,974920,974116,972859,973907,974382,980188,986595,990023,985752,981408,977299,979093,981421,988468,993471,998045,999261,999187,999529,1001773,1008431,1014693,1022382,1028368,1034974,1037846,1042821
"422",97241,2786,93401,"Zip","CA","CA","San Luis Obispo","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County",281545,285027,288699,291171,294362,298696,305189,311353,316633,321972,327025,332172,337802,343598,349715,355711,360895,365782,369212,373733,377498,381672,386384,391510,396211,401515,405504,409706,413103,417372,422527,428018,434754,441665,449236,455284,461151,463873,468935,475248,483281,488950,493095,496913,501566,505450,509053,513164,518029,525901,533643,541691,550495,559631,569542,578516,587600,596321,605117,613350,620787,629412,635529,641249,644184,651610,660348,668805,673908,678039,680158,684848,687865,689285,690746,691443,692329,689205,683390,676945,671415,669321,667412,662254,657862,654183,652669,651530,651034,647782,642743,638299,637407,634907,629556,623055,619853,620385,616502,609659,600968,596650,593375,588576,582160,575462,573642,573944,568883,555365,545163,536370,531916,526763,527125,530022,530228,528301,523596,518730,518850,522711,526148,528540,528382,525591,518432,512238,507934,505845,502150,499320,494547,489759,485298,482735,481350,482728,483684,482119,477867,473567,472477,472610,470777,470742,470794,473185,474395,474896,475912,477344,483541,491077,498678,505241,513190,520408,526068,531125,537600,545019,554324,564052,570807,574697,577908,579863,584642,589197,597315,601535,603994,604103,604560,604194,605223,605495,607200,609944,612239,614658,614402,615262,617531,622211,623264,627041,630421,637747,642304,645296,645809,644444,645553,648753,652474,654097,659098,660215,660521,659043,660107,663029,666263,671922,675218,678231,679057,680551,677597,678792,682987,689803,695970,701627,706849,710398,711577,711254,711078,715243,725324,727319,724178,717725,715853,715108,714050,711147,712550,713397,720322,722209,719050,718260,718702,723420,724741,725102,725927,728639,729683,732081,730400,730635,732796
"423",97585,2791,94131,"Zip","CA","CA","San Francisco","San Francisco-Oakland-Hayward","San Francisco County",524590,535100,545525,554170,565007,576377,589454,602775,614910,629677,645408,662445,674647,684898,689992,695871,697518,698109,694559,690389,688703,684682,678188,668465,662178,657741,658042,658020,662562,668152,676659,686074,691965,696804,700521,705386,709075,714618,720374,726429,725867,724399,723772,725200,727223,729195,734615,742822,754772,765931,776188,784401,796451,809193,821536,831101,843105,858251,872442,885076,894751,908208,916443,926399,934159,944010,953487,960533,970583,979843,988046,991930,991393,983589,978949,975453,976179,975132,972638,972633,968221,961509,953438,951562,953156,961857,968778,977943,981284,986871,992022,997990,1002899,1004804,1008398,1003269,999324,987794,987206,985816,989778,979563,963770,948834,940292,935980,930124,924137,918325,909826,898107,881088,866886,863595,868888,865407,855050,847799,846636,854704,858790,868207,868092,872147,870863,872354,864833,868422,871984,873953,866977,854704,846748,837676,835134,831843,828961,819523,816141,810207,809891,808404,811685,814502,814297,820185,826280,833343,838178,849157,865897,886176,905949,924775,939053,952499,970999,976360,986532,995688,1019803,1042865,1056898,1071223,1076000,1081734,1084970,1101455,1119073,1148776,1169682,1191830,1204018,1209553,1217526,1213803,1220087,1226260,1251910,1261975,1267360,1275969,1295463,1314666,1318108,1330948,1356318,1384362,1406380,1420744,1427311,1442949,1460982,1468264,1460818,1447914,1454217,1452831,1438893,1425798,1426939,1438723,1449082,1450284,1446630,1439116,1435748,1440872,1451347,1461448,1471601,1486648,1501373,1515110,1529378,1544984,1563365,1583654,1614946,1642897,1657435,1677733,1689979,1704340,1701531,1696506,1684335,1668162,1661082,1656198,1648442,1638223,1643819,1649606,1662798,1663686,1672499,1683774,1699686,1717992,1727332,1733806,1735356,1737590,1731001,1720605,1706993
"424",97333,2796,93555,"Zip","CA","CA","Ridgecrest","Bakersfield","Kern County",87740,88505,88338,88210,88095,88675,89063,89432,89640,89991,90449,91116,91378,91695,92522,93718,95671,97209,98761,99807,100690,101476,102093,102602,103593,104800,106205,107142,107690,108371,109517,111167,113012,115091,117371,119858,121710,123226,124612,126411,128228,130362,131705,133013,134250,135750,137970,140046,142615,145092,147683,150184,152678,154753,157745,161587,165397,167546,167553,167474,168860,171339,174350,177299,180402,183838,187194,189438,191930,195964,201056,206100,208378,210702,212298,214147,216165,217685,219053,219282,219287,219006,219449,219793,220536,219346,217868,216654,214787,213045,209454,206731,203281,200413,197100,193997,191213,189252,187247,184132,181443,178125,176160,174616,174535,174081,172430,169947,167336,165992,164567,164620,163967,165428,167094,168464,168722,168444,170041,172068,173639,174106,175410,175897,177593,176996,176073,174937,174010,174026,172535,171300,170663,169357,168388,166849,164998,163154,161783,160675,159514,157341,155822,154783,154643,154774,153670,153081,152474,152599,152655,152813,153136,152807,152433,151682,150893,150964,151700,152123,152658,153498,153282,153262,152688,154208,155579,157401,158118,158013,157499,157430,156865,155992,156802,156877,157863,157228,157229,156623,156531,156623,157324,157902,158955,159447,159060,159235,159371,160147,160987,161955,162769,164015,164922,166286,167055,168305,169404,170239,170854,171940,172950,174115,175443,176221,177173,177170,177832,178969,180802,182845,184685,185603,186269,186732,187036,187831,188458,190054,191355,191940,191205,190367,189802,190487,190713,191659,192906,193861,194145,194348,195313,196758,196763,196231,195493,195552,196196,196506,196865,197549,199050,200561,201766,203100,206348
"425",96922,2797,92571,"Zip","CA","CA","Perris","Riverside-San Bernardino-Ontario","Riverside County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201814,197862,194791,188682,183202,177964,174177,170628,167143,163094,160885,159304,158165,156774,156179,155522,155653,156349,156688,157223,158448,160786,161913,162394,161999,162747,162306,163021,162917,162797,161617,161007,160324,160025,158290,157107,156526,156472,156577,156077,155598,155178,155063,154847,154746,154696,156179,158004,161490,164479,166520,166925,167784,170262,173416,177243,181258,185475,189617,193798,196875,199737,203903,209835,215517,219464,222704,225315,227176,229059,230789,232410,233402,234708,235986,236982,237585,238580,239886,241068,242913,244196,245673,246451,248036,249952,251703,252963,254667,256435,258325,259898,261253,262830,263966,266155,268061,269372,270628,272498,274571,276118,276867,278680,280664,283058,285657,287566,289722,292078,294563,296268,297624,299372,302638,305218,307889,310099,312312,314402,315767,317239,316861,317938,317899,320307,321263,322994,323631,324137,324801,325548,326487,327262,329690,331220,333740,334308,335468,336218,337839,339791,341671,343736
"426",97505,2799,94014,"Zip","CA","CA","Daly City","San Francisco-Oakland-Hayward","San Mateo County",349251,354125,359477,364996,372457,381336,389668,396848,403657,411200,419094,427129,435097,442530,449416,455577,459854,461908,463086,464730,466622,469036,469989,470748,470545,472713,475473,479580,484213,490903,498617,504865,509492,510631,513958,516775,520755,522723,523555,525469,526471,527012,526926,530916,537158,546490,552169,558524,565546,574311,584586,592951,600332,607386,616248,624562,632128,639001,647460,659205,671118,679643,686917,693751,708096,719500,729551,735334,742138,748037,756640,758969,761327,762120,767354,770703,767803,766881,766732,769551,768990,766907,766416,768966,772183,775540,775472,774829,775865,777030,777307,773238,768684,765844,757818,745059,725409,709389,690732,681220,664853,649781,629978,614962,603604,588743,570935,554210,546025,541952,540753,529583,522871,515375,515239,512409,507831,507087,512578,524079,530240,530550,527510,529091,532398,535877,535741,537922,539935,541222,539468,533848,529653,525335,523751,524283,521469,516652,510584,505033,500575,498232,496140,497289,495731,496506,497002,495519,497357,504395,512152,519808,528186,534324,543177,544485,554019,565671,581392,596266,610475,618023,629233,638506,649804,660208,666587,676676,682083,684773,682589,684604,684430,690790,693230,698914,701800,706141,713157,722848,727665,735056,747498,757270,771495,779422,793151,804793,816114,825421,833616,836895,848025,855984,860260,864837,863388,870118,867296,867659,866729,870817,872846,882875,888029,896937,898144,900156,905009,906537,913923,917914,928201,940469,961279,980911,997297,1003612,1018651,1032841,1052247,1064006,1072569,1081147,1081561,1075596,1058268,1037168,1018380,1008382,1002282,1008334,1017881,1023671,1021892,1014056,1016455,1020954,1028403,1036407,1044178,1048586,1046801,1034835,1016623,1004209,997146
"427",96180,2810,90620,"Zip","CA","CA","Buena Park","Los Angeles-Long Beach-Anaheim","Orange County",217410,219615,221575,224455,227028,229853,232610,235307,237787,240537,242948,245512,248024,250719,253205,255592,257821,259560,261348,263243,265800,268172,270414,272723,275475,278378,281507,284636,288169,292594,297637,302890,307638,312142,317207,322252,327399,332144,336218,341032,345759,350199,354857,360847,368947,377173,385917,393593,401202,409933,419955,430222,441505,454321,465967,474653,479620,485541,490755,497646,504761,510947,518849,525715,533358,537430,544609,551793,561919,569091,576251,584867,591352,598307,600792,605667,608214,611309,611235,614126,615520,617687,615785,613118,613238,613916,613211,609575,604825,600855,593365,582692,568469,556827,548955,538906,525952,508332,496885,482411,469983,456675,447107,438849,432123,423806,413317,403742,397563,396318,392195,389058,386355,384998,384584,384380,386827,390322,396125,400274,401900,400891,400536,404405,407255,409108,406892,405107,402082,398410,393815,390391,389072,388467,387436,383870,379784,376962,376664,375662,373607,371859,371382,371870,369733,366958,365036,364451,365749,366708,370457,375191,380740,386009,389685,393674,400904,410878,422523,432800,442705,451500,455430,458497,461029,465358,471087,475874,478965,479098,476515,475167,473014,472582,472783,473302,475385,476495,478582,479810,481753,484741,488443,492628,495211,497941,501421,505896,510088,513986,515292,519018,520732,523790,525214,525932,529108,530919,534955,538185,540126,541717,544730,546492,550834,553166,557511,560315,563320,567294,570561,572602,575448,577942,582293,587284,590334,592719,593719,597537,600262,603783,603526,602839,600054,600916,601567,601857,600094,598606,597552,597195,600123,603161,606705,608833,612279,615013,616721,618532,622377,626839,631415,634538,635540,635956,637986
"428",98541,2813,96001,"Zip","CA","CA","Redding","Redding","Shasta County",116126,116870,117495,117696,118047,118330,118750,119150,119978,119572,118847,117837,118282,119178,120438,121662,122932,124092,125450,126993,128434,130106,131862,133808,135035,136045,136995,138458,140356,142802,144856,146948,148798,152225,155565,159575,162563,166692,169862,172916,174681,176492,178831,180776,183561,185221,187669,188938,191579,193547,196387,199027,202056,205440,209055,213375,217111,220296,223182,226993,231164,233595,236397,239914,245326,250307,255010,259912,264553,269053,273426,277503,279589,281981,284531,286862,289042,289924,290528,287904,284417,281890,280596,278551,276195,274956,274427,274270,272128,270108,267830,267822,268565,267948,264632,261712,260288,258864,255333,249999,244813,239862,235632,231845,228220,224788,221765,218955,216043,213006,210679,209093,208254,207507,205328,202688,200336,198990,198415,197547,197235,196301,195500,194273,192895,191156,189989,188627,187936,187459,186909,185827,183478,181980,180261,179381,177906,178155,179005,180106,179209,177532,175570,175035,175152,175520,175559,175558,176583,176727,176788,176960,178074,179363,181081,182299,183183,183457,184893,186757,187662,188080,188312,189561,192152,196233,200332,203375,206260,209474,212374,214177,216960,220159,224075,225831,225900,223946,222213,222134,223028,224442,226033,227867,228888,229090,229865,231310,233346,234729,235882,237045,238348,239070,238560,238298,238537,240074,240262,241381,241877,243813,245409,246803,247891,249215,251388,253598,255328,256858,258137,259088,260497,261887,263803,264835,265678,265733,266556,267247,268430,268629,269018,269360,270168,271911,273641,275248,277154,279442,281330,282267,283703,286439,287989,288645,288007,287844,287489,287769,288056,288471,288687,289694,290127,290048,290861
"429",97286,2821,93458,"Zip","CA","CA","Santa Maria","Santa Maria-Santa Barbara","Santa Barbara County",148110,149799,151252,151994,152667,153472,154700,155996,157259,158789,160796,163048,164985,167053,169244,172287,175820,179806,183793,188068,191960,195591,198239,201625,204989,208630,211936,215552,219037,222313,225448,228980,233139,238011,243882,249569,255268,260490,266127,271499,277165,282602,288182,293436,298366,301981,304540,306736,310851,315417,319716,323148,326901,331302,336633,342122,348718,356741,365593,373876,379552,385882,392725,401720,409779,417973,424254,430943,437393,444240,450497,455704,460353,463494,466562,467120,468255,468206,468461,465320,460511,451909,443422,436494,433266,431802,428850,426278,421507,416258,410237,405676,398488,391688,384090,375218,362152,346812,333266,319902,307140,294106,282542,271276,262226,253315,244776,237758,232947,229112,223517,217971,212237,209143,205947,204550,203733,206128,209076,210631,210190,210116,212460,216186,221603,224053,225974,226310,226128,223378,220246,218252,218020,217024,215268,211843,207610,205082,203249,200524,197246,194186,192932,192121,190589,189543,188648,189732,191190,191602,191744,193191,195947,199490,201176,203035,206454,210662,214385,216810,219726,223911,229324,235795,241714,245588,250127,253239,257742,260811,264394,266225,267427,269690,271658,271906,271750,273382,275539,279217,279583,280705,281861,286510,291537,293940,295010,296194,297835,299871,301203,302446,304646,307630,309617,309458,307987,308575,310242,313183,315252,316571,318360,318611,318835,317586,318219,320149,323708,326192,327773,327962,329901,332453,334401,336208,337501,340452,343557,345497,346822,347377,349212,351254,352575,352065,352313,353376,356013,356696,355959,354414,353718,355692,358371,360869,361807,364186,366157,367813,368316,369669,371555,374347,376356,376661,375787
