"","ZipCode","City","Metro","CountyName"
"755",94506,"Danville","San Francisco-Oakland-Hayward","Contra Costa County"
"756",91501,"Burbank","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"757",93560,"Rosamond","Bakersfield","Kern County"
"758",95949,"Grass Valley","Truckee-Grass Valley","Nevada County"
"759",94706,"Albany","San Francisco-Oakland-Hayward","Alameda County"
"760",95448,"Healdsburg","Santa Rosa","Sonoma County"
"761",92606,"Irvine","Los Angeles-Long Beach-Anaheim","Orange County"
"762",91361,"Westlake Village","Oxnard-Thousand Oaks-Ventura","Ventura County"
"763",92551,"Moreno Valley","Riverside-San Bernardino-Ontario","Riverside County"
"764",91201,"Glendale","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"765",94024,"Los Altos","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"766",95819,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"767",91307,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"768",91775,"San Gabriel","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"769",94105,"San Francisco","San Francisco-Oakland-Hayward","San Francisco County"
"770",91737,"Rancho Cucamonga","Riverside-San Bernardino-Ontario","San Bernardino County"
"771",93041,"Port Hueneme","Oxnard-Thousand Oaks-Ventura","Ventura County"
"772",95965,"Oroville","Chico","Butte County"
"773",90602,"Whittier","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"774",93023,"Ojai","Oxnard-Thousand Oaks-Ventura","Ventura County"
"775",90746,"Carson","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"776",94702,"Berkeley","San Francisco-Oakland-Hayward","Alameda County"
"777",90265,"Malibu","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"778",95519,"McKinleyville","Eureka-Arcata-Fortuna","Humboldt County"
"779",91768,"Pomona","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"780",91340,"San Fernando","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"781",95746,"Granite Bay","Sacramento--Roseville--Arden-Arcade","Placer County"
"782",90240,"Downey","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"783",91010,"Duarte","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"784",92106,"San Diego","San Diego-Carlsbad","San Diego County"
"785",92316,"Bloomington","Riverside-San Bernardino-Ontario","San Bernardino County"
"786",92860,"Norco","Riverside-San Bernardino-Ontario","Riverside County"
"787",94301,"Palo Alto","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"788",95367,"Riverbank","Modesto","Stanislaus County"
"789",91506,"Burbank","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"790",91731,"El Monte","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"791",94127,"San Francisco","San Francisco-Oakland-Hayward","San Francisco County"
"792",90245,"El Segundo","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"793",95620,"Dixon","Vallejo-Fairfield","Solano County"
"794",95212,"Stockton","Stockton-Lodi","San Joaquin County"
"795",92532,"Lake Elsinore","Riverside-San Bernardino-Ontario","Riverside County"
"796",91040,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"797",92603,"Irvine","Los Angeles-Long Beach-Anaheim","Orange County"
"798",90061,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"799",94022,"Los Altos","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"800",94618,"Oakland","San Francisco-Oakland-Hayward","Alameda County"
"801",95437,"Fort Bragg","Ukiah","Mendocino County"
"802",92173,"San Diego","San Diego-Carlsbad","San Diego County"
"803",94563,"Orinda","San Francisco-Oakland-Hayward","Contra Costa County"
"804",94108,"San Francisco","San Francisco-Oakland-Hayward","San Francisco County"
"805",90222,"Compton","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"806",94564,"Pinole","San Francisco-Oakland-Hayward","Contra Costa County"
"807",92029,"Escondido","San Diego-Carlsbad","San Diego County"
"808",92808,"Anaheim","Los Angeles-Long Beach-Anaheim","Orange County"
"809",95422,"Clearlake","Clearlake","Lake County"
"810",90232,"Culver City","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"811",92585,"Menifee","Riverside-San Bernardino-Ontario","Riverside County"
"812",91203,"Glendale","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"813",90303,"Inglewood","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"814",95135,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"815",95330,"Lathrop","Stockton-Lodi","San Joaquin County"
"816",93103,"Santa Barbara","Santa Maria-Santa Barbara","Santa Barbara County"
"817",94949,"Novato","San Francisco-Oakland-Hayward","Marin County"
"818",93907,"Salinas","Salinas","Monterey County"
"819",92411,"San Bernardino","Riverside-San Bernardino-Ontario","San Bernardino County"
"820",92082,"Valley Center","San Diego-Carlsbad","San Diego County"
"821",95602,"Auburn","Sacramento--Roseville--Arden-Arcade","Placer County"
"822",91723,"Covina","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"823",92887,"Yorba Linda","Los Angeles-Long Beach-Anaheim","Orange County"
"824",92501,"Riverside","Riverside-San Bernardino-Ontario","Riverside County"
"825",92251,"Imperial","El Centro","Imperial County"
"826",94579,"San Leandro","San Francisco-Oakland-Hayward","Alameda County"
"827",96161,"Truckee","Truckee-Grass Valley","Nevada County"
"828",91384,"Castaic","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"829",91011,"La Canada Flintridge","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"830",93280,"Wasco","Bakersfield","Kern County"
"831",90603,"Whittier","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"832",94041,"Mountain View","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"833",95215,"Garden Acres","Stockton-Lodi","San Joaquin County"
"834",94519,"Concord","San Francisco-Oakland-Hayward","Contra Costa County"
"835",96022,"Cottonwood","Red Bluff","Tehama County"
"836",92625,"Newport Beach","Los Angeles-Long Beach-Anaheim","Orange County"
"837",91381,"Santa Clarita","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"838",90304,"Inglewood","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"839",94945,"Novato","San Francisco-Oakland-Hayward","Marin County"
"840",92014,"Del Mar","San Diego-Carlsbad","San Diego County"
"841",90293,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"842",95110,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"843",91746,"West Puente Valley","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"844",95366,"Ripon","Stockton-Lodi","San Joaquin County"
"845",90013,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"846",95817,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"847",96130,"Susanville","Susanville","Lassen County"
"848",92377,"Rialto","Riverside-San Bernardino-Ontario","San Bernardino County"
"849",92865,"Orange","Los Angeles-Long Beach-Anaheim","Orange County"
"850",92010,"Carlsbad","San Diego-Carlsbad","San Diego County"
"851",93725,"Fresno","Fresno","Fresno County"
"852",92844,"Garden Grove","Los Angeles-Long Beach-Anaheim","Orange County"
"853",90270,"Maywood","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"854",93013,"Carpinteria","Santa Maria-Santa Barbara","Santa Barbara County"
"855",93111,"Santa Barbara","Santa Maria-Santa Barbara","Santa Barbara County"
"856",90212,"Beverly Hills","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"857",94019,"Half Moon Bay","San Francisco-Oakland-Hayward","San Mateo County"
"858",96021,"Corning","Red Bluff","Tehama County"
"859",93110,"Santa Barbara","Santa Maria-Santa Barbara","Santa Barbara County"
"860",90305,"Inglewood","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"861",95490,"Willits","Ukiah","Mendocino County"
"862",94705,"Berkeley","San Francisco-Oakland-Hayward","Alameda County"
"863",91390,"Santa Clarita","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"864",91204,"Glendale","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"865",91105,"Pasadena","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"866",93514,"Bishop","","Inyo County"
"867",92075,"Solana Beach","San Diego-Carlsbad","San Diego County"
"868",94503,"American Canyon","Napa","Napa County"
"869",90715,"Lakewood","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"870",91208,"Glendale","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"871",95963,"Orland","","Glenn County"
"872",91901,"Alpine","San Diego-Carlsbad","San Diego County"
"873",93630,"Kerman","Fresno","Fresno County"
"874",95814,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"875",95540,"Fortuna","Eureka-Arcata-Fortuna","Humboldt County"
"876",93610,"Chowchilla","Madera","Madera County"
"877",90502,"West Carson","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"878",93263,"Shafter","Bakersfield","Kern County"
"879",92344,"Hesperia","Riverside-San Bernardino-Ontario","San Bernardino County"
"880",94505,"Discovery Bay","San Francisco-Oakland-Hayward","Contra Costa County"
"881",94960,"San Anselmo","San Francisco-Oakland-Hayward","Marin County"
"882",93728,"Fresno","Fresno","Fresno County"
"883",93402,"Los Osos","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"884",93631,"Kingsburg","Fresno","Fresno County"
"885",92587,"Canyon Lake","Riverside-San Bernardino-Ontario","Riverside County"
"886",94920,"Tiburon","San Francisco-Oakland-Hayward","Marin County"
"887",91902,"Bonita","San Diego-Carlsbad","San Diego County"
"888",95138,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"889",94965,"Sausalito","San Francisco-Oakland-Hayward","Marin County"
"890",93927,"Greenfield","Salinas","Monterey County"
"891",93923,"Carmel-by-the-Sea","Salinas","Monterey County"
"892",95391,"Tracy","Stockton-Lodi","San Joaquin County"
"893",94507,"Alamo","San Francisco-Oakland-Hayward","Contra Costa County"
"894",95954,"Magalia","Chico","Butte County"
"895",92225,"Blythe","Riverside-San Bernardino-Ontario","Riverside County"
"896",92866,"Orange","Los Angeles-Long Beach-Anaheim","Orange County"
"897",94556,"Moraga","San Francisco-Oakland-Hayward","Contra Costa County"
"898",95066,"Scotts Valley","Santa Cruz-Watsonville","Santa Cruz County"
"899",90094,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"900",93268,"Taft","Bakersfield","Kern County"
"901",95010,"Capitola","Santa Cruz-Watsonville","Santa Cruz County"
"902",94709,"Berkeley","San Francisco-Oakland-Hayward","Alameda County"
"903",95338,"Mariposa","","Mariposa County"
"904",95252,"Valley Springs","","Calaveras County"
"905",91436,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"906",90401,"Santa Monica","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"907",93247,"Lindsay","Visalia-Porterville","Tulare County"
"908",93442,"Morro Bay","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"909",95203,"Stockton","Stockton-Lodi","San Joaquin County"
"910",92845,"Garden Grove","Los Angeles-Long Beach-Anaheim","Orange County"
"911",93301,"Bakersfield","Bakersfield","Kern County"
"912",95451,"Kelseyville","Clearlake","Lake County"
"913",94571,"Rio Vista","Vallejo-Fairfield","Solano County"
"914",93960,"Soledad","Salinas","Monterey County"
"915",95453,"Lakeport","Clearlake","Lake County"
"916",93433,"Grover Beach","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"917",93221,"Exeter","Visalia-Porterville","Tulare County"
"918",90402,"Santa Monica","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"919",94805,"Richmond","San Francisco-Oakland-Hayward","Contra Costa County"
"920",95030,"Los Gatos","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"921",93203,"Arvin","Bakersfield","Kern County"
"922",95673,"Rio Linda","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"923",94707,"Berkeley","San Francisco-Oakland-Hayward","Alameda County"
"924",94904,"Kentfield","San Francisco-Oakland-Hayward","Marin County"
"925",95357,"Modesto","Modesto","Stanislaus County"
"926",90670,"Santa Fe Springs","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"927",91502,"Burbank","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"928",95650,"Loomis","Sacramento--Roseville--Arden-Arcade","Placer County"
"929",93930,"King City","Salinas","Monterey County"
"930",95605,"West Sacramento","Sacramento--Roseville--Arden-Arcade","Yolo County"
"931",92274,"Thermal","El Centro","Imperial County"
"932",93015,"Fillmore","Oxnard-Thousand Oaks-Ventura","Ventura County"
"933",92314,"Big Bear City","Riverside-San Bernardino-Ontario","San Bernardino County"
"934",95946,"Penn Valley","Truckee-Grass Valley","Nevada County"
"935",94502,"Alameda","San Francisco-Oakland-Hayward","Alameda County"
"936",91377,"Oak Park","Oxnard-Thousand Oaks-Ventura","Ventura County"
"937",92582,"San Jacinto","Riverside-San Bernardino-Ontario","Riverside County"
"938",90623,"La Palma","Los Angeles-Long Beach-Anaheim","Orange County"
"939",91345,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"940",94542,"Hayward","San Francisco-Oakland-Hayward","Alameda County"
"941",96097,"Yreka","","Siskiyou County"
"942",94517,"Clayton","San Francisco-Oakland-Hayward","Contra Costa County"
"943",94065,"Redwood City","San Francisco-Oakland-Hayward","San Mateo County"
"944",90014,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"945",93614,"Coarsegold","Madera","Madera County"
"946",92007,"Encinitas","San Diego-Carlsbad","San Diego County"
"947",94552,"Castro Valley","San Francisco-Oakland-Hayward","Alameda County"
"948",94158,"San Francisco","San Francisco-Oakland-Hayward","San Francisco County"
"949",93210,"Coalinga","Fresno","Fresno County"
"950",91024,"Sierra Madre","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"951",91914,"Chula Vista","San Diego-Carlsbad","San Diego County"
"952",95130,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"953",93449,"Pismo Beach","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"954",95425,"Cloverdale","Santa Rosa","Sonoma County"
"955",93730,"Fresno","Fresno","Fresno County"
"956",93108,"Montecito","Santa Maria-Santa Barbara","Santa Barbara County"
"957",93505,"California City","Bakersfield","Kern County"
"958",92617,"Irvine","Los Angeles-Long Beach-Anaheim","Orange County"
"959",93908,"Salinas","Salinas","Monterey County"
"960",94708,"Berkeley","San Francisco-Oakland-Hayward","Alameda County"
"961",93644,"Oakhurst","Madera","Madera County"
"962",95073,"Soquel","Santa Cruz-Watsonville","Santa Cruz County"
"963",93212,"Corcoran","Hanford-Corcoran","Kings County"
"964",95320,"Escalon","Stockton-Lodi","San Joaquin County"
"965",91708,"Chino","Riverside-San Bernardino-Ontario","San Bernardino County"
"966",95006,"Boulder Creek","Santa Cruz-Watsonville","Santa Cruz County"
"967",95334,"Livingston","Merced","Merced County"
"968",93465,"Templeton","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"969",95368,"Salida","Modesto","Stanislaus County"
"970",93636,"Madera","Madera","Madera County"
"971",90701,"Artesia","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"972",92325,"Crestline","Riverside-San Bernardino-Ontario","San Bernardino County"
"973",93109,"Santa Barbara","Santa Maria-Santa Barbara","Santa Barbara County"
"974",95304,"Tracy","Stockton-Lodi","San Joaquin County"
"975",92252,"Joshua Tree","Riverside-San Bernardino-Ontario","San Bernardino County"
"976",92067,"Rancho Santa Fe","San Diego-Carlsbad","San Diego County"
"977",92313,"Grand Terrace","Riverside-San Bernardino-Ontario","San Bernardino County"
"978",90755,"Signal Hill","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"979",95742,"Rancho Cordova","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"980",95811,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"981",92657,"Newport Beach","Los Angeles-Long Beach-Anaheim","Orange County"
"982",91108,"San Marino","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"983",94574,"Saint Helena","Napa","Napa County"
"984",94305,"Stanford","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"985",96067,"Mount Shasta","","Siskiyou County"
"986",93546,"Mammoth Lakes","","Mono County"
"987",95948,"Gridley","Chico","Butte County"
"988",93648,"Parlier","Fresno","Fresno County"
"989",92241,"Desert Hot Springs","Riverside-San Bernardino-Ontario","Riverside County"
"990",92610,"Lake Forest","Los Angeles-Long Beach-Anaheim","Orange County"
"991",95726,"Pollock Pines","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"992",94931,"Cotati","Santa Rosa","Sonoma County"
"993",90056,"Ladera Heights","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"994",95360,"Newman","Modesto","Stanislaus County"
"995",96019,"Shasta Lake","Redding","Shasta County"
"996",95388,"Winton","Merced","Merced County"
"997",93640,"Mendota","Fresno","Fresno County"
"998",93543,"Littlerock","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"999",92320,"Calimesa","Riverside-San Bernardino-Ontario","Riverside County"
"1000",93241,"Lamont","Bakersfield","Kern County"
"1001",91207,"Glendale","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1002",92210,"Indian Wells","Riverside-San Bernardino-Ontario","Riverside County"
"1003",93428,"Cambria","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"1004",92408,"San Bernardino","Riverside-San Bernardino-Ontario","San Bernardino County"
"1005",94925,"Corte Madera","San Francisco-Oakland-Hayward","Marin County"
"1006",95640,"Ione","","Amador County"
"1007",90211,"Beverly Hills","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1008",90248,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1009",95326,"Hughson","Modesto","Stanislaus County"
"1010",92276,"Thousand Palms","Riverside-San Bernardino-Ontario","Riverside County"
"1011",92315,"Big Bear Lake","Riverside-San Bernardino-Ontario","San Bernardino County"
"1012",95642,"Jackson","","Amador County"
"1013",90077,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1014",95315,"Delhi","Merced","Merced County"
"1015",95018,"Felton","Santa Cruz-Watsonville","Santa Cruz County"
"1016",95988,"Willows","","Glenn County"
"1017",95386,"Waterford","Modesto","Stanislaus County"
"1018",93250,"Mc Farland","Bakersfield","Kern County"
"1019",90716,"Hawaiian Gardens","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1020",94930,"Fairfax","San Francisco-Oakland-Hayward","Marin County"
"1021",95713,"Colfax","Sacramento--Roseville--Arden-Arcade","Placer County"
"1022",92371,"Phelan","Riverside-San Bernardino-Ontario","San Bernardino County"
"1023",94515,"Calistoga","Napa","Napa County"
"1024",92254,"Mecca","Riverside-San Bernardino-Ontario","Riverside County"
"1025",95953,"Live Oak","Yuba City","Sutter County"
"1026",93701,"Fresno","Fresno","Fresno County"
"1027",94939,"Larkspur","San Francisco-Oakland-Hayward","Marin County"
"1028",95033,"Lexington Hills","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"1029",93924,"Carmel Valley","Salinas","Monterey County"
"1030",95322,"Gustine","Merced","Merced County"
"1031",95694,"Winters","Sacramento--Roseville--Arden-Arcade","Yolo County"
"1032",91935,"Jamul","San Diego-Carlsbad","San Diego County"
"1033",93620,"Dos Palos","Merced","Merced County"
"1034",92624,"Dana Point","Los Angeles-Long Beach-Anaheim","Orange County"
"1035",93723,"Fresno","Fresno","Fresno County"
"1036",93463,"Solvang","Santa Maria-Santa Barbara","Santa Barbara County"
"1037",95932,"Colusa","","Colusa County"
"1038",91978,"Spring Valley","San Diego-Carlsbad","San Diego County"
"1039",90040,"Commerce","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1040",94710,"Berkeley","San Francisco-Oakland-Hayward","Alameda County"
"1041",95436,"Forestville","Santa Rosa","Sonoma County"
"1042",95446,"Guerneville","Santa Rosa","Sonoma County"
"1043",91020,"La Crescenta-Montrose","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1044",96094,"Weed","","Siskiyou County"
"1045",95971,"Quincy","","Plumas County"
"1046",94572,"Rodeo","San Francisco-Oakland-Hayward","Contra Costa County"
"1047",92359,"Mentone","Riverside-San Bernardino-Ontario","San Bernardino County"
"1048",95202,"Stockton","Stockton-Lodi","San Joaquin County"
"1049",93622,"Firebaugh","Fresno","Fresno County"
"1050",95327,"Jamestown","Sonora","Tuolumne County"
"1051",93647,"Orosi","Visalia-Porterville","Tulare County"
"1052",93286,"Woodlake","Visalia-Porterville","Tulare County"
"1053",93510,"Acton","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1054",95012,"Castroville","Salinas","Monterey County"
"1055",93240,"Lake Isabella","Bakersfield","Kern County"
"1056",95832,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"1057",92567,"Nuevo","Riverside-San Bernardino-Ontario","Riverside County"
"1058",95065,"Santa Cruz","Santa Cruz-Watsonville","Santa Cruz County"
"1059",95119,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"1060",93921,"Carmel-by-the-Sea","Salinas","Monterey County"
"1061",92356,"Lucerne Valley","Riverside-San Bernardino-Ontario","San Bernardino County"
"1062",95324,"Hilmar","Merced","Merced County"
"1063",95666,"Pioneer","","Amador County"
"1064",93223,"Farmersville","Visalia-Porterville","Tulare County"
"1065",95019,"Freedom","Santa Cruz-Watsonville","Santa Cruz County"
"1066",95658,"Newcastle","Sacramento--Roseville--Arden-Arcade","Placer County"
"1067",90290,"Topanga","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1068",93460,"Santa Ynez","Santa Maria-Santa Barbara","Santa Barbara County"
"1069",93953,"Del Monte Forest","Salinas","Monterey County"
"1070",95683,"Sloughhouse","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"1071",96101,"Alturas","","Modoc County"
"1072",95631,"Foresthill","Sacramento--Roseville--Arden-Arcade","Placer County"
"1073",93646,"Orange Cove","Fresno","Fresno County"
"1074",92363,"Needles","Riverside-San Bernardino-Ontario","San Bernardino County"
"1075",95693,"Wilton","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"1076",92655,"Westminster","Los Angeles-Long Beach-Anaheim","Orange County"
"1077",93625,"Fowler","Fresno","Fresno County"
"1078",92250,"Holtville","El Centro","Imperial County"
"1079",93926,"Gonzales","Salinas","Monterey County"
"1080",95005,"Ben Lomond","Santa Cruz-Watsonville","Santa Cruz County"
"1081",92342,"Helendale","Riverside-San Bernardino-Ontario","San Bernardino County"
"1082",93427,"Buellton","Santa Maria-Santa Barbara","Santa Barbara County"
"1083",95619,"Diamond Springs","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1084",95220,"Acampo","Stockton-Lodi","San Joaquin County"
"1085",93445,"Oceano","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"1086",93022,"Oak View","Oxnard-Thousand Oaks-Ventura","Ventura County"
"1087",96145,"Tahoe City","Sacramento--Roseville--Arden-Arcade","Placer County"
"1088",93204,"Avenal","Hanford-Corcoran","Kings County"
"1089",95383,"Twain Harte","Sonora","Tuolumne County"
"1090",94028,"Portola Valley","San Francisco-Oakland-Hayward","San Mateo County"
"1091",92661,"Newport Beach","Los Angeles-Long Beach-Anaheim","Orange County"
"1092",95316,"Denair","Modesto","Stanislaus County"
"1093",95470,"Redwood Valley","Ukiah","Mendocino County"
"1094",93219,"Earlimart","Visalia-Porterville","Tulare County"
"1095",96088,"Shingletown","Redding","Shasta County"
"1096",95247,"Murphys","","Calaveras County"
"1097",95685,"Sutter Creek","","Amador County"
"1098",94027,"Atherton","San Francisco-Oakland-Hayward","San Mateo County"
"1099",94111,"San Francisco","San Francisco-Oakland-Hayward","San Francisco County"
"1100",95046,"San Martin","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"1101",93225,"Frazier Park","Bakersfield","Kern County"
"1102",92397,"Wrightwood","Riverside-San Bernardino-Ontario","San Bernardino County"
"1103",92548,"Homeland","Riverside-San Bernardino-Ontario","Riverside County"
"1104",95258,"Woodbridge","Stockton-Lodi","San Joaquin County"
"1105",92382,"Running Springs","Riverside-San Bernardino-Ontario","San Bernardino County"
"1106",95228,"Copperopolis","","Calaveras County"
"1107",92003,"Bonsall","San Diego-Carlsbad","San Diego County"
"1108",90010,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1109",95467,"Hidden Valley Lake","Clearlake","Lake County"
"1110",92549,"Idyllwild","Riverside-San Bernardino-Ontario","Riverside County"
"1111",93501,"Mojave","Bakersfield","Kern County"
"1112",95665,"Pine Grove","","Amador County"
"1113",93434,"Guadalupe","Santa Maria-Santa Barbara","Santa Barbara County"
"1114",95709,"Camino","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1115",95223,"Arnold","","Calaveras County"
"1116",95623,"El Dorado","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1117",95321,"Groveland","Sonora","Tuolumne County"
"1118",96137,"Westwood","","Plumas County"
"1119",93265,"Springville","Visalia-Porterville","Tulare County"
"1120",94304,"Palo Alto","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"1121",95722,"Meadow Vista","Sacramento--Roseville--Arden-Arcade","Placer County"
"1122",93234,"Huron","Fresno","Fresno County"
"1123",95236,"Linden","Stockton-Lodi","San Joaquin County"
"1124",95423,"Clearlake Oaks","Clearlake","Lake County"
"1125",95626,"Elverta","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"1126",95139,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"1127",94005,"Brisbane","San Francisco-Oakland-Hayward","San Mateo County"
"1128",93721,"Fresno","Fresno","Fresno County"
"1129",92004,"Borrego Springs","San Diego-Carlsbad","San Diego County"
"1130",92662,"Newport Beach","Los Angeles-Long Beach-Anaheim","Orange County"
"1131",93430,"Cayucos","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"1132",96064,"Montague","","Siskiyou County"
"1133",92823,"Brea","Los Angeles-Long Beach-Anaheim","Orange County"
"1134",92539,"Anza","Riverside-San Bernardino-Ontario","Riverside County"
"1135",95938,"Durham","Chico","Butte County"
"1136",96073,"Palo Cedro","Redding","Shasta County"
"1137",96093,"Weaverville","","Trinity County"
"1138",96122,"Portola","","Plumas County"
"1139",95222,"Murphys","","Calaveras County"
"1140",93591,"Palmdale","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1141",92249,"Heber","El Centro","Imperial County"
"1142",95692,"Wheatland","Yuba City","Yuba County"
"1143",96013,"Burney","Redding","Shasta County"
"1144",95987,"Williams","","Colusa County"
"1145",93656,"Riverdale","Fresno","Fresno County"
"1146",92372,"Pinon Hills","Riverside-San Bernardino-Ontario","San Bernardino County"
"1147",94951,"Penngrove","Santa Rosa","Sonoma County"
"1148",95249,"San Andreas","","Calaveras County"
"1149",93267,"Strathmore","Visalia-Porterville","Tulare County"
"1150",92861,"Villa Park","Los Angeles-Long Beach-Anaheim","Orange County"
"1151",92317,"Lake Arrowhead","Riverside-San Bernardino-Ontario","San Bernardino County"
"1152",90067,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1153",95457,"Lower Lake","Clearlake","Lake County"
"1154",95379,"Tuolumne","Sonora","Tuolumne County"
"1155",93270,"Terra Bella","Visalia-Porterville","Tulare County"
"1156",92256,"Morongo Valley","Riverside-San Bernardino-Ontario","San Bernardino County"
"1157",93650,"Fresno","Fresno","Fresno County"
"1158",95672,"Rescue","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1159",92036,"Julian","San Diego-Carlsbad","San Diego County"
"1160",93737,"Fresno","Fresno","Fresno County"
