house_price,crime_murder,crime_rape,crime_robbery,crime_assault,crime_burglary,crime_larceny,crime_vehicle,crime_arson,crime_index,property_house,property_house_per,property_townhouse,property_townhouse_per,property_low_rise,property_low_rise_per,property_mid_rise,property_mid_rise_per,property_high_rise,property_high_rise_per,quakes_minor,quakes_moderate,quakes_severe,income,interest,unemployment_rate,population,date
437682.25,129,379,4887,4415,11167,26308,10151,262,0.029008228081804525,309629,53,74635,12.7,72568,12.4,33130,5.7,87444,15,14,0,0,5112,0.13870967741935483,8.75,1510271,2011 Q1
448399.5,129,379,4887,4415,11167,26308,10151,262,0.029008228081804525,309629,53,74635,12.7,72568,12.4,33130,5.7,87444,15,0,0,0,5097,0.092,8.75,1510271,2011 Q2
441389.75,129,379,4887,4415,11167,26308,10151,262,0.029008228081804525,309629,53,74635,12.7,72568,12.4,33130,5.7,87444,15,14,56,0,5237,0.084,8.35,1510271,2011 Q3
436831.75,129,379,4887,4415,11167,26308,10151,262,0.029008228081804525,309629,53,74635,12.7,72568,12.4,33130,5.7,87444,15,56,56,0,5213,0.07161290322580646,7.6,1510271,2011 Q4
452697.75,148,446,5872,4561,12289,32011,11843,322,0.0309428536728664,307977,52.8,65776,11.3,76305,13.1,30982,5.3,94805,16.2,0,0,0,5506,0.1267741935483871,7.65,1510271,2012 Q1
467262.75,148,446,5872,4561,12289,32011,11843,322,0.0309428536728664,307977,52.8,65776,11.3,76305,13.1,30982,5.3,94805,16.2,14,0,0,5119,0.16166666666666668,7.6,1510271,2012 Q2
497112,148,446,5872,4561,12289,32011,11843,322,0.0309428536728664,307977,52.8,65776,11.3,76305,13.1,30982,5.3,94805,16.2,28,0,0,5144,0.14433333333333334,6.8,1510271,2012 Q3
532161.25,148,446,5872,4561,12289,32011,11843,322,0.0309428536728664,307977,52.8,65776,11.3,76305,13.1,30982,5.3,94805,16.2,28,0,0,10164,0.16451612903225807,6.5,1510271,2012 Q4
578822.5,106,331,6464,3981,10888,31289,12225,272,0.027745677772272298,306729,52.2,71579,12.2,75569,12.9,29592,5,95487,16.2,28,0,0,5482,0.1435483870967742,6.3,1510271,2013 Q1
607221,106,331,6464,3981,10888,31289,12225,272,0.027745677772272298,306729,52.2,71579,12.2,75569,12.9,29592,5,95487,16.2,14,0,0,5197,0.09366666666666666,6.35,1510271,2013 Q2
636009.75,106,331,6464,3981,10888,31289,12225,272,0.027745677772272298,306729,52.2,71579,12.2,75569,12.9,29592,5,95487,16.2,28,0,0,5322,0.08,5.75,1510271,2013 Q3
655512.25,106,331,6464,3981,10888,31289,12225,272,0.027745677772272298,306729,52.2,71579,12.2,75569,12.9,29592,5,95487,16.2,14,0,0,5594,0.08516129032258064,5.15,1510271,2013 Q4
651489.5,97,388,4739,4359,9171,31551,11439,303,0.024488926264063043,313770,53,72289,12.2,77649,13.1,29377,5,91457,15.4,28,0,0,5746,0.07806451612903226,5.25,1510271,2014 Q1
659333.75,97,388,4739,4359,9171,31551,11439,303,0.024488926264063043,313770,53,72289,12.2,77649,13.1,29377,5,91457,15.4,42,0,0,5330,0.09566666666666666,4.85,1510271,2014 Q2
669816.75,97,388,4739,4359,9171,31551,11439,303,0.024488926264063043,313770,53,72289,12.2,77649,13.1,29377,5,91457,15.4,28,0,0,5616,0.08833333333333333,4.6,1510271,2014 Q3
684204.75,97,388,4739,4359,9171,31551,11439,303,0.024488926264063043,313770,53,72289,12.2,77649,13.1,29377,5,91457,15.4,14,0,0,5865,0.12258064516129032,4.05,1510271,2014 Q4
709932.25,110,540,4683,3653,8254,34964,11734,323,0.027301472373645413,318900,53.5,68239,11.4,73027,12.3,33503,5.6,95661,16.1,14,0,0,6031,0.11290322580645161,4.1,1638215,2015 Q1
740023.75,110,540,4683,3653,8254,34964,11734,323,0.027301472373645413,318900,53.5,68239,11.4,73027,12.3,33503,5.6,95661,16.1,0,0,0,5585,0.129,4.05,1638215,2015 Q2
754201,110,540,4683,3653,8254,34964,11734,323,0.027301472373645413,318900,53.5,68239,11.4,73027,12.3,33503,5.6,95661,16.1,56,14,0,5707,0.136,3.7,1638215,2015 Q3
775180,110,540,4683,3653,8254,34964,11734,323,0.027301472373645413,318900,53.5,68239,11.4,73027,12.3,33503,5.6,95661,16.1,0,0,0,6188,0.24064516129032257,3.5,1638215,2015 Q4
786410.5,107,576,4745,3865,7445,34632,12723,345,0.028165595070451056,313903,52.3,73644,12.3,72664,12.1,29330,4.9,102313,17.1,14,0,0,6123,0.362258064516129,4.15,1647704,2016 Q1
786343.5,107,576,4745,3865,7445,34632,12723,345,0.028165595070451056,313903,52.3,73644,12.3,72664,12.1,29330,4.9,102313,17.1,28,0,0,6313,0.37766666666666665,4.199999999999999,1647704,2016 Q2
798129,107,576,4745,3865,7445,34632,12723,345,0.028165595070451056,313903,52.3,73644,12.3,72664,12.1,29330,4.9,102313,17.1,0,14,0,6168,0.39633333333333337,4.05,1647704,2016 Q3
809833,107,576,4745,3865,7445,34632,12723,345,0.028165595070451056,313903,52.3,73644,12.3,72664,12.1,29330,4.9,102313,17.1,0,0,0,6137,0.54,3.55,1647704,2016 Q4
822311.5,82,753,4349,3668,6364,40595,11449,378,0.030358048480196763,314540,51.9,76950,12.7,71914,11.8,30751,5.1,104179,17.2,14,0,0,6549,0.7861290322580645,3.6,1663190,2017 Q1
847377.5,82,753,4349,3668,6364,40595,11449,378,0.030358048480196763,314540,51.9,76950,12.7,71914,11.8,30751,5.1,104179,17.2,28,0,0,6182,1.04,3.6500000000000004,1663190,2017 Q2
881705,82,753,4349,3668,6364,40595,11449,378,0.030358048480196763,314540,51.9,76950,12.7,71914,11.8,30751,5.1,104179,17.2,14,0,0,6112,1.1533333333333333,3.3,1663190,2017 Q3
911525.5,82,753,4349,3668,6364,40595,11449,378,0.030358048480196763,314540,51.9,76950,12.7,71914,11.8,30751,5.1,104179,17.2,56,0,0,6503,1.3016129032258064,2.8,1663190,2017 Q4
952381,82,780,4379,3643,6227,37798,9827,405,0.029082902167502193,316605,51.5,80016,13,72780,11.8,32693,5.3,105665,17.2,14,0,14,6847,1.5061290322580645,2.8,1666753,2018 Q1
973906,82,780,4379,3643,6227,37798,9827,405,0.029082902167502193,316605,51.5,80016,13,72780,11.8,32693,5.3,105665,17.2,0,14,0,6386,1.8196666666666665,3.1,1666753,2018 Q2
960527,82,780,4379,3643,6227,37798,9827,405,0.029082902167502193,316605,51.5,80016,13,72780,11.8,32693,5.3,105665,17.2,28,0,0,6337,1.9546666666666666,2.7,1666753,2018 Q3
933275.5,82,780,4379,3643,6227,37798,9827,405,0.029082902167502193,316605,51.5,80016,13,72780,11.8,32693,5.3,105665,17.2,56,0,0,6734,2.274193548387097,2.6,1666753,2018 Q4
929953.5,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,316605,51.5,80016,13,72780,11.8,32693,5.3,105665,17.2,14,28,0,6925,2.4051612903225807,2.8,1671329,2019 Q1
912607,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,316605,51.5,80016,13,72780,11.8,32693,5.3,105665,17.2,42,0,0,6613,2.377666666666667,2.8499999999999996,1671329,2019 Q2
915676,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,316605,51.5,80016,13,72780,11.8,32693,5.3,105665,17.2,0,0,0,6535,2.043,2.45,1671329,2019 Q3
223553.5,6,41,133,296,990,2743,396,36,0.026895049207422434,89240,67.1,10929,7.5,13204.5,9.75,4438.5,3,8138,5.35,0,5,0,3173,0.13870967741935483,12.3,38091,2011 Q1
224510,6,41,133,296,990,2743,396,36,0.026895049207422434,89240,67.1,10929,7.5,13204.5,9.75,4438.5,3,8138,5.35,0,0,0,3408,0.092,11.4,38091,2011 Q2
224984.5,6,41,133,296,990,2743,396,36,0.026895049207422434,89240,67.1,10929,7.5,13204.5,9.75,4438.5,3,8138,5.35,5,0,0,3382,0.084,10.8,38091,2011 Q3
225300.5,6,41,133,296,990,2743,396,36,0.026895049207422434,89240,67.1,10929,7.5,13204.5,9.75,4438.5,3,8138,5.35,0,0,0,3443,0.07161290322580646,10.9,38091,2011 Q4
232003,3,55,149,439,1063,3133,410,37,0.029488419877483546,86805,67.35,11604,7.8,13111.5,9.75,4746.5,3.3499999999999996,8217.5,5.300000000000001,0,0,0,3278,0.1267741935483871,11.3,38091,2012 Q1
239657.66666666666,3,55,149,439,1063,3133,410,37,0.029488419877483546,86805,67.35,11604,7.8,13111.5,9.75,4746.5,3.3499999999999996,8217.5,5.300000000000001,0,0,0,3335,0.16166666666666668,10.2,38091,2012 Q2
245195.33333333334,3,55,149,439,1063,3133,410,37,0.029488419877483546,86805,67.35,11604,7.8,13111.5,9.75,4746.5,3.3499999999999996,8217.5,5.300000000000001,0,0,0,3417,0.14433333333333334,9.1,38091,2012 Q3
252668.66666666666,3,55,149,439,1063,3133,410,37,0.029488419877483546,86805,67.35,11604,7.8,13111.5,9.75,4746.5,3.3499999999999996,8217.5,5.300000000000001,0,0,0,3604,0.16451612903225807,9.4,38091,2012 Q4
259645,6,63,162,466,1158,3175,502,48,0.02961970041325043,90346.5,67.6,12341,7.5,13185,9.7,4238,3.05,7233,5.1,20,10,0,3405,0.1435483870967742,9.3,38091,2013 Q1
265497.3333333333,6,63,162,466,1158,3175,502,48,0.02961970041325043,90346.5,67.6,12341,7.5,13185,9.7,4238,3.05,7233,5.1,10,10,0,3346,0.09366666666666666,9.1,38091,2013 Q2
274565.3333333333,6,63,162,466,1158,3175,502,48,0.02961970041325043,90346.5,67.6,12341,7.5,13185,9.7,4238,3.05,7233,5.1,0,0,0,3432,0.08,8,38091,2013 Q3
279157,6,63,162,466,1158,3175,502,48,0.02961970041325043,90346.5,67.6,12341,7.5,13185,9.7,4238,3.05,7233,5.1,0,0,0,3670,0.08516129032258064,7.9,38091,2013 Q4
284780.3333333333,5,69,181,482,1021,3242,528,35,0.02816285661941046,88329,67,10742.5,6.95,13608.5,9.9,4327.5,3,8232.5,4.7,0,0,0,3510,0.07806451612903226,8.2,38091,2014 Q1
289455.3333333333,5,69,181,482,1021,3242,528,35,0.02816285661941046,88329,67,10742.5,6.95,13608.5,9.9,4327.5,3,8232.5,4.7,0,0,0,3656,0.09566666666666666,7.4,38091,2014 Q2
290249,5,69,181,482,1021,3242,528,35,0.02816285661941046,88329,67,10742.5,6.95,13608.5,9.9,4327.5,3,8232.5,4.7,0,0,0,3773,0.08833333333333333,6.5,38091,2014 Q3
295786,5,69,181,482,1021,3242,528,35,0.02816285661941046,88329,67,10742.5,6.95,13608.5,9.9,4327.5,3,8232.5,4.7,0,0,0,3885,0.12258064516129032,6.6,38091,2014 Q4
303874,4,57,132,420,879,3672,532,33,0.029246855584179422,88276.5,66.9,11736.5,7.6,14337.5,9.85,4512,2.7,7269,4.95,0,0,0,3731,0.11290322580645161,6.5,37001,2015 Q1
306440.3333333333,4,57,132,420,879,3672,532,33,0.029246855584179422,88276.5,66.9,11736.5,7.6,14337.5,9.85,4512,2.7,7269,4.95,0,0,0,3790,0.129,6.2,37001,2015 Q2
309927.3333333333,4,57,132,420,879,3672,532,33,0.029246855584179422,88276.5,66.9,11736.5,7.6,14337.5,9.85,4512,2.7,7269,4.95,0,0,0,3923,0.136,5.6,37001,2015 Q3
315586.3333333333,4,57,132,420,879,3672,532,33,0.029246855584179422,88276.5,66.9,11736.5,7.6,14337.5,9.85,4512,2.7,7269,4.95,0,0,0,4120,0.24064516129032257,5.65,37001,2015 Q4
317398.3333333333,4,66,136.5,427.5,720,3447,603,34,0.027811743070244584,88525,68.2,11299.5,7.6,12986,9.55,5013,3,8060.5,5.449999999999999,0,0,0,3763,0.362258064516129,5.2,37383,2016 Q1
321728,4,66,136.5,427.5,720,3447,603,34,0.027811743070244584,88525,68.2,11299.5,7.6,12986,9.55,5013,3,8060.5,5.449999999999999,0,0,0,3881,0.37766666666666665,5.3,37383,2016 Q2
326658,4,66,136.5,427.5,720,3447,603,34,0.027811743070244584,88525,68.2,11299.5,7.6,12986,9.55,5013,3,8060.5,5.449999999999999,5,0,0,4065,0.39633333333333337,5.050000000000001,37383,2016 Q3
330550,4,66,136.5,427.5,720,3447,603,34,0.027811743070244584,88525,68.2,11299.5,7.6,12986,9.55,5013,3,8060.5,5.449999999999999,0,0,0,4114,0.54,4.8,37383,2016 Q4
335757,6,70,153,453,822,3464,672,47,0.026497102382485514,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,0,0,0,3941,0.7861290322580645,4.65,38626,2017 Q1
341017,6,70,153,453,822,3464,672,47,0.026497102382485514,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,0,0,0,4109,1.04,4.65,38626,2017 Q2
345967,6,70,153,453,822,3464,672,47,0.026497102382485514,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,0,0,0,4103,1.1533333333333333,4.1,38626,2017 Q3
351306,6,70,153,453,822,3464,672,47,0.026497102382485514,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,0,0,0,4291,1.3016129032258064,3.8,38626,2017 Q4
354322,4,68,146,484,665,3246,582,48,0.023609435864987247,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,5,0,0,3968,1.5061290322580645,3.9,39383,2018 Q1
355306,4,68,146,484,665,3246,582,48,0.023609435864987247,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,10,0,0,4045,1.8196666666666665,4.1,39383,2018 Q2
356465,4,68,146,484,665,3246,582,48,0.023609435864987247,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,0,0,0,4114,1.9546666666666666,3.5,39383,2018 Q3
356253,4,68,146,484,665,3246,582,48,0.023609435864987247,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,0,0,0,4385,2.274193548387097,3.7,39383,2018 Q4
359685,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,10,0,0,4096,2.4051612903225807,3.95,39752,2019 Q1
362252,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,0,0,0,4227,2.377666666666667,3.75,39752,2019 Q2
364148,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,0,0,0,4219,2.043,3.2,39752,2019 Q3
130588.5,6,61,133,264,990,2183,441,44,0.02706422018348624,59721,62.3,4454,4.6,12063,12.6,2573,2.7,4301,4.5,0,0,0,2898,0.13870967741935483,12.3,220000,2011 Q1
128268,6,61,133,264,990,2183,441,44,0.02706422018348624,59721,62.3,4454,4.6,12063,12.6,2573,2.7,4301,4.5,0,0,0,3025,0.092,11.9,220000,2011 Q2
123477,6,61,133,264,990,2183,441,44,0.02706422018348624,59721,62.3,4454,4.6,12063,12.6,2573,2.7,4301,4.5,0,0,0,3130,0.084,10.8,220000,2011 Q3
123885.5,6,61,133,264,990,2183,441,44,0.02706422018348624,59721,62.3,4454,4.6,12063,12.6,2573,2.7,4301,4.5,0,0,0,3248,0.07161290322580646,10.9,220000,2011 Q4
122111,3,66,149,334,1421,2184,410,61,0.03074245939675174,60278,62.8,5903,6.2,10766,11.2,2207,2.3,4149,4.3,0,0,0,3027,0.1267741935483871,11.3,220000,2012 Q1
125515,3,66,149,334,1421,2184,410,61,0.03074245939675174,60278,62.8,5903,6.2,10766,11.2,2207,2.3,4149,4.3,0,0,0,3094,0.16166666666666668,10.7,220000,2012 Q2
129486,3,66,149,334,1421,2184,410,61,0.03074245939675174,60278,62.8,5903,6.2,10766,11.2,2207,2.3,4149,4.3,0,0,0,3091,0.14433333333333334,9.1,220000,2012 Q3
134814.5,3,66,149,334,1421,2184,410,61,0.03074245939675174,60278,62.8,5903,6.2,10766,11.2,2207,2.3,4149,4.3,0,0,0,3416,0.16451612903225807,9.4,220000,2012 Q4
143462,6,66,129,332,1158,2536,644,53,0.032541427697050755,61773,64,5196,5.4,9547,9.9,2735,2.8,5116,5.3,0,0,0,3097,0.1435483870967742,9.3,220000,2013 Q1
148367.5,6,66,129,332,1158,2536,644,53,0.032541427697050755,61773,64,5196,5.4,9547,9.9,2735,2.8,5116,5.3,0,0,0,3199,0.09366666666666666,9.1,220000,2013 Q2
152405.5,6,66,129,332,1158,2536,644,53,0.032541427697050755,61773,64,5196,5.4,9547,9.9,2735,2.8,5116,5.3,0,0,0,3148,0.08,7.8,220000,2013 Q3
153664,6,66,129,332,1158,2536,644,53,0.032541427697050755,61773,64,5196,5.4,9547,9.9,2735,2.8,5116,5.3,0,0,0,3412,0.08516129032258064,7.7,220000,2013 Q4
155140.5,2,69,133,384,1074,3310,528,87,0.03888380603842635,62463,64.1,5868,6,8825,9,2974,3.1,5209,5.3,0,0,0,3157,0.07806451612903226,8.2,220000,2014 Q1
156480.5,2,69,133,384,1074,3310,528,87,0.03888380603842635,62463,64.1,5868,6,8825,9,2974,3.1,5209,5.3,0,0,0,3272,0.09566666666666666,7.3,220000,2014 Q2
160467,2,69,133,384,1074,3310,528,87,0.03888380603842635,62463,64.1,5868,6,8825,9,2974,3.1,5209,5.3,5,0,0,3242,0.08833333333333333,6.3,220000,2014 Q3
163822.5,2,69,133,384,1074,3310,528,87,0.03888380603842635,62463,64.1,5868,6,8825,9,2974,3.1,5209,5.3,0,0,0,3526,0.12258064516129032,6.4,220000,2014 Q4
165063.5,3,95,132,384,1177,3684,661,202,0.043924890771437144,59352,60.5,5289,5.4,12412,12.7,3876,4,4220,4.3,0,0,0,3311,0.11290322580645161,6.5,225411,2015 Q1
168128.5,3,95,132,384,1177,3684,661,202,0.043924890771437144,59352,60.5,5289,5.4,12412,12.7,3876,4,4220,4.3,0,0,0,3386,0.129,6.2,225411,2015 Q2
170673,3,95,132,384,1177,3684,661,202,0.043924890771437144,59352,60.5,5289,5.4,12412,12.7,3876,4,4220,4.3,0,0,0,3364,0.136,5.1,225411,2015 Q3
174388.5,3,95,132,384,1177,3684,661,202,0.043924890771437144,59352,60.5,5289,5.4,12412,12.7,3876,4,4220,4.3,0,0,0,3733,0.24064516129032257,5.7,225411,2015 Q4
178892,1,93,109,396,1082,3528,737,213,0.03932091042777815,60387,61.3,5783,5.9,11059,11.3,2330,2.4,5997,6.1,0,0,0,3332,0.362258064516129,5.2,226864,2016 Q1
181258.5,1,93,109,396,1082,3528,737,213,0.03932091042777815,60387,61.3,5783,5.9,11059,11.3,2330,2.4,5997,6.1,0,0,0,3498,0.37766666666666665,5.6,226864,2016 Q2
186657.5,1,93,109,396,1082,3528,737,213,0.03932091042777815,60387,61.3,5783,5.9,11059,11.3,2330,2.4,5997,6.1,0,0,0,3621,0.39633333333333337,4.9,226864,2016 Q3
188350.5,1,93,109,396,1082,3528,737,213,0.03932091042777815,60387,61.3,5783,5.9,11059,11.3,2330,2.4,5997,6.1,0,0,0,3645,0.54,4.6,226864,2016 Q4
190861,2,125,115,504,962,3861,706,173,0.04332731264668664,62419,62.8,6276,6.3,10999,11.1,2630,2.6,3791,3.8,0,0,0,3557,0.7861290322580645,4.6,229294,2017 Q1
196317.5,2,125,115,504,962,3861,706,173,0.04332731264668664,62419,62.8,6276,6.3,10999,11.1,2630,2.6,3791,3.8,0,0,0,3573,1.04,4.9,229294,2017 Q2
201605.5,2,125,115,504,962,3861,706,173,0.04332731264668664,62419,62.8,6276,6.3,10999,11.1,2630,2.6,3791,3.8,0,0,0,3798,1.1533333333333333,4.1,229294,2017 Q3
205558,2,125,115,504,962,3861,706,173,0.04332731264668664,62419,62.8,6276,6.3,10999,11.1,2630,2.6,3791,3.8,0,0,0,3796,1.3016129032258064,3.7,229294,2017 Q4
212800,6,116,146,610,646,2720,582,78,0.03197097790459623,61303,61.3,6410,6.4,12522,12.5,2034,2,4169,4.2,0,0,0,3691,1.5061290322580645,3.8,231256,2018 Q1
219319,6,116,146,610,646,2720,582,78,0.03197097790459623,61303,61.3,6410,6.4,12522,12.5,2034,2,4169,4.2,0,0,0,3699,1.8196666666666665,4.4,231256,2018 Q2
225750,6,116,146,610,646,2720,582,78,0.03197097790459623,61303,61.3,6410,6.4,12522,12.5,2034,2,4169,4.2,0,0,0,3821,1.9546666666666666,3.5,231256,2018 Q3
244590,6,116,146,610,646,2720,582,78,0.03197097790459623,61303,61.3,6410,6.4,12522,12.5,2034,2,4169,4.2,0,0,0,4040,2.274193548387097,4.2,231256,2018 Q4
253108,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,61303,61.3,6410,6.4,12522,12.5,2034,2,4169,4.2,0,0,0,3885,2.4051612903225807,4.4,219186,2019 Q1
257851,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,61303,61.3,6410,6.4,12522,12.5,2034,2,4169,4.2,0,0,0,3931,2.377666666666667,4.6,219186,2019 Q2
264416,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,61303,61.3,6410,6.4,12522,12.5,2034,2,4169,4.2,0,0,0,3983,2.043,3.4,219186,2019 Q3
156126.25,0,1,3,14,63,115,15,2,0.018573815310472655,89240,67.1,10929,7.5,13204.5,9.75,4438.5,3,8138,5.35,0,0,0,2632,0.13870967741935483,12.3,21419,2011 Q1
154568.25,0,1,3,14,63,115,15,2,0.018573815310472655,89240,67.1,10929,7.5,13204.5,9.75,4438.5,3,8138,5.35,0,0,0,2969,0.092,11.4,21419,2011 Q2
154832.5,0,1,3,14,63,115,15,2,0.018573815310472655,89240,67.1,10929,7.5,13204.5,9.75,4438.5,3,8138,5.35,0,0,0,2886,0.084,10.8,21419,2011 Q3
155126.25,0,1,3,14,63,115,15,2,0.018573815310472655,89240,67.1,10929,7.5,13204.5,9.75,4438.5,3,8138,5.35,0,0,0,3358,0.07161290322580646,10.9,21419,2011 Q4
156622,1,3,10,6,93,131,22,1,0.02309475870378591,86805,67.35,11604,7.8,13111.5,9.75,4746.5,3.3499999999999996,8217.5,5.300000000000001,0,0,0,2867,0.1267741935483871,11.3,21419,2012 Q1
159939.75,1,3,10,6,93,131,22,1,0.02309475870378591,86805,67.35,11604,7.8,13111.5,9.75,4746.5,3.3499999999999996,8217.5,5.300000000000001,0,0,0,3028,0.16166666666666668,10.2,21419,2012 Q2
163487,1,3,10,6,93,131,22,1,0.02309475870378591,86805,67.35,11604,7.8,13111.5,9.75,4746.5,3.3499999999999996,8217.5,5.300000000000001,4,0,0,2947,0.14433333333333334,9.1,21419,2012 Q3
170959,1,3,10,6,93,131,22,1,0.02309475870378591,86805,67.35,11604,7.8,13111.5,9.75,4746.5,3.3499999999999996,8217.5,5.300000000000001,0,0,0,3299,0.16451612903225807,9.4,21419,2012 Q4
177754.5,0,4,5,6,71,106,28,1,0.019377537991878427,90346.5,67.6,12341,7.5,13185,9.7,4238,3.05,7233,5.1,0,0,0,2924,0.1435483870967742,9.3,21419,2013 Q1
185210,0,4,5,6,71,106,28,1,0.019377537991878427,90346.5,67.6,12341,7.5,13185,9.7,4238,3.05,7233,5.1,0,0,0,3037,0.09366666666666666,9.1,21419,2013 Q2
191130.5,0,4,5,6,71,106,28,1,0.019377537991878427,90346.5,67.6,12341,7.5,13185,9.7,4238,3.05,7233,5.1,0,0,0,3148,0.08,8,21419,2013 Q3
193930.25,0,4,5,6,71,106,28,1,0.019377537991878427,90346.5,67.6,12341,7.5,13185,9.7,4238,3.05,7233,5.1,0,0,0,3504,0.08516129032258064,7.9,21419,2013 Q4
197291.25,0,1,6,8,54,99,16,0,0.016339067423022914,88329,67,10742.5,6.95,13608.5,9.9,4327.5,3,8232.5,4.7,0,0,0,3062,0.07806451612903226,8.2,21419,2014 Q1
199453.25,0,1,6,8,54,99,16,0,0.016339067423022914,88329,67,10742.5,6.95,13608.5,9.9,4327.5,3,8232.5,4.7,0,0,0,3131,0.09566666666666666,7.4,21419,2014 Q2
202363,0,1,6,8,54,99,16,0,0.016339067423022914,88329,67,10742.5,6.95,13608.5,9.9,4327.5,3,8232.5,4.7,0,0,0,3370,0.08833333333333333,6.5,21419,2014 Q3
205030.25,0,1,6,8,54,99,16,0,0.016339067423022914,88329,67,10742.5,6.95,13608.5,9.9,4327.5,3,8232.5,4.7,0,0,0,3731,0.12258064516129032,6.6,21419,2014 Q4
206827,0,3,4,9,57,114,26,4,0.018885861585067804,88276.5,66.9,11736.5,7.6,14337.5,9.85,4512,2.7,7269,4.95,2,0,0,3154,0.11290322580645161,6.5,21482,2015 Q1
207726.5,0,3,4,9,57,114,26,4,0.018885861585067804,88276.5,66.9,11736.5,7.6,14337.5,9.85,4512,2.7,7269,4.95,0,0,0,3348,0.129,6.2,21482,2015 Q2
206504,0,3,4,9,57,114,26,4,0.018885861585067804,88276.5,66.9,11736.5,7.6,14337.5,9.85,4512,2.7,7269,4.95,0,0,0,3540,0.136,5.6,21482,2015 Q3
206967.25,0,3,4,9,57,114,26,4,0.018885861585067804,88276.5,66.9,11736.5,7.6,14337.5,9.85,4512,2.7,7269,4.95,0,0,0,3987,0.24064516129032257,5.65,21482,2015 Q4
207125.25,0,3,2,10,43,97,21,0,0.01562917171484665,88525,68.2,11299.5,7.6,12986,9.55,5013,3,8060.5,5.449999999999999,0,0,0,3209,0.362258064516129,5.2,21588,2016 Q1
207383,0,3,2,10,43,97,21,0,0.01562917171484665,88525,68.2,11299.5,7.6,12986,9.55,5013,3,8060.5,5.449999999999999,0,0,0,3634,0.37766666666666665,5.3,21588,2016 Q2
210364.75,0,3,2,10,43,97,21,0,0.01562917171484665,88525,68.2,11299.5,7.6,12986,9.55,5013,3,8060.5,5.449999999999999,0,0,0,3627,0.39633333333333337,5.050000000000001,21588,2016 Q3
212592,0,3,2,10,43,97,21,0,0.01562917171484665,88525,68.2,11299.5,7.6,12986,9.55,5013,3,8060.5,5.449999999999999,0,0,0,3912,0.54,4.8,21588,2016 Q4
216078,0,4,8,4,60,84,22,2,0.016362075914185654,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,0,0,0,3337,0.7861290322580645,4.65,21805,2017 Q1
219780,0,4,8,4,60,84,22,2,0.016362075914185654,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,0,0,0,3674,1.04,4.65,21805,2017 Q2
224234.75,0,4,8,4,60,84,22,2,0.016362075914185654,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,0,0,0,3712,1.1533333333333333,4.1,21805,2017 Q3
228355.75,0,4,8,4,60,84,22,2,0.016362075914185654,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,0,0,0,4160,1.3016129032258064,3.8,21805,2017 Q4
231920.75,1,2,4,26,52,85,24,3,0.01720543819835124,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,0,0,0,3479,1.5061290322580645,3.9,21627,2018 Q1
235175,1,2,4,26,52,85,24,3,0.01720543819835124,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,2,0,0,3816,1.8196666666666665,4.1,21627,2018 Q2
235981.5,1,2,4,26,52,85,24,3,0.01720543819835124,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,0,0,0,3786,1.9546666666666666,3.5,21627,2018 Q3
240029.75,1,2,4,26,52,85,24,3,0.01720543819835124,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,0,0,0,4319,2.274193548387097,3.7,21627,2018 Q4
242901,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,0,0,0,3586,2.4051612903225807,3.95,21547,2019 Q1
