house_price,crime_murder,crime_rape,crime_robbery,crime_assault,crime_burglary,crime_larceny,crime_vehicle,crime_arson,crime_index,property_house,property_house_per,property_townhouse,property_townhouse_per,property_low_rise,property_low_rise_per,property_mid_rise,property_mid_rise_per,property_high_rise,property_high_rise_per,quakes_minor,quakes_moderate,quakes_severe,income,interest,unemployment_rate,population,date
133696.75,2,16,24,120,305,567,88,15,0.05639836059866847,23766,67.1,1491,4.2,1586,4.5,246,0.7,708,2,10,0,0,2855,0.07161290322580646,10.9,64665,2011 Q4
135163.75,2,21,29,134,336,570,93,18,0.06321901598393914,23242,65.9,619,1.8,1636,4.7,278,0.8,306,0.9,10,4,2,2838,0.1267741935483871,11.3,64665,2012 Q1
137161.75,2,21,29,134,336,570,93,18,0.06321901598393914,23242,65.9,619,1.8,1636,4.7,278,0.8,306,0.9,10,0,0,2882,0.16166666666666668,10.2,64665,2012 Q2
142610.25,2,21,29,134,336,570,93,18,0.06321901598393914,23242,65.9,619,1.8,1636,4.7,278,0.8,306,0.9,6,4,0,2735,0.14433333333333334,9.1,64665,2012 Q3
147697.5,2,21,29,134,336,570,93,18,0.06321901598393914,23242,65.9,619,1.8,1636,4.7,278,0.8,306,0.9,8,0,0,2871,0.16451612903225807,9.4,64665,2012 Q4
153531,2,15,22,100,369,484,109,13,0.057850481591741984,23422,66.1,1540,4.3,1095,3.1,0,0,581,1.6,16,0,0,2995,0.1435483870967742,9.3,64665,2013 Q1
161207.5,2,15,22,100,369,484,109,13,0.057850481591741984,23422,66.1,1540,4.3,1095,3.1,0,0,581,1.6,4,2,0,2806,0.09366666666666666,9.1,64665,2013 Q2
166199.75,2,15,22,100,369,484,109,13,0.057850481591741984,23422,66.1,1540,4.3,1095,3.1,0,0,581,1.6,6,6,0,2770,0.08,8,64665,2013 Q3
169804.75,2,15,22,100,369,484,109,13,0.057850481591741984,23422,66.1,1540,4.3,1095,3.1,0,0,581,1.6,14,0,0,2910,0.08516129032258064,7.9,64665,2013 Q4
172395.75,2,15,20,77,351,573,92,8,0.06303437630559937,23982,67.3,975,2.7,1578,4.4,323,0.9,149,0.4,12,2,0,2987,0.07806451612903226,8.2,64665,2014 Q1
174242.5,2,15,20,77,351,573,92,8,0.06303437630559937,23982,67.3,975,2.7,1578,4.4,323,0.9,149,0.4,6,2,0,2863,0.09566666666666666,7.4,64665,2014 Q2
174259.25,2,15,20,77,351,573,92,8,0.06303437630559937,23982,67.3,975,2.7,1578,4.4,323,0.9,149,0.4,8,0,0,2826,0.08833333333333333,6.5,64665,2014 Q3
176604.25,2,15,20,77,351,573,92,8,0.06303437630559937,23982,67.3,975,2.7,1578,4.4,323,0.9,149,0.4,8,0,0,2966,0.12258064516129032,6.6,64665,2014 Q4
179116,5,9,36,96,262,481,109,6,0.052218428814625115,24216,67.8,1064,3,1552,4.3,129,0.4,824,2.3,2,0,0,3087,0.11290322580645161,6.5,64591,2015 Q1
180071.25,5,9,36,96,262,481,109,6,0.052218428814625115,24216,67.8,1064,3,1552,4.3,129,0.4,824,2.3,16,6,0,2893,0.129,6.2,64591,2015 Q2
179482,5,9,36,96,262,481,109,6,0.052218428814625115,24216,67.8,1064,3,1552,4.3,129,0.4,824,2.3,16,4,0,2894,0.136,5.6,64591,2015 Q3
181870.75,5,9,36,96,262,481,109,6,0.052218428814625115,24216,67.8,1064,3,1552,4.3,129,0.4,824,2.3,8,0,0,3190,0.24064516129032257,5.65,64591,2015 Q4
184572.75,1,22,51,122,287,478,118,10,0.05349492034920558,24781,69.5,1452,4.1,1266,3.6,349,1,454,1.3,10,2,0,3041,0.362258064516129,5.2,64116,2016 Q1
188237.25,1,22,51,122,287,478,118,10,0.05349492034920558,24781,69.5,1452,4.1,1266,3.6,349,1,454,1.3,8,2,0,2987,0.37766666666666665,5.3,64116,2016 Q2
198789.75,1,22,51,122,287,478,118,10,0.05349492034920558,24781,69.5,1452,4.1,1266,3.6,349,1,454,1.3,12,0,2,3075,0.39633333333333337,5.050000000000001,64116,2016 Q3
203556.75,1,22,51,122,287,478,118,10,0.05349492034920558,24781,69.5,1452,4.1,1266,3.6,349,1,454,1.3,10,2,0,3153,0.54,4.8,64116,2016 Q4
210365.25,1,20,43,108,272,433,158,17,0.05374168798488934,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,6,0,2,3188,0.7861290322580645,4.65,64246,2017 Q1
215787.5,1,20,43,108,272,433,158,17,0.05374168798488934,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,10,2,0,3083,1.04,4.65,64246,2017 Q2
218491.5,1,20,43,108,272,433,158,17,0.05374168798488934,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,6,0,0,3082,1.1533333333333333,4.1,64246,2017 Q3
224177,1,20,43,108,272,433,158,17,0.05374168798488934,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,6,0,0,3295,1.3016129032258064,3.8,64246,2017 Q4
227923.25,4,17,26,89,236,334,111,7,0.04165468057928242,23824,68.6,832,2.3,861,2.5,788,2.3,881,2.5,8,0,2,3460,1.5061290322580645,3.9,64382,2018 Q1
225605.25,4,17,26,89,236,334,111,7,0.04165468057928242,23824,68.6,832,2.3,861,2.5,788,2.3,881,2.5,8,2,0,3215,1.8196666666666665,4.1,64382,2018 Q2
228719.5,4,17,26,89,236,334,111,7,0.04165468057928242,23824,68.6,832,2.3,861,2.5,788,2.3,881,2.5,8,0,0,3205,1.9546666666666666,3.5,64382,2018 Q3
229713.5,4,17,26,89,236,334,111,7,0.04165468057928242,23824,68.6,832,2.3,861,2.5,788,2.3,881,2.5,6,0,0,3402,2.274193548387097,3.7,64382,2018 Q4
229004.75,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,23824,68.6,832,2.3,861,2.5,788,2.3,881,2.5,4,0,0,3354,2.4051612903225807,3.95,64386,2019 Q1
237315.25,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,23824,68.6,832,2.3,861,2.5,788,2.3,881,2.5,4,0,0,3322,2.377666666666667,3.75,64386,2019 Q2
241915.75,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,23824,68.6,832,2.3,861,2.5,788,2.3,881,2.5,6,2,0,3352,2.043,3.2,64386,2019 Q3
117471,0,4,8,69,108,194,11,2,0.021698424936667033,89240,67.1,10929,7.5,13204.5,9.75,4438.5,3,8138,5.35,1,2,0,3606,0.13870967741935483,12.3,34895,2011 Q1
118905,0,4,8,69,108,194,11,2,0.021698424936667033,89240,67.1,10929,7.5,13204.5,9.75,4438.5,3,8138,5.35,0,0,0,3879,0.092,11.4,34895,2011 Q2
120439,0,4,8,69,108,194,11,2,0.021698424936667033,89240,67.1,10929,7.5,13204.5,9.75,4438.5,3,8138,5.35,0,0,0,3925,0.084,10.8,34895,2011 Q3
121125,0,4,8,69,108,194,11,2,0.021698424936667033,89240,67.1,10929,7.5,13204.5,9.75,4438.5,3,8138,5.35,0,0,0,4054,0.07161290322580646,10.9,34895,2011 Q4
122664,1,5,9,81,104,203,13,4,0.023306627822286964,86805,67.35,11604,7.8,13111.5,9.75,4746.5,3.3499999999999996,8217.5,5.300000000000001,0,0,0,3863,0.1267741935483871,11.3,34895,2012 Q1
124524,1,5,9,81,104,203,13,4,0.023306627822286964,86805,67.35,11604,7.8,13111.5,9.75,4746.5,3.3499999999999996,8217.5,5.300000000000001,0,0,0,3957,0.16166666666666668,10.2,34895,2012 Q2
127909,1,5,9,81,104,203,13,4,0.023306627822286964,86805,67.35,11604,7.8,13111.5,9.75,4746.5,3.3499999999999996,8217.5,5.300000000000001,1,0,0,3979,0.14433333333333334,9.1,34895,2012 Q3
133389,1,5,9,81,104,203,13,4,0.023306627822286964,86805,67.35,11604,7.8,13111.5,9.75,4746.5,3.3499999999999996,8217.5,5.300000000000001,0,0,0,4189,0.16451612903225807,9.4,34895,2012 Q4
139191,2,3,11,67,148,215,21,6,0.028703134603564842,90346.5,67.6,12341,7.5,13185,9.7,4238,3.05,7233,5.1,0,0,0,3768,0.1435483870967742,9.3,34895,2013 Q1
147203,2,3,11,67,148,215,21,6,0.028703134603564842,90346.5,67.6,12341,7.5,13185,9.7,4238,3.05,7233,5.1,0,0,0,4036,0.09366666666666666,9.1,34895,2013 Q2
153581,2,3,11,67,148,215,21,6,0.028703134603564842,90346.5,67.6,12341,7.5,13185,9.7,4238,3.05,7233,5.1,1,0,0,4067,0.08,8,34895,2013 Q3
157256,2,3,11,67,148,215,21,6,0.028703134603564842,90346.5,67.6,12341,7.5,13185,9.7,4238,3.05,7233,5.1,0,0,0,4237,0.08516129032258064,7.9,34895,2013 Q4
160511,1,4,9,93,96,201,18,2,0.028043593833067516,88329,67,10742.5,6.95,13608.5,9.9,4327.5,3,8232.5,4.7,0,0,0,4015,0.07806451612903226,8.2,34895,2014 Q1
160313,1,4,9,93,96,201,18,2,0.028043593833067516,88329,67,10742.5,6.95,13608.5,9.9,4327.5,3,8232.5,4.7,0,0,0,4141,0.09566666666666666,7.4,34895,2014 Q2
161809,1,4,9,93,96,201,18,2,0.028043593833067516,88329,67,10742.5,6.95,13608.5,9.9,4327.5,3,8232.5,4.7,1,0,0,4382,0.08833333333333333,6.5,34895,2014 Q3
163266,1,4,9,93,96,201,18,2,0.028043593833067516,88329,67,10742.5,6.95,13608.5,9.9,4327.5,3,8232.5,4.7,0,0,0,4351,0.12258064516129032,6.6,34895,2014 Q4
164257,0,7,10,156,82,259,19,6,0.03542705217680293,88276.5,66.9,11736.5,7.6,14337.5,9.85,4512,2.7,7269,4.95,0,0,0,3930,0.11290322580645161,6.5,31345,2015 Q1
166618,0,7,10,156,82,259,19,6,0.03542705217680293,88276.5,66.9,11736.5,7.6,14337.5,9.85,4512,2.7,7269,4.95,0,0,0,4159,0.129,6.2,31345,2015 Q2
167176,0,7,10,156,82,259,19,6,0.03542705217680293,88276.5,66.9,11736.5,7.6,14337.5,9.85,4512,2.7,7269,4.95,0,0,0,4432,0.136,5.6,31345,2015 Q3
168541,0,7,10,156,82,259,19,6,0.03542705217680293,88276.5,66.9,11736.5,7.6,14337.5,9.85,4512,2.7,7269,4.95,0,0,0,4539,0.24064516129032257,5.65,31345,2015 Q4
170565,0,9,11,161,68,193,21,4,0.03128801189349912,88525,68.2,11299.5,7.6,12986,9.55,5013,3,8060.5,5.449999999999999,0,0,0,4088,0.362258064516129,5.2,30870,2016 Q1
171063,0,9,11,161,68,193,21,4,0.03128801189349912,88525,68.2,11299.5,7.6,12986,9.55,5013,3,8060.5,5.449999999999999,1,0,0,4396,0.37766666666666665,5.3,30870,2016 Q2
172700,0,9,11,161,68,193,21,4,0.03128801189349912,88525,68.2,11299.5,7.6,12986,9.55,5013,3,8060.5,5.449999999999999,2,3,1,4576,0.39633333333333337,5.050000000000001,30870,2016 Q3
174354,0,9,11,161,68,193,21,4,0.03128801189349912,88525,68.2,11299.5,7.6,12986,9.55,5013,3,8060.5,5.449999999999999,1,0,0,4659,0.54,4.8,30870,2016 Q4
175039,0,9,11,189,102,197,15,7,0.03628416816983488,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,2,0,0,4408,0.7861290322580645,4.65,31163,2017 Q1
176062,0,9,11,189,102,197,15,7,0.03628416816983488,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,0,0,0,4667,1.04,4.65,31163,2017 Q2
177309,0,9,11,189,102,197,15,7,0.03628416816983488,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,1,0,0,4790,1.1533333333333333,4.1,31163,2017 Q3
178705,0,9,11,189,102,197,15,7,0.03628416816983488,89643,67.8,11328,7.2,12869,10.1,5371,3.4,8614,5.5,2,0,0,4982,1.3016129032258064,3.8,31163,2017 Q4
179399,0,8,11,178,84,177,13,3,0.031364453619231535,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,0,0,0,4546,1.5061290322580645,3.9,30802,2018 Q1
177910,0,8,11,178,84,177,13,3,0.031364453619231535,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,0,0,0,4729,1.8196666666666665,4.1,30802,2018 Q2
178110,0,8,11,178,84,177,13,3,0.031364453619231535,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,0,0,0,5047,1.9546666666666666,3.5,30802,2018 Q3
177652,0,8,11,178,84,177,13,3,0.031364453619231535,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,1,0,0,5094,2.274193548387097,3.7,30802,2018 Q4
178882,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,0,0,0,4593,2.4051612903225807,3.95,30573,2019 Q1
179440,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,1,0,0,4861,2.377666666666667,3.75,30573,2019 Q2
179606,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,90465,67.1,12335,6.5,12911.5,9.4,5328.5,3,8724.5,5.35,0,0,0,4883,2.043,3.2,30573,2019 Q3
379023.5625,6,41,133,296,990,2743,396,36,0.026895049207422434,1703980,49.4,306751,8.9,471111,13.7,266186,7.7,642912,18.6,0,88,0,4337,0.13870967741935483,11,9818605,2011 Q1
374851.1875,6,41,133,296,990,2743,396,36,0.026895049207422434,1703980,49.4,306751,8.9,471111,13.7,266186,7.7,642912,18.6,176,88,0,4143,0.092,11.4,9818605,2011 Q2
368764.5,6,41,133,296,990,2743,396,36,0.026895049207422434,1703980,49.4,306751,8.9,471111,13.7,266186,7.7,642912,18.6,264,264,88,4239,0.084,11.4,9818605,2011 Q3
365317,6,41,133,296,990,2743,396,36,0.026895049207422434,1703980,49.4,306751,8.9,471111,13.7,266186,7.7,642912,18.6,264,0,0,4428,0.07161290322580646,10.6,9818605,2011 Q4
368358,3,55,149,439,1063,3133,410,37,0.029488419877483546,1700617,49.4,304966,8.8,470414,13.7,269608,7.8,644940,18.7,264,0,0,4541,0.1267741935483871,10.3,9818605,2012 Q1
374575.5,3,55,149,439,1063,3133,410,37,0.029488419877483546,1700617,49.4,304966,8.8,470414,13.7,269608,7.8,644940,18.7,176,0,0,4205,0.16166666666666668,10.2,9818605,2012 Q2
388896,3,55,149,439,1063,3133,410,37,0.029488419877483546,1700617,49.4,304966,8.8,470414,13.7,269608,7.8,644940,18.7,88,264,0,4202,0.14433333333333334,9.6,9818605,2012 Q3
407530,3,55,149,439,1063,3133,410,37,0.029488419877483546,1700617,49.4,304966,8.8,470414,13.7,269608,7.8,644940,18.7,264,176,0,4709,0.16451612903225807,9.3,9818605,2012 Q4
431669.5,6,63,162,466,1158,3175,502,48,0.02961970041325043,1716977,49.6,303779,8.8,472318,13.7,266919,7.7,648710,18.7,176,0,0,4498,0.1435483870967742,9,9818605,2013 Q1
459275,6,63,162,466,1158,3175,502,48,0.02961970041325043,1716977,49.6,303779,8.8,472318,13.7,266919,7.7,648710,18.7,352,176,0,4242,0.09366666666666666,9.3,9818605,2013 Q2
470223,6,63,162,466,1158,3175,502,48,0.02961970041325043,1716977,49.6,303779,8.8,472318,13.7,266919,7.7,648710,18.7,528,176,0,4250,0.08,8.7,9818605,2013 Q3
472914,6,63,162,466,1158,3175,502,48,0.02961970041325043,1716977,49.6,303779,8.8,472318,13.7,266919,7.7,648710,18.7,264,0,0,4661,0.08516129032258064,7.9,9818605,2013 Q4
471104,5,69,181,482,1021,3242,528,35,0.02816285661941046,1721143,49.4,330356,9.5,460399,13.3,269349,7.7,643451,18.5,616,176,176,4667,0.07806451612903226,7.9,9818605,2014 Q1
474632,5,69,181,482,1021,3242,528,35,0.02816285661941046,1721143,49.4,330356,9.5,460399,13.3,269349,7.7,643451,18.5,88,88,88,4352,0.09566666666666666,7.6,9818605,2014 Q2
479655,5,69,181,482,1021,3242,528,35,0.02816285661941046,1721143,49.4,330356,9.5,460399,13.3,269349,7.7,643451,18.5,176,88,0,4372,0.08833333333333333,7.4,9818605,2014 Q3
491089,5,69,181,482,1021,3242,528,35,0.02816285661941046,1721143,49.4,330356,9.5,460399,13.3,269349,7.7,643451,18.5,0,88,0,4834,0.12258064516129032,6.6,9818605,2014 Q4
494700,4,57,132,420,879,3672,532,33,0.029246855584179422,1717380,49,317919,9,475690,13.6,276569,7.9,655979,18.7,88,88,88,4764,0.11290322580645161,6.4,10170292,2015 Q1
497836,4,57,132,420,879,3672,532,33,0.029246855584179422,1717380,49,317919,9,475690,13.6,276569,7.9,655979,18.7,352,440,0,4491,0.129,6.2,10170292,2015 Q2
511275,4,57,132,420,879,3672,532,33,0.029246855584179422,1717380,49,317919,9,475690,13.6,276569,7.9,655979,18.7,352,0,0,4555,0.136,5.7,10170292,2015 Q3
521120,4,57,132,420,879,3672,532,33,0.029246855584179422,1717380,49,317919,9,475690,13.6,276569,7.9,655979,18.7,264,176,0,5133,0.24064516129032257,5,10170292,2015 Q4
535211,4,66,136.5,427.5,720,3447,603,34,0.027811743070244584,1701666,48.3,306940,8.7,494330,14,272685,7.7,688917,19.6,352,0,0,4828,0.362258064516129,5.1,10137915,2016 Q1
544402,4,66,136.5,427.5,720,3447,603,34,0.027811743070244584,1701666,48.3,306940,8.7,494330,14,272685,7.7,688917,19.6,440,88,0,4601,0.37766666666666665,5.2,10137915,2016 Q2
556291,4,66,136.5,427.5,720,3447,603,34,0.027811743070244584,1701666,48.3,306940,8.7,494330,14,272685,7.7,688917,19.6,352,0,0,4801,0.39633333333333337,5.3,10137915,2016 Q3
570010,4,66,136.5,427.5,720,3447,603,34,0.027811743070244584,1701666,48.3,306940,8.7,494330,14,272685,7.7,688917,19.6,176,0,0,5076,0.54,4.6,10137915,2016 Q4
582186,6,70,153,453,822,3464,672,47,0.026497102382485514,1721253,48.6,327399,9.3,469656,13.3,267985,7.6,694975,19.6,264,0,0,5157,0.7861290322580645,4.5,10163507,2017 Q1
594642,6,70,153,453,822,3464,672,47,0.026497102382485514,1721253,48.6,327399,9.3,469656,13.3,267985,7.6,694975,19.6,0,0,0,4770,1.04,4.7,10163507,2017 Q2
604801,6,70,153,453,822,3464,672,47,0.026497102382485514,1721253,48.6,327399,9.3,469656,13.3,267985,7.6,694975,19.6,88,176,0,4817,1.1533333333333333,4.7,10163507,2017 Q3
616219,6,70,153,453,822,3464,672,47,0.026497102382485514,1721253,48.6,327399,9.3,469656,13.3,267985,7.6,694975,19.6,176,176,0,5329,1.3016129032258064,4.2,10163507,2017 Q4
623194,4,68,146,484,665,3246,582,48,0.023609435864987247,1705862,47.9,324041,9.1,498119,14,276639,7.8,697317,19.6,88,0,0,5352,1.5061290322580645,4.3,10105518,2018 Q1
623705,4,68,146,484,665,3246,582,48,0.023609435864987247,1705862,47.9,324041,9.1,498119,14,276639,7.8,697317,19.6,264,264,0,4960,1.8196666666666665,4.6,10105518,2018 Q2
623465,4,68,146,484,665,3246,582,48,0.023609435864987247,1705862,47.9,324041,9.1,498119,14,276639,7.8,697317,19.6,88,88,88,4942,1.9546666666666666,4.5,10105518,2018 Q3
616022,4,68,146,484,665,3246,582,48,0.023609435864987247,1705862,47.9,324041,9.1,498119,14,276639,7.8,697317,19.6,176,0,0,5458,2.274193548387097,4.3,10105518,2018 Q4
621583,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,1705862,47.9,324041,9.1,498119,14,276639,7.8,697317,19.6,968,176,0,5397,2.4051612903225807,4.3,10039107,2019 Q1
623404,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,1705862,47.9,324041,9.1,498119,14,276639,7.8,697317,19.6,440,176,176,5148,2.377666666666667,4.3,10039107,2019 Q2
629137,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,1705862,47.9,324041,9.1,498119,14,276639,7.8,697317,19.6,176,0,0,5116,2.043,4.2,10039107,2019 Q3
134161.6666666667,1,17,119,351,792,761,342,11,0.02899367582656487,40244,81.9,1811,3.7,2154,4.4,161,0.3,734,1.5,0,0,0,3177,0.13870967741935483,15.9,150865,2011 Q1
133006.3333333333,1,17,119,351,792,761,342,11,0.02899367582656487,40244,81.9,1811,3.7,2154,4.4,161,0.3,734,1.5,0,0,0,3477,0.092,14.4,150865,2011 Q2
132753.6666666667,1,17,119,351,792,761,342,11,0.02899367582656487,40244,81.9,1811,3.7,2154,4.4,161,0.3,734,1.5,0,2,0,3384,0.084,12.3,150865,2011 Q3
133057,1,17,119,351,792,761,342,11,0.02899367582656487,40244,81.9,1811,3.7,2154,4.4,161,0.3,734,1.5,0,0,0,3645,0.07161290322580646,13.4,150865,2011 Q4
134112.6666666667,2,21,120,438,860,830,377,3,0.03121071391903242,39971,80.9,1382,2.8,3659,7.4,199,0.4,1198,2.4,0,0,0,3311,0.1267741935483871,14.5,150865,2012 Q1
137414.1666666667,2,21,120,438,860,830,377,3,0.03121071391903242,39971,80.9,1382,2.8,3659,7.4,199,0.4,1198,2.4,0,0,0,3508,0.16166666666666668,12.9,150865,2012 Q2
140959.6666666667,2,21,120,438,860,830,377,3,0.03121071391903242,39971,80.9,1382,2.8,3659,7.4,199,0.4,1198,2.4,4,0,0,3371,0.14433333333333334,10.3,150865,2012 Q3
147185.8333333333,2,21,120,438,860,830,377,3,0.03121071391903242,39971,80.9,1382,2.8,3659,7.4,199,0.4,1198,2.4,2,0,0,3697,0.16451612903225807,11.9,150865,2012 Q4
154038,7,31,114,497,785,1223,299,7,0.034298304302837215,39530,79.8,1746,3.5,4696,9.4,229,0.5,673,1.4,2,0,0,3372,0.1435483870967742,12.5,150865,2013 Q1
163126.1666666667,7,31,114,497,785,1223,299,7,0.034298304302837215,39530,79.8,1746,3.5,4696,9.4,229,0.5,673,1.4,0,0,0,3632,0.09366666666666666,10.8,150865,2013 Q2
171029,7,31,114,497,785,1223,299,7,0.034298304302837215,39530,79.8,1746,3.5,4696,9.4,229,0.5,673,1.4,0,0,0,3432,0.08,9.2,150865,2013 Q3
177942.3333333333,7,31,114,497,785,1223,299,7,0.034298304302837215,39530,79.8,1746,3.5,4696,9.4,229,0.5,673,1.4,2,0,0,3749,0.08516129032258064,10.5,150865,2013 Q4
184763.8333333333,6,16,81,401,611,1167,240,17,0.02886968739245081,39786,79.7,1894,3.7,3069,6.2,314,0.6,834,1.7,6,0,0,3447,0.07806451612903226,11.4,150865,2014 Q1
183251.8333333333,6,16,81,401,611,1167,240,17,0.02886968739245081,39786,79.7,1894,3.7,3069,6.2,314,0.6,834,1.7,4,0,0,3664,0.09566666666666666,9.3,150865,2014 Q2
188542.6666666667,6,16,81,401,611,1167,240,17,0.02886968739245081,39786,79.7,1894,3.7,3069,6.2,314,0.6,834,1.7,0,0,0,3601,0.08833333333333333,7.8,150865,2014 Q3
186820,6,16,81,401,611,1167,240,17,0.02886968739245081,39786,79.7,1894,3.7,3069,6.2,314,0.6,834,1.7,2,0,0,3936,0.12258064516129032,10.2,150865,2014 Q4
189744.8333333333,3,20,98,403,553,1332,366,11,0.029112107049048357,39551,78.9,2272,4.5,4198,8.3,348,0.7,732,1.5,4,0,0,3653,0.11290322580645161,10.7,154998,2015 Q1
194028.3333333333,3,20,98,403,553,1332,366,11,0.029112107049048357,39551,78.9,2272,4.5,4198,8.3,348,0.7,732,1.5,2,0,0,3803,0.129,8.9,154998,2015 Q2
192531,3,20,98,403,553,1332,366,11,0.029112107049048357,39551,78.9,2272,4.5,4198,8.3,348,0.7,732,1.5,6,0,0,3700,0.136,7.2,154998,2015 Q3
200874.8333333333,3,20,98,403,553,1332,366,11,0.029112107049048357,39551,78.9,2272,4.5,4198,8.3,348,0.7,732,1.5,4,0,0,4122,0.24064516129032257,8.9,154998,2015 Q4
200456.6666666667,3,23,105,459,458,1543,385,15,0.03480615230695297,39106,77.9,2235,4.4,3032,6,337,0.7,1583,3.2,2,0,0,3741,0.362258064516129,12,154697,2016 Q1
207087.5,3,23,105,459,458,1543,385,15,0.03480615230695297,39106,77.9,2235,4.4,3032,6,337,0.7,1583,3.2,0,0,0,3872,0.37766666666666665,9.4,154697,2016 Q2
211404.5,3,23,105,459,458,1543,385,15,0.03480615230695297,39106,77.9,2235,4.4,3032,6,337,0.7,1583,3.2,12,4,0,3985,0.39633333333333337,7.3,154697,2016 Q3
213474.1666666667,3,23,105,459,458,1543,385,15,0.03480615230695297,39106,77.9,2235,4.4,3032,6,337,0.7,1583,3.2,4,0,0,4056,0.54,10.8,154697,2016 Q4
221198.6666666667,4,33,118,285,486,1175,494,22,0.030183621983985706,41008,81.1,1606,3.1,3057,6,1027,2,399,0.8,0,0,0,3911,0.7861290322580645,10.9,156890,2017 Q1
223422.1666666667,4,33,118,285,486,1175,494,22,0.030183621983985706,41008,81.1,1606,3.1,3057,6,1027,2,399,0.8,2,0,0,3989,1.04,8.5,156890,2017 Q2
231427.5,4,33,118,285,486,1175,494,22,0.030183621983985706,41008,81.1,1606,3.1,3057,6,1027,2,399,0.8,0,0,0,4016,1.1533333333333333,6.2,156890,2017 Q3
237104.8333333333,4,33,118,285,486,1175,494,22,0.030183621983985706,41008,81.1,1606,3.1,3057,6,1027,2,399,0.8,2,0,0,4151,1.3016129032258064,9,156890,2017 Q4
241366.1666666667,9,38,96,298,322,1042,275,20,0.022229259674289112,41432,81.3,1449,2.8,3851,7.6,779,1.5,981,1.9,0,0,0,4055,1.5061290322580645,9.9,157672,2018 Q1
242738.5,9,38,96,298,322,1042,275,20,0.022229259674289112,41432,81.3,1449,2.8,3851,7.6,779,1.5,981,1.9,2,0,0,4067,1.8196666666666665,7.5,157672,2018 Q2
244406.3333333333,9,38,96,298,322,1042,275,20,0.022229259674289112,41432,81.3,1449,2.8,3851,7.6,779,1.5,981,1.9,0,0,0,4079,1.9546666666666666,5.4,157672,2018 Q3
245430.6666666667,9,38,96,298,322,1042,275,20,0.022229259674289112,41432,81.3,1449,2.8,3851,7.6,779,1.5,981,1.9,2,0,0,4282,2.274193548387097,8.5,157672,2018 Q4
249916.83333333334,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,41432,81.3,1449,2.8,3851,7.6,779,1.5,981,1.9,0,0,0,4120,2.4051612903225807,9.7,157327,2019 Q1
253561.83333333334,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,41432,81.3,1449,2.8,3851,7.6,779,1.5,981,1.9,0,0,0,4186,2.377666666666667,7.3,157327,2019 Q2
257404.66666666666,20,167,1356,1168,2277,17760,2016,125,0.027847184582618336,41432,81.3,1449,2.8,3851,7.6,779,1.5,981,1.9,0,0,0,4299,2.043,5.7,157327,2019 Q3
845677,6,41,133,296,990,2743,396,36,0.026895049207422434,69852,62.6,11285,10.1,9758,8.7,7840,7,9998,9,0,0,0,4803,0.13870967741935483,7.6,252409,2011 Q1
851981,6,41,133,296,990,2743,396,36,0.026895049207422434,69852,62.6,11285,10.1,9758,8.7,7840,7,9998,9,0,0,0,4881,0.092,7.6,252409,2011 Q2
838143,6,41,133,296,990,2743,396,36,0.026895049207422434,69852,62.6,11285,10.1,9758,8.7,7840,7,9998,9,0,0,0,4770,0.084,7.3,252409,2011 Q3
812964,6,41,133,296,990,2743,396,36,0.026895049207422434,69852,62.6,11285,10.1,9758,8.7,7840,7,9998,9,0,0,0,5209,0.07161290322580646,6.6,252409,2011 Q4
843446,3,55,149,439,1063,3133,410,37,0.029488419877483546,67245,60.5,14452,13.1,12271,11,5193,4.7,9659,8.7,0,0,0,4987,0.1267741935483871,6.8,252409,2012 Q1
860162,3,55,149,439,1063,3133,410,37,0.029488419877483546,67245,60.5,14452,13.1,12271,11,5193,4.7,9659,8.7,0,0,0,4989,0.16166666666666668,6.7,252409,2012 Q2
