EarnS,time,state,county,year,quarter,county_name
3139,2001-Q1,06,061,2001,1,Placer County
3211,2001-Q2,06,061,2001,2,Placer County
3225,2001-Q3,06,061,2001,3,Placer County
3279,2001-Q4,06,061,2001,4,Placer County
3213,2002-Q1,06,061,2002,1,Placer County
3366,2002-Q2,06,061,2002,2,Placer County
3286,2002-Q3,06,061,2002,3,Placer County
3379,2002-Q4,06,061,2002,4,Placer County
3331,2003-Q1,06,061,2003,1,Placer County
3460,2003-Q2,06,061,2003,2,Placer County
3390,2003-Q3,06,061,2003,3,Placer County
3502,2003-Q4,06,061,2003,4,Placer County
3367,2004-Q1,06,061,2004,1,Placer County
3471,2004-Q2,06,061,2004,2,Placer County
3454,2004-Q3,06,061,2004,3,Placer County
3697,2004-Q4,06,061,2004,4,Placer County
3485,2005-Q1,06,061,2005,1,Placer County
3636,2005-Q2,06,061,2005,2,Placer County
3782,2005-Q3,06,061,2005,3,Placer County
3855,2005-Q4,06,061,2005,4,Placer County
3738,2006-Q1,06,061,2006,1,Placer County
3691,2006-Q2,06,061,2006,2,Placer County
3712,2006-Q3,06,061,2006,3,Placer County
4021,2006-Q4,06,061,2006,4,Placer County
3900,2007-Q1,06,061,2007,1,Placer County
3880,2007-Q2,06,061,2007,2,Placer County
3821,2007-Q3,06,061,2007,3,Placer County
4075,2007-Q4,06,061,2007,4,Placer County
3904,2008-Q1,06,061,2008,1,Placer County
3849,2008-Q2,06,061,2008,2,Placer County
3837,2008-Q3,06,061,2008,3,Placer County
4126,2008-Q4,06,061,2008,4,Placer County
3803,2009-Q1,06,061,2009,1,Placer County
3769,2009-Q2,06,061,2009,2,Placer County
3801,2009-Q3,06,061,2009,3,Placer County
4209,2009-Q4,06,061,2009,4,Placer County
3810,2010-Q1,06,061,2010,1,Placer County
3851,2010-Q2,06,061,2010,2,Placer County
3882,2010-Q3,06,061,2010,3,Placer County
4351,2010-Q4,06,061,2010,4,Placer County
3946,2011-Q1,06,061,2011,1,Placer County
3957,2011-Q2,06,061,2011,2,Placer County
4099,2011-Q3,06,061,2011,3,Placer County
4219,2011-Q4,06,061,2011,4,Placer County
4218,2012-Q1,06,061,2012,1,Placer County
4142,2012-Q2,06,061,2012,2,Placer County
4144,2012-Q3,06,061,2012,3,Placer County
4488,2012-Q4,06,061,2012,4,Placer County
4262,2013-Q1,06,061,2013,1,Placer County
4131,2013-Q2,06,061,2013,2,Placer County
4125,2013-Q3,06,061,2013,3,Placer County
4411,2013-Q4,06,061,2013,4,Placer County
4335,2014-Q1,06,061,2014,1,Placer County
4213,2014-Q2,06,061,2014,2,Placer County
4289,2014-Q3,06,061,2014,3,Placer County
4628,2014-Q4,06,061,2014,4,Placer County
4497,2015-Q1,06,061,2015,1,Placer County
4430,2015-Q2,06,061,2015,2,Placer County
4490,2015-Q3,06,061,2015,3,Placer County
4910,2015-Q4,06,061,2015,4,Placer County
4516,2016-Q1,06,061,2016,1,Placer County
4573,2016-Q2,06,061,2016,2,Placer County
4761,2016-Q3,06,061,2016,3,Placer County
4825,2016-Q4,06,061,2016,4,Placer County
4798,2017-Q1,06,061,2017,1,Placer County
4693,2017-Q2,06,061,2017,2,Placer County
4703,2017-Q3,06,061,2017,3,Placer County
5007,2017-Q4,06,061,2017,4,Placer County
4954,2018-Q1,06,061,2018,1,Placer County
4830,2018-Q2,06,061,2018,2,Placer County
4857,2018-Q3,06,061,2018,3,Placer County
5164,2018-Q4,06,061,2018,4,Placer County
5042,2019-Q1,06,061,2019,1,Placer County
4983,2019-Q2,06,061,2019,2,Placer County
5068,2019-Q3,06,061,2019,3,Placer County
1705,1991-Q4,06,063,1991,4,Plumas County
1477,1992-Q1,06,063,1992,1,Plumas County
1685,1992-Q2,06,063,1992,2,Plumas County
1655,1992-Q3,06,063,1992,3,Plumas County
1764,1992-Q4,06,063,1992,4,Plumas County
1706,1993-Q1,06,063,1993,1,Plumas County
1668,1993-Q2,06,063,1993,2,Plumas County
1762,1993-Q3,06,063,1993,3,Plumas County
1861,1993-Q4,06,063,1993,4,Plumas County
1616,1994-Q1,06,063,1994,1,Plumas County
1693,1994-Q2,06,063,1994,2,Plumas County
1732,1994-Q3,06,063,1994,3,Plumas County
1902,1994-Q4,06,063,1994,4,Plumas County
1718,1995-Q1,06,063,1995,1,Plumas County
1840,1995-Q2,06,063,1995,2,Plumas County
1755,1995-Q3,06,063,1995,3,Plumas County
2011,1995-Q4,06,063,1995,4,Plumas County
1739,1996-Q1,06,063,1996,1,Plumas County
1885,1996-Q2,06,063,1996,2,Plumas County
1790,1996-Q3,06,063,1996,3,Plumas County
1977,1996-Q4,06,063,1996,4,Plumas County
1869,1997-Q1,06,063,1997,1,Plumas County
2060,1997-Q2,06,063,1997,2,Plumas County
1883,1997-Q3,06,063,1997,3,Plumas County
2148,1997-Q4,06,063,1997,4,Plumas County
1911,1998-Q1,06,063,1998,1,Plumas County
2056,1998-Q2,06,063,1998,2,Plumas County
1963,1998-Q3,06,063,1998,3,Plumas County
2177,1998-Q4,06,063,1998,4,Plumas County
1997,1999-Q1,06,063,1999,1,Plumas County
2132,1999-Q2,06,063,1999,2,Plumas County
4552,1999-Q3,06,063,1999,3,Plumas County
2304,1999-Q4,06,063,1999,4,Plumas County
2113,2000-Q1,06,063,2000,1,Plumas County
2275,2000-Q2,06,063,2000,2,Plumas County
2190,2000-Q3,06,063,2000,3,Plumas County
2373,2000-Q4,06,063,2000,4,Plumas County
2243,2001-Q1,06,063,2001,1,Plumas County
2403,2001-Q2,06,063,2001,2,Plumas County
2248,2001-Q3,06,063,2001,3,Plumas County
2426,2001-Q4,06,063,2001,4,Plumas County
2280,2002-Q1,06,063,2002,1,Plumas County
2432,2002-Q2,06,063,2002,2,Plumas County
2293,2002-Q3,06,063,2002,3,Plumas County
2511,2002-Q4,06,063,2002,4,Plumas County
2378,2003-Q1,06,063,2003,1,Plumas County
2504,2003-Q2,06,063,2003,2,Plumas County
2380,2003-Q3,06,063,2003,3,Plumas County
2643,2003-Q4,06,063,2003,4,Plumas County
2460,2004-Q1,06,063,2004,1,Plumas County
2571,2004-Q2,06,063,2004,2,Plumas County
2547,2004-Q3,06,063,2004,3,Plumas County
2743,2004-Q4,06,063,2004,4,Plumas County
2551,2005-Q1,06,063,2005,1,Plumas County
2638,2005-Q2,06,063,2005,2,Plumas County
2693,2005-Q3,06,063,2005,3,Plumas County
2746,2005-Q4,06,063,2005,4,Plumas County
2657,2006-Q1,06,063,2006,1,Plumas County
2720,2006-Q2,06,063,2006,2,Plumas County
2731,2006-Q3,06,063,2006,3,Plumas County
2875,2006-Q4,06,063,2006,4,Plumas County
2800,2007-Q1,06,063,2007,1,Plumas County
2865,2007-Q2,06,063,2007,2,Plumas County
2785,2007-Q3,06,063,2007,3,Plumas County
2975,2007-Q4,06,063,2007,4,Plumas County
2921,2008-Q1,06,063,2008,1,Plumas County
2916,2008-Q2,06,063,2008,2,Plumas County
2910,2008-Q3,06,063,2008,3,Plumas County
3029,2008-Q4,06,063,2008,4,Plumas County
2734,2009-Q1,06,063,2009,1,Plumas County
2829,2009-Q2,06,063,2009,2,Plumas County
2828,2009-Q3,06,063,2009,3,Plumas County
3059,2009-Q4,06,063,2009,4,Plumas County
2807,2010-Q1,06,063,2010,1,Plumas County
3012,2010-Q2,06,063,2010,2,Plumas County
2842,2010-Q3,06,063,2010,3,Plumas County
3095,2010-Q4,06,063,2010,4,Plumas County
2795,2011-Q1,06,063,2011,1,Plumas County
3024,2011-Q2,06,063,2011,2,Plumas County
2966,2011-Q3,06,063,2011,3,Plumas County
3180,2011-Q4,06,063,2011,4,Plumas County
2991,2012-Q1,06,063,2012,1,Plumas County
3128,2012-Q2,06,063,2012,2,Plumas County
3002,2012-Q3,06,063,2012,3,Plumas County
3215,2012-Q4,06,063,2012,4,Plumas County
2995,2013-Q1,06,063,2013,1,Plumas County
3139,2013-Q2,06,063,2013,2,Plumas County
2975,2013-Q3,06,063,2013,3,Plumas County
3329,2013-Q4,06,063,2013,4,Plumas County
3088,2014-Q1,06,063,2014,1,Plumas County
3237,2014-Q2,06,063,2014,2,Plumas County
3045,2014-Q3,06,063,2014,3,Plumas County
3372,2014-Q4,06,063,2014,4,Plumas County
3160,2015-Q1,06,063,2015,1,Plumas County
3267,2015-Q2,06,063,2015,2,Plumas County
3153,2015-Q3,06,063,2015,3,Plumas County
3443,2015-Q4,06,063,2015,4,Plumas County
3172,2016-Q1,06,063,2016,1,Plumas County
3341,2016-Q2,06,063,2016,2,Plumas County
3405,2016-Q3,06,063,2016,3,Plumas County
3523,2016-Q4,06,063,2016,4,Plumas County
3469,2017-Q1,06,063,2017,1,Plumas County
3529,2017-Q2,06,063,2017,2,Plumas County
3460,2017-Q3,06,063,2017,3,Plumas County
3759,2017-Q4,06,063,2017,4,Plumas County
3645,2018-Q1,06,063,2018,1,Plumas County
3741,2018-Q2,06,063,2018,2,Plumas County
3670,2018-Q3,06,063,2018,3,Plumas County
3953,2018-Q4,06,063,2018,4,Plumas County
3729,2019-Q1,06,063,2019,1,Plumas County
3963,2019-Q2,06,063,2019,2,Plumas County
3782,2019-Q3,06,063,2019,3,Plumas County
2246,1991-Q4,06,065,1991,4,Riverside County
2170,1992-Q1,06,065,1992,1,Riverside County
2056,1992-Q2,06,065,1992,2,Riverside County
1995,1992-Q3,06,065,1992,3,Riverside County
2203,1992-Q4,06,065,1992,4,Riverside County
2030,1993-Q1,06,065,1993,1,Riverside County
2097,1993-Q2,06,065,1993,2,Riverside County
2050,1993-Q3,06,065,1993,3,Riverside County
2220,1993-Q4,06,065,1993,4,Riverside County
2103,1994-Q1,06,065,1994,1,Riverside County
2119,1994-Q2,06,065,1994,2,Riverside County
2121,1994-Q3,06,065,1994,3,Riverside County
2160,1994-Q4,06,065,1994,4,Riverside County
2203,1995-Q1,06,065,1995,1,Riverside County
2159,1995-Q2,06,065,1995,2,Riverside County
2093,1995-Q3,06,065,1995,3,Riverside County
2236,1995-Q4,06,065,1995,4,Riverside County
2208,1996-Q1,06,065,1996,1,Riverside County
2222,1996-Q2,06,065,1996,2,Riverside County
2097,1996-Q3,06,065,1996,3,Riverside County
2243,1996-Q4,06,065,1996,4,Riverside County
2282,1997-Q1,06,065,1997,1,Riverside County
2272,1997-Q2,06,065,1997,2,Riverside County
2197,1997-Q3,06,065,1997,3,Riverside County
2387,1997-Q4,06,065,1997,4,Riverside County
2380,1998-Q1,06,065,1998,1,Riverside County
2460,1998-Q2,06,065,1998,2,Riverside County
2344,1998-Q3,06,065,1998,3,Riverside County
2579,1998-Q4,06,065,1998,4,Riverside County
2448,1999-Q1,06,065,1999,1,Riverside County
2505,1999-Q2,06,065,1999,2,Riverside County
2427,1999-Q3,06,065,1999,3,Riverside County
2680,1999-Q4,06,065,1999,4,Riverside County
2648,2000-Q1,06,065,2000,1,Riverside County
2597,2000-Q2,06,065,2000,2,Riverside County
2578,2000-Q3,06,065,2000,3,Riverside County
2746,2000-Q4,06,065,2000,4,Riverside County
2756,2001-Q1,06,065,2001,1,Riverside County
2736,2001-Q2,06,065,2001,2,Riverside County
2597,2001-Q3,06,065,2001,3,Riverside County
2803,2001-Q4,06,065,2001,4,Riverside County
2791,2002-Q1,06,065,2002,1,Riverside County
2788,2002-Q2,06,065,2002,2,Riverside County
2709,2002-Q3,06,065,2002,3,Riverside County
2866,2002-Q4,06,065,2002,4,Riverside County
2895,2003-Q1,06,065,2003,1,Riverside County
2845,2003-Q2,06,065,2003,2,Riverside County
2787,2003-Q3,06,065,2003,3,Riverside County
2979,2003-Q4,06,065,2003,4,Riverside County
2992,2004-Q1,06,065,2004,1,Riverside County
3037,2004-Q2,06,065,2004,2,Riverside County
2942,2004-Q3,06,065,2004,3,Riverside County
3150,2004-Q4,06,065,2004,4,Riverside County
3041,2005-Q1,06,065,2005,1,Riverside County
3080,2005-Q2,06,065,2005,2,Riverside County
3161,2005-Q3,06,065,2005,3,Riverside County
3168,2005-Q4,06,065,2005,4,Riverside County
3324,2006-Q1,06,065,2006,1,Riverside County
3238,2006-Q2,06,065,2006,2,Riverside County
3165,2006-Q3,06,065,2006,3,Riverside County
3320,2006-Q4,06,065,2006,4,Riverside County
3462,2007-Q1,06,065,2007,1,Riverside County
3322,2007-Q2,06,065,2007,2,Riverside County
3252,2007-Q3,06,065,2007,3,Riverside County
3393,2007-Q4,06,065,2007,4,Riverside County
3498,2008-Q1,06,065,2008,1,Riverside County
3340,2008-Q2,06,065,2008,2,Riverside County
3264,2008-Q3,06,065,2008,3,Riverside County
3407,2008-Q4,06,065,2008,4,Riverside County
3397,2009-Q1,06,065,2009,1,Riverside County
3273,2009-Q2,06,065,2009,2,Riverside County
3205,2009-Q3,06,065,2009,3,Riverside County
3415,2009-Q4,06,065,2009,4,Riverside County
3323,2010-Q1,06,065,2010,1,Riverside County
3320,2010-Q2,06,065,2010,2,Riverside County
3256,2010-Q3,06,065,2010,3,Riverside County
3490,2010-Q4,06,065,2010,4,Riverside County
3425,2011-Q1,06,065,2011,1,Riverside County
3363,2011-Q2,06,065,2011,2,Riverside County
3410,2011-Q3,06,065,2011,3,Riverside County
3401,2011-Q4,06,065,2011,4,Riverside County
3564,2012-Q1,06,065,2012,1,Riverside County
3410,2012-Q2,06,065,2012,2,Riverside County
3277,2012-Q3,06,065,2012,3,Riverside County
3498,2012-Q4,06,065,2012,4,Riverside County
3558,2013-Q1,06,065,2013,1,Riverside County
3505,2013-Q2,06,065,2013,2,Riverside County
3369,2013-Q3,06,065,2013,3,Riverside County
3544,2013-Q4,06,065,2013,4,Riverside County
3639,2014-Q1,06,065,2014,1,Riverside County
3535,2014-Q2,06,065,2014,2,Riverside County
3471,2014-Q3,06,065,2014,3,Riverside County
3707,2014-Q4,06,065,2014,4,Riverside County
3959,2015-Q1,06,065,2015,1,Riverside County
3808,2015-Q2,06,065,2015,2,Riverside County
3614,2015-Q3,06,065,2015,3,Riverside County
3898,2015-Q4,06,065,2015,4,Riverside County
3797,2016-Q1,06,065,2016,1,Riverside County
3732,2016-Q2,06,065,2016,2,Riverside County
3853,2016-Q3,06,065,2016,3,Riverside County
3840,2016-Q4,06,065,2016,4,Riverside County
3978,2017-Q1,06,065,2017,1,Riverside County
3810,2017-Q2,06,065,2017,2,Riverside County
3798,2017-Q3,06,065,2017,3,Riverside County
4009,2017-Q4,06,065,2017,4,Riverside County
4094,2018-Q1,06,065,2018,1,Riverside County
3898,2018-Q2,06,065,2018,2,Riverside County
3845,2018-Q3,06,065,2018,3,Riverside County
4045,2018-Q4,06,065,2018,4,Riverside County
4234,2019-Q1,06,065,2019,1,Riverside County
4063,2019-Q2,06,065,2019,2,Riverside County
4000,2019-Q3,06,065,2019,3,Riverside County
2080,1991-Q4,06,067,1991,4,Sacramento County
2041,1992-Q1,06,067,1992,1,Sacramento County
2026,1992-Q2,06,067,1992,2,Sacramento County
2032,1992-Q3,06,067,1992,3,Sacramento County
2216,1992-Q4,06,067,1992,4,Sacramento County
2040,1993-Q1,06,067,1993,1,Sacramento County
2090,1993-Q2,06,067,1993,2,Sacramento County
2105,1993-Q3,06,067,1993,3,Sacramento County
2246,1993-Q4,06,067,1993,4,Sacramento County
2133,1994-Q1,06,067,1994,1,Sacramento County
2115,1994-Q2,06,067,1994,2,Sacramento County
2183,1994-Q3,06,067,1994,3,Sacramento County
2235,1994-Q4,06,067,1994,4,Sacramento County
2210,1995-Q1,06,067,1995,1,Sacramento County
2185,1995-Q2,06,067,1995,2,Sacramento County
2153,1995-Q3,06,067,1995,3,Sacramento County
2327,1995-Q4,06,067,1995,4,Sacramento County
2243,1996-Q1,06,067,1996,1,Sacramento County
2251,1996-Q2,06,067,1996,2,Sacramento County
2215,1996-Q3,06,067,1996,3,Sacramento County
2396,1996-Q4,06,067,1996,4,Sacramento County
2318,1997-Q1,06,067,1997,1,Sacramento County
2612,1997-Q2,06,067,1997,2,Sacramento County
2587,1997-Q3,06,067,1997,3,Sacramento County
2782,1997-Q4,06,067,1997,4,Sacramento County
2701,1998-Q1,06,067,1998,1,Sacramento County
2442,1998-Q2,06,067,1998,2,Sacramento County
2356,1998-Q3,06,067,1998,3,Sacramento County
2597,1998-Q4,06,067,1998,4,Sacramento County
2846,1999-Q1,06,067,1999,1,Sacramento County
2863,1999-Q2,06,067,1999,2,Sacramento County
2884,1999-Q3,06,067,1999,3,Sacramento County
3141,1999-Q4,06,067,1999,4,Sacramento County
3134,2000-Q1,06,067,2000,1,Sacramento County
3234,2000-Q2,06,067,2000,2,Sacramento County
3241,2000-Q3,06,067,2000,3,Sacramento County
3390,2000-Q4,06,067,2000,4,Sacramento County
3450,2001-Q1,06,067,2001,1,Sacramento County
3344,2001-Q2,06,067,2001,2,Sacramento County
3331,2001-Q3,06,067,2001,3,Sacramento County
3476,2001-Q4,06,067,2001,4,Sacramento County
3482,2002-Q1,06,067,2002,1,Sacramento County
3396,2002-Q2,06,067,2002,2,Sacramento County
3404,2002-Q3,06,067,2002,3,Sacramento County
3565,2002-Q4,06,067,2002,4,Sacramento County
3573,2003-Q1,06,067,2003,1,Sacramento County
3444,2003-Q2,06,067,2003,2,Sacramento County
3505,2003-Q3,06,067,2003,3,Sacramento County
3629,2003-Q4,06,067,2003,4,Sacramento County
3639,2004-Q1,06,067,2004,1,Sacramento County
3534,2004-Q2,06,067,2004,2,Sacramento County
3578,2004-Q3,06,067,2004,3,Sacramento County
3821,2004-Q4,06,067,2004,4,Sacramento County
3733,2005-Q1,06,067,2005,1,Sacramento County
3660,2005-Q2,06,067,2005,2,Sacramento County
3834,2005-Q3,06,067,2005,3,Sacramento County
3921,2005-Q4,06,067,2005,4,Sacramento County
3962,2006-Q1,06,067,2006,1,Sacramento County
3827,2006-Q2,06,067,2006,2,Sacramento County
3882,2006-Q3,06,067,2006,3,Sacramento County
4070,2006-Q4,06,067,2006,4,Sacramento County
4118,2007-Q1,06,067,2007,1,Sacramento County
4059,2007-Q2,06,067,2007,2,Sacramento County
3994,2007-Q3,06,067,2007,3,Sacramento County
4257,2007-Q4,06,067,2007,4,Sacramento County
4226,2008-Q1,06,067,2008,1,Sacramento County
4109,2008-Q2,06,067,2008,2,Sacramento County
4109,2008-Q3,06,067,2008,3,Sacramento County
4320,2008-Q4,06,067,2008,4,Sacramento County
4162,2009-Q1,06,067,2009,1,Sacramento County
4066,2009-Q2,06,067,2009,2,Sacramento County
3989,2009-Q3,06,067,2009,3,Sacramento County
4300,2009-Q4,06,067,2009,4,Sacramento County
4168,2010-Q1,06,067,2010,1,Sacramento County
4139,2010-Q2,06,067,2010,2,Sacramento County
4112,2010-Q3,06,067,2010,3,Sacramento County
4454,2010-Q4,06,067,2010,4,Sacramento County
4355,2011-Q1,06,067,2011,1,Sacramento County
4290,2011-Q2,06,067,2011,2,Sacramento County
4366,2011-Q3,06,067,2011,3,Sacramento County
4409,2011-Q4,06,067,2011,4,Sacramento County
4667,2012-Q1,06,067,2012,1,Sacramento County
4348,2012-Q2,06,067,2012,2,Sacramento County
4314,2012-Q3,06,067,2012,3,Sacramento County
4515,2012-Q4,06,067,2012,4,Sacramento County
4583,2013-Q1,06,067,2013,1,Sacramento County
4392,2013-Q2,06,067,2013,2,Sacramento County
4453,2013-Q3,06,067,2013,3,Sacramento County
4624,2013-Q4,06,067,2013,4,Sacramento County
4745,2014-Q1,06,067,2014,1,Sacramento County
4467,2014-Q2,06,067,2014,2,Sacramento County
4545,2014-Q3,06,067,2014,3,Sacramento County
4731,2014-Q4,06,067,2014,4,Sacramento County
4851,2015-Q1,06,067,2015,1,Sacramento County
4575,2015-Q2,06,067,2015,2,Sacramento County
4643,2015-Q3,06,067,2015,3,Sacramento County
4977,2015-Q4,06,067,2015,4,Sacramento County
4808,2016-Q1,06,067,2016,1,Sacramento County
4700,2016-Q2,06,067,2016,2,Sacramento County
4901,2016-Q3,06,067,2016,3,Sacramento County
4969,2016-Q4,06,067,2016,4,Sacramento County
5040,2017-Q1,06,067,2017,1,Sacramento County
4982,2017-Q2,06,067,2017,2,Sacramento County
4882,2017-Q3,06,067,2017,3,Sacramento County
5135,2017-Q4,06,067,2017,4,Sacramento County
5169,2018-Q1,06,067,2018,1,Sacramento County
5022,2018-Q2,06,067,2018,2,Sacramento County
4907,2018-Q3,06,067,2018,3,Sacramento County
5296,2018-Q4,06,067,2018,4,Sacramento County
5296,2019-Q1,06,067,2019,1,Sacramento County
5185,2019-Q2,06,067,2019,2,Sacramento County
5146,2019-Q3,06,067,2019,3,Sacramento County
1807,1991-Q4,06,069,1991,4,San Benito County
1713,1992-Q1,06,069,1992,1,San Benito County
1741,1992-Q2,06,069,1992,2,San Benito County
1719,1992-Q3,06,069,1992,3,San Benito County
1909,1992-Q4,06,069,1992,4,San Benito County
1731,1993-Q1,06,069,1993,1,San Benito County
1845,1993-Q2,06,069,1993,2,San Benito County
1746,1993-Q3,06,069,1993,3,San Benito County
1875,1993-Q4,06,069,1993,4,San Benito County
1871,1994-Q1,06,069,1994,1,San Benito County
1900,1994-Q2,06,069,1994,2,San Benito County
1825,1994-Q3,06,069,1994,3,San Benito County
1955,1994-Q4,06,069,1994,4,San Benito County
1936,1995-Q1,06,069,1995,1,San Benito County
1990,1995-Q2,06,069,1995,2,San Benito County
1865,1995-Q3,06,069,1995,3,San Benito County
1998,1995-Q4,06,069,1995,4,San Benito County
1980,1996-Q1,06,069,1996,1,San Benito County
2014,1996-Q2,06,069,1996,2,San Benito County
1923,1996-Q3,06,069,1996,3,San Benito County
2110,1996-Q4,06,069,1996,4,San Benito County
2083,1997-Q1,06,069,1997,1,San Benito County
2184,1997-Q2,06,069,1997,2,San Benito County
2041,1997-Q3,06,069,1997,3,San Benito County
2254,1997-Q4,06,069,1997,4,San Benito County
2190,1998-Q1,06,069,1998,1,San Benito County
2322,1998-Q2,06,069,1998,2,San Benito County
2124,1998-Q3,06,069,1998,3,San Benito County
2489,1998-Q4,06,069,1998,4,San Benito County
2305,1999-Q1,06,069,1999,1,San Benito County
2449,1999-Q2,06,069,1999,2,San Benito County
2324,1999-Q3,06,069,1999,3,San Benito County
2594,1999-Q4,06,069,1999,4,San Benito County
2560,2000-Q1,06,069,2000,1,San Benito County
2641,2000-Q2,06,069,2000,2,San Benito County
2546,2000-Q3,06,069,2000,3,San Benito County
2893,2000-Q4,06,069,2000,4,San Benito County
2710,2001-Q1,06,069,2001,1,San Benito County
2775,2001-Q2,06,069,2001,2,San Benito County
2585,2001-Q3,06,069,2001,3,San Benito County
2895,2001-Q4,06,069,2001,4,San Benito County
2739,2002-Q1,06,069,2002,1,San Benito County
2893,2002-Q2,06,069,2002,2,San Benito County
2732,2002-Q3,06,069,2002,3,San Benito County
2945,2002-Q4,06,069,2002,4,San Benito County
2848,2003-Q1,06,069,2003,1,San Benito County
2918,2003-Q2,06,069,2003,2,San Benito County
2841,2003-Q3,06,069,2003,3,San Benito County
3052,2003-Q4,06,069,2003,4,San Benito County
2875,2004-Q1,06,069,2004,1,San Benito County
3009,2004-Q2,06,069,2004,2,San Benito County
2927,2004-Q3,06,069,2004,3,San Benito County
3215,2004-Q4,06,069,2004,4,San Benito County
2868,2005-Q1,06,069,2005,1,San Benito County
3024,2005-Q2,06,069,2005,2,San Benito County
3042,2005-Q3,06,069,2005,3,San Benito County
3208,2005-Q4,06,069,2005,4,San Benito County
3004,2006-Q1,06,069,2006,1,San Benito County
3201,2006-Q2,06,069,2006,2,San Benito County
3036,2006-Q3,06,069,2006,3,San Benito County
3222,2006-Q4,06,069,2006,4,San Benito County
3060,2007-Q1,06,069,2007,1,San Benito County
3297,2007-Q2,06,069,2007,2,San Benito County
3065,2007-Q3,06,069,2007,3,San Benito County
3422,2007-Q4,06,069,2007,4,San Benito County
3182,2008-Q1,06,069,2008,1,San Benito County
3320,2008-Q2,06,069,2008,2,San Benito County
3097,2008-Q3,06,069,2008,3,San Benito County
3553,2008-Q4,06,069,2008,4,San Benito County
3118,2009-Q1,06,069,2009,1,San Benito County
3344,2009-Q2,06,069,2009,2,San Benito County
3097,2009-Q3,06,069,2009,3,San Benito County
3538,2009-Q4,06,069,2009,4,San Benito County
3100,2010-Q1,06,069,2010,1,San Benito County
3350,2010-Q2,06,069,2010,2,San Benito County
3117,2010-Q3,06,069,2010,3,San Benito County
3604,2010-Q4,06,069,2010,4,San Benito County
3290,2011-Q1,06,069,2011,1,San Benito County
3426,2011-Q2,06,069,2011,2,San Benito County
3326,2011-Q3,06,069,2011,3,San Benito County
3476,2011-Q4,06,069,2011,4,San Benito County
3326,2012-Q1,06,069,2012,1,San Benito County
3434,2012-Q2,06,069,2012,2,San Benito County
3248,2012-Q3,06,069,2012,3,San Benito County
3601,2012-Q4,06,069,2012,4,San Benito County
3519,2013-Q1,06,069,2013,1,San Benito County
3513,2013-Q2,06,069,2013,2,San Benito County
3417,2013-Q3,06,069,2013,3,San Benito County
3754,2013-Q4,06,069,2013,4,San Benito County
3916,2014-Q1,06,069,2014,1,San Benito County
3710,2014-Q2,06,069,2014,2,San Benito County
3587,2014-Q3,06,069,2014,3,San Benito County
3935,2014-Q4,06,069,2014,4,San Benito County
3736,2015-Q1,06,069,2015,1,San Benito County
3720,2015-Q2,06,069,2015,2,San Benito County
3741,2015-Q3,06,069,2015,3,San Benito County
4192,2015-Q4,06,069,2015,4,San Benito County
3723,2016-Q1,06,069,2016,1,San Benito County
3857,2016-Q2,06,069,2016,2,San Benito County
3950,2016-Q3,06,069,2016,3,San Benito County
4109,2016-Q4,06,069,2016,4,San Benito County
3816,2017-Q1,06,069,2017,1,San Benito County
4037,2017-Q2,06,069,2017,2,San Benito County
3954,2017-Q3,06,069,2017,3,San Benito County
4236,2017-Q4,06,069,2017,4,San Benito County
4192,2018-Q1,06,069,2018,1,San Benito County
4235,2018-Q2,06,069,2018,2,San Benito County
4082,2018-Q3,06,069,2018,3,San Benito County
4409,2018-Q4,06,069,2018,4,San Benito County
4290,2019-Q1,06,069,2019,1,San Benito County
4462,2019-Q2,06,069,2019,2,San Benito County
4207,2019-Q3,06,069,2019,3,San Benito County
2177,1991-Q4,06,071,1991,4,San Bernardino County
2017,1992-Q1,06,071,1992,1,San Bernardino County
2077,1992-Q2,06,071,1992,2,San Bernardino County
2039,1992-Q3,06,071,1992,3,San Bernardino County
2299,1992-Q4,06,071,1992,4,San Bernardino County
2033,1993-Q1,06,071,1993,1,San Bernardino County
2122,1993-Q2,06,071,1993,2,San Bernardino County
2123,1993-Q3,06,071,1993,3,San Bernardino County
2325,1993-Q4,06,071,1993,4,San Bernardino County
2116,1994-Q1,06,071,1994,1,San Bernardino County
2182,1994-Q2,06,071,1994,2,San Bernardino County
2201,1994-Q3,06,071,1994,3,San Bernardino County
2287,1994-Q4,06,071,1994,4,San Bernardino County
2213,1995-Q1,06,071,1995,1,San Bernardino County
2241,1995-Q2,06,071,1995,2,San Bernardino County
2230,1995-Q3,06,071,1995,3,San Bernardino County
2351,1995-Q4,06,071,1995,4,San Bernardino County
2258,1996-Q1,06,071,1996,1,San Bernardino County
2278,1996-Q2,06,071,1996,2,San Bernardino County
2244,1996-Q3,06,071,1996,3,San Bernardino County
2415,1996-Q4,06,071,1996,4,San Bernardino County
2315,1997-Q1,06,071,1997,1,San Bernardino County
2332,1997-Q2,06,071,1997,2,San Bernardino County
2320,1997-Q3,06,071,1997,3,San Bernardino County
2537,1997-Q4,06,071,1997,4,San Bernardino County
2375,1998-Q1,06,071,1998,1,San Bernardino County
2460,1998-Q2,06,071,1998,2,San Bernardino County
2445,1998-Q3,06,071,1998,3,San Bernardino County
2723,1998-Q4,06,071,1998,4,San Bernardino County
2404,1999-Q1,06,071,1999,1,San Bernardino County
2529,1999-Q2,06,071,1999,2,San Bernardino County
2526,1999-Q3,06,071,1999,3,San Bernardino County
