Code,GeoFips,GeoName,year,CL_UNIT,UNIT_MULT,income_per_cap,city
CAINC1-3,06103,"Tehama, CA",1983,Dollars,0,"10,026",Tehama
CAINC1-3,06103,"Tehama, CA",1984,Dollars,0,"10,604",Tehama
CAINC1-3,06103,"Tehama, CA",1985,Dollars,0,"11,014",Tehama
CAINC1-3,06103,"Tehama, CA",1986,Dollars,0,"11,574",Tehama
CAINC1-3,06103,"Tehama, CA",1987,Dollars,0,"11,885",Tehama
CAINC1-3,06103,"Tehama, CA",1988,Dollars,0,"12,482",Tehama
CAINC1-3,06103,"Tehama, CA",1989,Dollars,0,"13,114",Tehama
CAINC1-3,06103,"Tehama, CA",1990,Dollars,0,"13,395",Tehama
CAINC1-3,06103,"Tehama, CA",1991,Dollars,0,"13,714",Tehama
CAINC1-3,06103,"Tehama, CA",1992,Dollars,0,"14,546",Tehama
CAINC1-3,06103,"Tehama, CA",1993,Dollars,0,"14,790",Tehama
CAINC1-3,06103,"Tehama, CA",1994,Dollars,0,"15,114",Tehama
CAINC1-3,06103,"Tehama, CA",1995,Dollars,0,"15,608",Tehama
CAINC1-3,06103,"Tehama, CA",1996,Dollars,0,"16,547",Tehama
CAINC1-3,06103,"Tehama, CA",1997,Dollars,0,"17,296",Tehama
CAINC1-3,06103,"Tehama, CA",1998,Dollars,0,"17,739",Tehama
CAINC1-3,06103,"Tehama, CA",1999,Dollars,0,"18,604",Tehama
CAINC1-3,06103,"Tehama, CA",2000,Dollars,0,"19,671",Tehama
CAINC1-3,06103,"Tehama, CA",2001,Dollars,0,"21,113",Tehama
CAINC1-3,06103,"Tehama, CA",2002,Dollars,0,"21,975",Tehama
CAINC1-3,06103,"Tehama, CA",2003,Dollars,0,"22,697",Tehama
CAINC1-3,06103,"Tehama, CA",2004,Dollars,0,"23,917",Tehama
CAINC1-3,06103,"Tehama, CA",2005,Dollars,0,"25,122",Tehama
CAINC1-3,06103,"Tehama, CA",2006,Dollars,0,"25,912",Tehama
CAINC1-3,06103,"Tehama, CA",2007,Dollars,0,"27,409",Tehama
CAINC1-3,06103,"Tehama, CA",2008,Dollars,0,"27,294",Tehama
CAINC1-3,06103,"Tehama, CA",2009,Dollars,0,"27,924",Tehama
CAINC1-3,06103,"Tehama, CA",2010,Dollars,0,"28,780",Tehama
CAINC1-3,06103,"Tehama, CA",2011,Dollars,0,"30,486",Tehama
CAINC1-3,06103,"Tehama, CA",2012,Dollars,0,"32,006",Tehama
CAINC1-3,06103,"Tehama, CA",2013,Dollars,0,"32,537",Tehama
CAINC1-3,06103,"Tehama, CA",2014,Dollars,0,"36,005",Tehama
CAINC1-3,06103,"Tehama, CA",2015,Dollars,0,"37,672",Tehama
CAINC1-3,06103,"Tehama, CA",2016,Dollars,0,"38,608",Tehama
CAINC1-3,06103,"Tehama, CA",2017,Dollars,0,"40,374",Tehama
CAINC1-3,06103,"Tehama, CA",2018,Dollars,0,"42,483",Tehama
CAINC1-3,06105,"Trinity, CA",1969,Dollars,0,"3,422",Trinity
CAINC1-3,06105,"Trinity, CA",1970,Dollars,0,"3,393",Trinity
CAINC1-3,06105,"Trinity, CA",1971,Dollars,0,"3,953",Trinity
CAINC1-3,06105,"Trinity, CA",1972,Dollars,0,"4,249",Trinity
CAINC1-3,06105,"Trinity, CA",1973,Dollars,0,"4,839",Trinity
CAINC1-3,06105,"Trinity, CA",1974,Dollars,0,"5,345",Trinity
CAINC1-3,06105,"Trinity, CA",1975,Dollars,0,"5,736",Trinity
CAINC1-3,06105,"Trinity, CA",1976,Dollars,0,"6,331",Trinity
CAINC1-3,06105,"Trinity, CA",1977,Dollars,0,"6,644",Trinity
CAINC1-3,06105,"Trinity, CA",1978,Dollars,0,"7,112",Trinity
CAINC1-3,06105,"Trinity, CA",1979,Dollars,0,"7,639",Trinity
CAINC1-3,06105,"Trinity, CA",1980,Dollars,0,"8,355",Trinity
CAINC1-3,06105,"Trinity, CA",1981,Dollars,0,"8,898",Trinity
CAINC1-3,06105,"Trinity, CA",1982,Dollars,0,"9,145",Trinity
CAINC1-3,06105,"Trinity, CA",1983,Dollars,0,"9,961",Trinity
CAINC1-3,06105,"Trinity, CA",1984,Dollars,0,"10,478",Trinity
CAINC1-3,06105,"Trinity, CA",1985,Dollars,0,"11,037",Trinity
CAINC1-3,06105,"Trinity, CA",1986,Dollars,0,"11,841",Trinity
CAINC1-3,06105,"Trinity, CA",1987,Dollars,0,"12,394",Trinity
CAINC1-3,06105,"Trinity, CA",1988,Dollars,0,"13,106",Trinity
CAINC1-3,06105,"Trinity, CA",1989,Dollars,0,"13,901",Trinity
CAINC1-3,06105,"Trinity, CA",1990,Dollars,0,"14,440",Trinity
CAINC1-3,06105,"Trinity, CA",1991,Dollars,0,"14,933",Trinity
CAINC1-3,06105,"Trinity, CA",1992,Dollars,0,"15,788",Trinity
CAINC1-3,06105,"Trinity, CA",1993,Dollars,0,"16,163",Trinity
CAINC1-3,06105,"Trinity, CA",1994,Dollars,0,"16,220",Trinity
CAINC1-3,06105,"Trinity, CA",1995,Dollars,0,"16,812",Trinity
CAINC1-3,06105,"Trinity, CA",1996,Dollars,0,"17,612",Trinity
CAINC1-3,06105,"Trinity, CA",1997,Dollars,0,"18,337",Trinity
CAINC1-3,06105,"Trinity, CA",1998,Dollars,0,"18,888",Trinity
CAINC1-3,06105,"Trinity, CA",1999,Dollars,0,"19,971",Trinity
CAINC1-3,06105,"Trinity, CA",2000,Dollars,0,"20,811",Trinity
CAINC1-3,06105,"Trinity, CA",2001,Dollars,0,"22,659",Trinity
CAINC1-3,06105,"Trinity, CA",2002,Dollars,0,"23,061",Trinity
CAINC1-3,06105,"Trinity, CA",2003,Dollars,0,"23,703",Trinity
CAINC1-3,06105,"Trinity, CA",2004,Dollars,0,"24,628",Trinity
CAINC1-3,06105,"Trinity, CA",2005,Dollars,0,"23,557",Trinity
CAINC1-3,06105,"Trinity, CA",2006,Dollars,0,"23,925",Trinity
CAINC1-3,06105,"Trinity, CA",2007,Dollars,0,"25,356",Trinity
CAINC1-3,06105,"Trinity, CA",2008,Dollars,0,"26,498",Trinity
CAINC1-3,06105,"Trinity, CA",2009,Dollars,0,"26,790",Trinity
CAINC1-3,06105,"Trinity, CA",2010,Dollars,0,"27,819",Trinity
CAINC1-3,06105,"Trinity, CA",2011,Dollars,0,"28,672",Trinity
CAINC1-3,06105,"Trinity, CA",2012,Dollars,0,"29,279",Trinity
CAINC1-3,06105,"Trinity, CA",2013,Dollars,0,"30,207",Trinity
CAINC1-3,06105,"Trinity, CA",2014,Dollars,0,"33,106",Trinity
CAINC1-3,06105,"Trinity, CA",2015,Dollars,0,"36,262",Trinity
CAINC1-3,06105,"Trinity, CA",2016,Dollars,0,"37,286",Trinity
CAINC1-3,06105,"Trinity, CA",2017,Dollars,0,"37,842",Trinity
CAINC1-3,06105,"Trinity, CA",2018,Dollars,0,"40,640",Trinity
CAINC1-3,06107,"Tulare, CA",1969,Dollars,0,"3,443",Tulare
CAINC1-3,06107,"Tulare, CA",1970,Dollars,0,"3,695",Tulare
CAINC1-3,06107,"Tulare, CA",1971,Dollars,0,"3,912",Tulare
CAINC1-3,06107,"Tulare, CA",1972,Dollars,0,"4,357",Tulare
CAINC1-3,06107,"Tulare, CA",1973,Dollars,0,"5,059",Tulare
CAINC1-3,06107,"Tulare, CA",1974,Dollars,0,"5,736",Tulare
CAINC1-3,06107,"Tulare, CA",1975,Dollars,0,"5,922",Tulare
CAINC1-3,06107,"Tulare, CA",1976,Dollars,0,"6,450",Tulare
CAINC1-3,06107,"Tulare, CA",1977,Dollars,0,"6,884",Tulare
CAINC1-3,06107,"Tulare, CA",1978,Dollars,0,"7,610",Tulare
CAINC1-3,06107,"Tulare, CA",1979,Dollars,0,"8,751",Tulare
CAINC1-3,06107,"Tulare, CA",1980,Dollars,0,"9,396",Tulare
CAINC1-3,06107,"Tulare, CA",1981,Dollars,0,"9,647",Tulare
CAINC1-3,06107,"Tulare, CA",1982,Dollars,0,"10,159",Tulare
CAINC1-3,06107,"Tulare, CA",1983,Dollars,0,"10,157",Tulare
CAINC1-3,06107,"Tulare, CA",1984,Dollars,0,"10,917",Tulare
CAINC1-3,06107,"Tulare, CA",1985,Dollars,0,"11,256",Tulare
CAINC1-3,06107,"Tulare, CA",1986,Dollars,0,"11,791",Tulare
CAINC1-3,06107,"Tulare, CA",1987,Dollars,0,"12,755",Tulare
CAINC1-3,06107,"Tulare, CA",1988,Dollars,0,"13,347",Tulare
CAINC1-3,06107,"Tulare, CA",1989,Dollars,0,"13,929",Tulare
CAINC1-3,06107,"Tulare, CA",1990,Dollars,0,"14,919",Tulare
CAINC1-3,06107,"Tulare, CA",1991,Dollars,0,"14,853",Tulare
CAINC1-3,06107,"Tulare, CA",1992,Dollars,0,"16,138",Tulare
CAINC1-3,06107,"Tulare, CA",1993,Dollars,0,"16,231",Tulare
CAINC1-3,06107,"Tulare, CA",1994,Dollars,0,"16,697",Tulare
CAINC1-3,06107,"Tulare, CA",1995,Dollars,0,"16,935",Tulare
CAINC1-3,06107,"Tulare, CA",1996,Dollars,0,"18,114",Tulare
CAINC1-3,06107,"Tulare, CA",1997,Dollars,0,"18,245",Tulare
CAINC1-3,06107,"Tulare, CA",1998,Dollars,0,"19,298",Tulare
CAINC1-3,06107,"Tulare, CA",1999,Dollars,0,"19,743",Tulare
CAINC1-3,06107,"Tulare, CA",2000,Dollars,0,"20,118",Tulare
CAINC1-3,06107,"Tulare, CA",2001,Dollars,0,"21,858",Tulare
CAINC1-3,06107,"Tulare, CA",2002,Dollars,0,"22,146",Tulare
CAINC1-3,06107,"Tulare, CA",2003,Dollars,0,"23,525",Tulare
CAINC1-3,06107,"Tulare, CA",2004,Dollars,0,"25,438",Tulare
CAINC1-3,06107,"Tulare, CA",2005,Dollars,0,"26,131",Tulare
CAINC1-3,06107,"Tulare, CA",2006,Dollars,0,"26,473",Tulare
CAINC1-3,06107,"Tulare, CA",2007,Dollars,0,"29,400",Tulare
CAINC1-3,06107,"Tulare, CA",2008,Dollars,0,"29,090",Tulare
CAINC1-3,06107,"Tulare, CA",2009,Dollars,0,"28,150",Tulare
CAINC1-3,06107,"Tulare, CA",2010,Dollars,0,"30,473",Tulare
CAINC1-3,06107,"Tulare, CA",2011,Dollars,0,"32,292",Tulare
CAINC1-3,06107,"Tulare, CA",2012,Dollars,0,"32,286",Tulare
CAINC1-3,06107,"Tulare, CA",2013,Dollars,0,"33,762",Tulare
CAINC1-3,06107,"Tulare, CA",2014,Dollars,0,"37,121",Tulare
CAINC1-3,06107,"Tulare, CA",2015,Dollars,0,"37,366",Tulare
CAINC1-3,06107,"Tulare, CA",2016,Dollars,0,"38,198",Tulare
CAINC1-3,06107,"Tulare, CA",2017,Dollars,0,"39,018",Tulare
CAINC1-3,06107,"Tulare, CA",2018,Dollars,0,"40,420",Tulare
CAINC1-3,06109,"Tuolumne, CA",1969,Dollars,0,"3,687",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1970,Dollars,0,"3,763",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1971,Dollars,0,"3,900",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1972,Dollars,0,"4,087",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1973,Dollars,0,"4,393",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1974,Dollars,0,"5,124",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1975,Dollars,0,"5,902",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1976,Dollars,0,"6,871",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1977,Dollars,0,"7,391",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1978,Dollars,0,"7,937",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1979,Dollars,0,"8,430",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1980,Dollars,0,"9,255",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1981,Dollars,0,"9,994",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1982,Dollars,0,"10,253",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1983,Dollars,0,"10,863",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1984,Dollars,0,"11,860",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1985,Dollars,0,"12,482",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1986,Dollars,0,"13,301",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1987,Dollars,0,"13,746",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1988,Dollars,0,"14,389",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1989,Dollars,0,"15,436",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1990,Dollars,0,"16,184",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1991,Dollars,0,"16,084",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1992,Dollars,0,"17,210",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1993,Dollars,0,"17,406",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1994,Dollars,0,"17,938",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1995,Dollars,0,"18,523",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1996,Dollars,0,"19,220",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1997,Dollars,0,"20,374",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1998,Dollars,0,"21,829",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",1999,Dollars,0,"22,381",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2000,Dollars,0,"24,113",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2001,Dollars,0,"25,899",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2002,Dollars,0,"26,314",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2003,Dollars,0,"27,333",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2004,Dollars,0,"28,858",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2005,Dollars,0,"29,727",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2006,Dollars,0,"31,085",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2007,Dollars,0,"32,278",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2008,Dollars,0,"32,711",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2009,Dollars,0,"32,377",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2010,Dollars,0,"34,592",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2011,Dollars,0,"36,492",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2012,Dollars,0,"37,593",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2013,Dollars,0,"37,582",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2014,Dollars,0,"40,533",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2015,Dollars,0,"43,555",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2016,Dollars,0,"45,467",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2017,Dollars,0,"46,017",Tuolumne
CAINC1-3,06109,"Tuolumne, CA",2018,Dollars,0,"47,838",Tuolumne
CAINC1-3,06111,"Ventura, CA",1969,Dollars,0,"4,237",Ventura
CAINC1-3,06111,"Ventura, CA",1970,Dollars,0,"4,394",Ventura
CAINC1-3,06111,"Ventura, CA",1971,Dollars,0,"4,667",Ventura
CAINC1-3,06111,"Ventura, CA",1972,Dollars,0,"5,107",Ventura
CAINC1-3,06111,"Ventura, CA",1973,Dollars,0,"5,646",Ventura
CAINC1-3,06111,"Ventura, CA",1974,Dollars,0,"6,217",Ventura
CAINC1-3,06111,"Ventura, CA",1975,Dollars,0,"6,833",Ventura
CAINC1-3,06111,"Ventura, CA",1976,Dollars,0,"7,418",Ventura
CAINC1-3,06111,"Ventura, CA",1977,Dollars,0,"8,200",Ventura
CAINC1-3,06111,"Ventura, CA",1978,Dollars,0,"9,373",Ventura
CAINC1-3,06111,"Ventura, CA",1979,Dollars,0,"10,218",Ventura
CAINC1-3,06111,"Ventura, CA",1980,Dollars,0,"11,403",Ventura
CAINC1-3,06111,"Ventura, CA",1981,Dollars,0,"12,610",Ventura
CAINC1-3,06111,"Ventura, CA",1982,Dollars,0,"13,346",Ventura
CAINC1-3,06111,"Ventura, CA",1983,Dollars,0,"14,133",Ventura
CAINC1-3,06111,"Ventura, CA",1984,Dollars,0,"15,416",Ventura
CAINC1-3,06111,"Ventura, CA",1985,Dollars,0,"16,390",Ventura
CAINC1-3,06111,"Ventura, CA",1986,Dollars,0,"17,578",Ventura
CAINC1-3,06111,"Ventura, CA",1987,Dollars,0,"18,663",Ventura
CAINC1-3,06111,"Ventura, CA",1988,Dollars,0,"19,888",Ventura
CAINC1-3,06111,"Ventura, CA",1989,Dollars,0,"21,013",Ventura
CAINC1-3,06111,"Ventura, CA",1990,Dollars,0,"22,340",Ventura
CAINC1-3,06111,"Ventura, CA",1991,Dollars,0,"23,119",Ventura
CAINC1-3,06111,"Ventura, CA",1992,Dollars,0,"23,690",Ventura
CAINC1-3,06111,"Ventura, CA",1993,Dollars,0,"24,615",Ventura
CAINC1-3,06111,"Ventura, CA",1994,Dollars,0,"25,291",Ventura
CAINC1-3,06111,"Ventura, CA",1995,Dollars,0,"26,775",Ventura
CAINC1-3,06111,"Ventura, CA",1996,Dollars,0,"27,598",Ventura
CAINC1-3,06111,"Ventura, CA",1997,Dollars,0,"29,147",Ventura
CAINC1-3,06111,"Ventura, CA",1998,Dollars,0,"30,102",Ventura
CAINC1-3,06111,"Ventura, CA",1999,Dollars,0,"31,705",Ventura
CAINC1-3,06111,"Ventura, CA",2000,Dollars,0,"34,097",Ventura
CAINC1-3,06111,"Ventura, CA",2001,Dollars,0,"35,646",Ventura
CAINC1-3,06111,"Ventura, CA",2002,Dollars,0,"36,089",Ventura
CAINC1-3,06111,"Ventura, CA",2003,Dollars,0,"37,777",Ventura
CAINC1-3,06111,"Ventura, CA",2004,Dollars,0,"40,162",Ventura
CAINC1-3,06111,"Ventura, CA",2005,Dollars,0,"41,731",Ventura
CAINC1-3,06111,"Ventura, CA",2006,Dollars,0,"44,528",Ventura
CAINC1-3,06111,"Ventura, CA",2007,Dollars,0,"46,130",Ventura
CAINC1-3,06111,"Ventura, CA",2008,Dollars,0,"46,070",Ventura
CAINC1-3,06111,"Ventura, CA",2009,Dollars,0,"44,473",Ventura
CAINC1-3,06111,"Ventura, CA",2010,Dollars,0,"45,910",Ventura
CAINC1-3,06111,"Ventura, CA",2011,Dollars,0,"48,059",Ventura
CAINC1-3,06111,"Ventura, CA",2012,Dollars,0,"49,993",Ventura
CAINC1-3,06111,"Ventura, CA",2013,Dollars,0,"50,475",Ventura
CAINC1-3,06111,"Ventura, CA",2014,Dollars,0,"53,031",Ventura
CAINC1-3,06111,"Ventura, CA",2015,Dollars,0,"55,711",Ventura
CAINC1-3,06111,"Ventura, CA",2016,Dollars,0,"57,136",Ventura
CAINC1-3,06111,"Ventura, CA",2017,Dollars,0,"58,761",Ventura
CAINC1-3,06111,"Ventura, CA",2018,Dollars,0,"61,712",Ventura
CAINC1-3,06113,"Yolo, CA",1969,Dollars,0,"4,503",Yolo
CAINC1-3,06113,"Yolo, CA",1970,Dollars,0,"4,747",Yolo
CAINC1-3,06113,"Yolo, CA",1971,Dollars,0,"5,117",Yolo
CAINC1-3,06113,"Yolo, CA",1972,Dollars,0,"5,400",Yolo
CAINC1-3,06113,"Yolo, CA",1973,Dollars,0,"6,336",Yolo
CAINC1-3,06113,"Yolo, CA",1974,Dollars,0,"7,265",Yolo
CAINC1-3,06113,"Yolo, CA",1975,Dollars,0,"7,752",Yolo
CAINC1-3,06113,"Yolo, CA",1976,Dollars,0,"8,028",Yolo
CAINC1-3,06113,"Yolo, CA",1977,Dollars,0,"8,730",Yolo
CAINC1-3,06113,"Yolo, CA",1978,Dollars,0,"9,179",Yolo
CAINC1-3,06113,"Yolo, CA",1979,Dollars,0,"10,486",Yolo
CAINC1-3,06113,"Yolo, CA",1980,Dollars,0,"11,542",Yolo
CAINC1-3,06113,"Yolo, CA",1981,Dollars,0,"12,386",Yolo
CAINC1-3,06113,"Yolo, CA",1982,Dollars,0,"12,555",Yolo
CAINC1-3,06113,"Yolo, CA",1983,Dollars,0,"12,813",Yolo
CAINC1-3,06113,"Yolo, CA",1984,Dollars,0,"14,352",Yolo
CAINC1-3,06113,"Yolo, CA",1985,Dollars,0,"14,999",Yolo
CAINC1-3,06113,"Yolo, CA",1986,Dollars,0,"16,031",Yolo
CAINC1-3,06113,"Yolo, CA",1987,Dollars,0,"16,945",Yolo
CAINC1-3,06113,"Yolo, CA",1988,Dollars,0,"17,265",Yolo
CAINC1-3,06113,"Yolo, CA",1989,Dollars,0,"18,685",Yolo
CAINC1-3,06113,"Yolo, CA",1990,Dollars,0,"20,026",Yolo
CAINC1-3,06113,"Yolo, CA",1991,Dollars,0,"20,558",Yolo
CAINC1-3,06113,"Yolo, CA",1992,Dollars,0,"21,163",Yolo
CAINC1-3,06113,"Yolo, CA",1993,Dollars,0,"21,555",Yolo
CAINC1-3,06113,"Yolo, CA",1994,Dollars,0,"22,779",Yolo
CAINC1-3,06113,"Yolo, CA",1995,Dollars,0,"23,751",Yolo
CAINC1-3,06113,"Yolo, CA",1996,Dollars,0,"24,214",Yolo
CAINC1-3,06113,"Yolo, CA",1997,Dollars,0,"25,200",Yolo
CAINC1-3,06113,"Yolo, CA",1998,Dollars,0,"25,849",Yolo
CAINC1-3,06113,"Yolo, CA",1999,Dollars,0,"26,899",Yolo
CAINC1-3,06113,"Yolo, CA",2000,Dollars,0,"27,873",Yolo
CAINC1-3,06113,"Yolo, CA",2001,Dollars,0,"29,946",Yolo
CAINC1-3,06113,"Yolo, CA",2002,Dollars,0,"30,318",Yolo
CAINC1-3,06113,"Yolo, CA",2003,Dollars,0,"31,843",Yolo
CAINC1-3,06113,"Yolo, CA",2004,Dollars,0,"33,610",Yolo
CAINC1-3,06113,"Yolo, CA",2005,Dollars,0,"34,799",Yolo
CAINC1-3,06113,"Yolo, CA",2006,Dollars,0,"37,217",Yolo
CAINC1-3,06113,"Yolo, CA",2007,Dollars,0,"38,940",Yolo
CAINC1-3,06113,"Yolo, CA",2008,Dollars,0,"40,253",Yolo
CAINC1-3,06113,"Yolo, CA",2009,Dollars,0,"39,623",Yolo
CAINC1-3,06113,"Yolo, CA",2010,Dollars,0,"40,200",Yolo
CAINC1-3,06113,"Yolo, CA",2011,Dollars,0,"43,432",Yolo
CAINC1-3,06113,"Yolo, CA",2012,Dollars,0,"44,330",Yolo
CAINC1-3,06113,"Yolo, CA",2013,Dollars,0,"45,607",Yolo
CAINC1-3,06113,"Yolo, CA",2014,Dollars,0,"48,354",Yolo
CAINC1-3,06113,"Yolo, CA",2015,Dollars,0,"50,460",Yolo
CAINC1-3,06113,"Yolo, CA",2016,Dollars,0,"51,225",Yolo
CAINC1-3,06113,"Yolo, CA",2017,Dollars,0,"52,207",Yolo
CAINC1-3,06113,"Yolo, CA",2018,Dollars,0,"54,118",Yolo
CAINC1-3,06115,"Yuba, CA",1969,Dollars,0,"3,559",Yuba
CAINC1-3,06115,"Yuba, CA",1970,Dollars,0,"3,951",Yuba
CAINC1-3,06115,"Yuba, CA",1971,Dollars,0,"4,236",Yuba
CAINC1-3,06115,"Yuba, CA",1972,Dollars,0,"4,581",Yuba
CAINC1-3,06115,"Yuba, CA",1973,Dollars,0,"4,892",Yuba
CAINC1-3,06115,"Yuba, CA",1974,Dollars,0,"5,464",Yuba
CAINC1-3,06115,"Yuba, CA",1975,Dollars,0,"5,874",Yuba
CAINC1-3,06115,"Yuba, CA",1976,Dollars,0,"5,813",Yuba
CAINC1-3,06115,"Yuba, CA",1977,Dollars,0,"6,575",Yuba
CAINC1-3,06115,"Yuba, CA",1978,Dollars,0,"7,165",Yuba
CAINC1-3,06115,"Yuba, CA",1979,Dollars,0,"8,013",Yuba
CAINC1-3,06115,"Yuba, CA",1980,Dollars,0,"8,594",Yuba
CAINC1-3,06115,"Yuba, CA",1981,Dollars,0,"9,255",Yuba
CAINC1-3,06115,"Yuba, CA",1982,Dollars,0,"9,413",Yuba
CAINC1-3,06115,"Yuba, CA",1983,Dollars,0,"9,601",Yuba
CAINC1-3,06115,"Yuba, CA",1984,Dollars,0,"10,519",Yuba
CAINC1-3,06115,"Yuba, CA",1985,Dollars,0,"11,060",Yuba
CAINC1-3,06115,"Yuba, CA",1986,Dollars,0,"11,543",Yuba
CAINC1-3,06115,"Yuba, CA",1987,Dollars,0,"12,173",Yuba
CAINC1-3,06115,"Yuba, CA",1988,Dollars,0,"12,679",Yuba
CAINC1-3,06115,"Yuba, CA",1989,Dollars,0,"13,499",Yuba
CAINC1-3,06115,"Yuba, CA",1990,Dollars,0,"13,838",Yuba
CAINC1-3,06115,"Yuba, CA",1991,Dollars,0,"14,523",Yuba
CAINC1-3,06115,"Yuba, CA",1992,Dollars,0,"15,004",Yuba
CAINC1-3,06115,"Yuba, CA",1993,Dollars,0,"14,974",Yuba
CAINC1-3,06115,"Yuba, CA",1994,Dollars,0,"14,921",Yuba
CAINC1-3,06115,"Yuba, CA",1995,Dollars,0,"15,516",Yuba
CAINC1-3,06115,"Yuba, CA",1996,Dollars,0,"16,139",Yuba
CAINC1-3,06115,"Yuba, CA",1997,Dollars,0,"17,042",Yuba
CAINC1-3,06115,"Yuba, CA",1998,Dollars,0,"17,740",Yuba
CAINC1-3,06115,"Yuba, CA",1999,Dollars,0,"19,360",Yuba
CAINC1-3,06115,"Yuba, CA",2000,Dollars,0,"20,115",Yuba
CAINC1-3,06115,"Yuba, CA",2001,Dollars,0,"21,855",Yuba
CAINC1-3,06115,"Yuba, CA",2002,Dollars,0,"22,947",Yuba
CAINC1-3,06115,"Yuba, CA",2003,Dollars,0,"24,561",Yuba
CAINC1-3,06115,"Yuba, CA",2004,Dollars,0,"25,983",Yuba
CAINC1-3,06115,"Yuba, CA",2005,Dollars,0,"27,027",Yuba
CAINC1-3,06115,"Yuba, CA",2006,Dollars,0,"28,080",Yuba
CAINC1-3,06115,"Yuba, CA",2007,Dollars,0,"29,420",Yuba
CAINC1-3,06115,"Yuba, CA",2008,Dollars,0,"30,760",Yuba
CAINC1-3,06115,"Yuba, CA",2009,Dollars,0,"30,949",Yuba
CAINC1-3,06115,"Yuba, CA",2010,Dollars,0,"31,504",Yuba
CAINC1-3,06115,"Yuba, CA",2011,Dollars,0,"32,678",Yuba
CAINC1-3,06115,"Yuba, CA",2012,Dollars,0,"33,009",Yuba
CAINC1-3,06115,"Yuba, CA",2013,Dollars,0,"34,139",Yuba
CAINC1-3,06115,"Yuba, CA",2014,Dollars,0,"35,809",Yuba
CAINC1-3,06115,"Yuba, CA",2015,Dollars,0,"38,180",Yuba
CAINC1-3,06115,"Yuba, CA",2016,Dollars,0,"39,140",Yuba
CAINC1-3,06115,"Yuba, CA",2017,Dollars,0,"39,409",Yuba
CAINC1-3,06115,"Yuba, CA",2018,Dollars,0,"40,929",Yuba
