month,year,quakes_minor,quakes_moderate,quakes_severe,county
2,2019,1,0,0,tehama
3,2010,1,0,0,tehama
3,2013,1,0,0,tehama
3,2014,2,0,0,tehama
3,2015,1,0,0,tehama
3,2016,1,0,0,tehama
3,2019,1,0,0,tehama
4,2011,1,0,0,tehama
4,2016,1,0,0,tehama
5,2013,1,0,0,tehama
5,2014,1,0,0,tehama
5,2019,1,0,0,tehama
5,2020,1,0,0,tehama
6,2012,1,1,0,tehama
6,2014,1,0,0,tehama
6,2017,1,0,0,tehama
6,2018,2,0,0,tehama
7,2017,1,1,0,tehama
7,2020,1,0,0,tehama
8,2012,1,0,0,tehama
8,2014,1,0,0,tehama
8,2016,0,0,1,tehama
8,2017,0,0,0,tehama
8,2018,1,0,0,tehama
8,2019,2,0,0,tehama
9,2011,2,0,0,tehama
9,2013,0,1,0,tehama
9,2015,1,0,0,tehama
10,2013,0,1,0,tehama
10,2014,0,0,0,tehama
10,2017,1,0,0,tehama
10,2018,2,0,0,tehama
10,2019,1,0,0,tehama
11,2010,1,0,0,tehama
11,2012,1,0,0,tehama
12,2017,1,1,0,tehama
12,2019,2,0,0,tehama
1,2012,3,0,0,tulare
1,2017,1,0,0,tulare
1,2018,1,0,0,tulare
2,2011,0,1,0,tulare
2,2012,2,0,0,tulare
2,2013,1,0,0,tulare
2,2020,2,1,0,tulare
3,2017,0,1,0,tulare
4,2010,1,0,0,tulare
4,2014,1,0,0,tulare
4,2015,1,0,0,tulare
5,2019,3,0,0,tulare
6,2014,2,1,0,tulare
6,2016,1,0,0,tulare
7,2012,1,0,0,tulare
7,2014,1,0,0,tulare
7,2015,1,0,0,tulare
7,2019,0,1,0,tulare
8,2011,1,0,0,tulare
8,2012,2,4,0,tulare
8,2013,1,0,0,tulare
8,2015,2,0,0,tulare
8,2019,2,1,0,tulare
9,2012,5,0,0,tulare
9,2014,1,1,0,tulare
10,2012,1,1,0,tulare
10,2013,1,1,0,tulare
10,2014,2,0,0,tulare
11,2010,1,0,0,tulare
11,2011,0,1,0,tulare
11,2015,1,0,0,tulare
11,2018,0,1,0,tulare
12,2011,2,0,0,tulare
12,2012,1,1,0,tulare
12,2013,0,1,0,tulare
12,2017,3,0,0,tulare
7,2012,1,0,0,tuolumne
1,2012,2,0,1,ventura
1,2013,1,0,0,ventura
1,2018,1,0,0,ventura
2,2010,1,0,0,ventura
2,2011,0,1,0,ventura
2,2012,1,0,0,ventura
2,2018,1,0,0,ventura
3,2015,2,0,0,ventura
3,2016,1,1,1,ventura
3,2018,1,0,0,ventura
4,2010,2,0,0,ventura
4,2011,2,0,0,ventura
4,2016,1,0,0,ventura
4,2020,0,1,0,ventura
5,2010,0,1,0,ventura
5,2012,2,0,0,ventura
5,2013,3,1,0,ventura
5,2017,0,1,0,ventura
6,2010,1,0,0,ventura
6,2011,0,1,0,ventura
6,2012,2,0,0,ventura
6,2015,2,0,0,ventura
6,2019,0,1,0,ventura
6,2020,0,1,0,ventura
7,2010,1,0,0,ventura
7,2015,5,0,0,ventura
8,2012,3,0,0,ventura
8,2014,2,0,0,ventura
8,2020,3,0,0,ventura
9,2011,1,0,0,ventura
9,2012,1,0,0,ventura
9,2014,1,1,0,ventura
9,2015,1,0,0,ventura
9,2017,1,0,0,ventura
9,2018,1,0,0,ventura
10,2018,1,0,0,ventura
11,2016,0,1,0,ventura
11,2019,8,5,0,ventura
12,2012,3,0,0,ventura
12,2018,2,0,0,ventura
3,2012,1,0,0,yolo
3,2017,1,0,0,yolo
5,2017,1,0,0,yolo
6,2017,1,0,0,yolo
8,2010,1,0,0,yolo
11,2016,5,0,0,yolo
12,2016,1,0,0,yolo
NA,NA,NA,NA,NA,yuba
