year,county,city,population,murder_and_nonnegligent_manslaughter,rape,robbery,aggravated_assault,burglary,larceny_theft,vehicle_theft,arson,sum_violent_crime,sum_property_crime,sum_index_crimes,crime_index
1999,ventura,simi valley,112081,0,11,24,81,383,987,161,52,116,1583,1647,0.014694729704410204
1999,san diego,solana beach,13897,0,0,19,16,72,145,44,1,35,262,296,0.021299561056343095
1999,monterey,soledad,15635,1,2,11,31,69,106,10,0,45,185,230,0.014710585225455708
1999,los angeles,south el monte,21596,2,9,61,107,108,211,111,7,179,437,609,0.02819966660492684
1999,los angeles,south gate,89679,7,24,363,270,516,904,819,14,664,2253,2903,0.03237101216561291
1999,el dorado,south lake tahoe,23864,0,7,26,66,212,535,56,5,99,808,902,0.03779751927589675
1999,los angeles,south pasadena,24450,0,5,28,27,108,355,71,10,60,544,594,0.024294478527607362
1999,san mateo,south san francisco,59691,1,16,62,63,235,1012,207,8,142,1462,1596,0.026737699150625724
1999,orange,stanton,33522,5,10,58,66,183,522,157,21,139,883,1001,0.0298609868146292
1999,san joaquin,stockton,243661,32,130,904,1742,2476,9122,2140,135,2808,13873,16546,0.06790581997118948
1999,solano,suisun city,27297,1,2,20,39,158,395,87,10,62,650,702,0.025717111770524232
1999,santa clara,sunnyvale,129311,1,25,46,128,304,1944,207,18,200,2473,2655,0.020531895971727075
1999,lassen,susanville,17677,1,6,3,30,62,205,4,4,40,275,311,0.01759348305707982
1999,riverside,temecula,44920,0,22,22,146,389,710,116,0,190,1215,1405,0.03127782724844167
1999,los angeles,temple city,32498,2,3,30,89,152,218,43,4,124,417,537,0.0165240937903871
1999,ventura,thousand oaks,118916,2,10,39,105,369,1177,129,18,156,1693,1831,0.015397423391301422
1999,los angeles,torrance,139548,3,23,188,229,785,2636,747,25,443,4193,4611,0.033042394014962596
1999,san joaquin,tracy,48341,1,12,27,75,248,1395,204,2,115,1849,1962,0.040586665563393395
1999,tulare,tulare,41535,1,15,66,342,1003,991,332,47,424,2373,2750,0.06620922113879861
1999,stanislaus,turlock,51002,3,19,65,207,738,1401,480,58,294,2677,2913,0.057115407238931805
1999,orange,tustin,65313,2,5,66,188,357,1411,234,22,261,2024,2263,0.034648538575781235
1999,mendocino,ukiah,14909,1,9,21,63,196,420,45,8,94,669,755,0.050640552686296865
1999,alameda,union city,65024,2,16,92,204,389,1562,329,16,314,2296,2594,0.039892962598425195
1999,san bernardino,upland,68820,5,17,89,280,621,1668,271,41,391,2601,2951,0.042879976750944494
1999,solano,vacaville,84583,2,23,63,224,333,1494,198,17,312,2042,2337,0.027629665535627727
1999,solano,vallejo,113173,6,48,433,810,1323,3905,779,52,1297,6059,7304,0.0645383616233554
1999,ventura,ventura,99807,3,19,94,218,649,1795,211,33,334,2688,2989,0.029947799252557437
1999,san bernardino,victorville,69924,4,19,128,164,591,1823,398,10,315,2822,3127,0.044719981694411076
1999,tulare,visalia,90616,7,26,114,606,1086,2777,388,39,753,4290,5004,0.055222035843559635
1999,san diego,vista,82094,1,31,113,269,609,1356,363,13,414,2341,2742,0.033400735741954346
1999,los angeles,walnut,31566,0,3,32,54,116,235,71,6,89,428,511,0.01618830387125388
1999,contra costa,walnut creek,65248,1,3,29,90,340,1582,156,7,123,2085,2201,0.033732834722903386
1999,santa cruz,watsonville,33841,2,8,50,279,334,1039,119,7,339,1499,1831,0.05410596613575249
1999,los angeles,west covina,100912,3,19,180,219,511,2643,690,22,421,3866,4265,0.04226454732836531
1999,los angeles,west hollywood,36857,2,11,144,176,273,1056,323,8,333,1660,1985,0.05385679789456548
1999,orange,westminster,85273,6,16,138,208,795,1812,600,34,368,3241,3575,0.04192417295040634
1999,yolo,west sacramento,30180,1,15,51,479,323,651,289,21,546,1284,1809,0.0599403578528827
1999,los angeles,whittier,80294,1,12,101,163,350,1486,278,16,277,2130,2391,0.02977806560888734
1999,sonoma,windsor,13530,0,5,8,22,77,262,25,4,35,368,399,0.029490022172949003
1999,yolo,woodland,44239,2,15,42,171,225,701,150,28,230,1104,1306,0.029521462962544362
1999,orange,yorba linda,61037,1,5,12,52,149,594,49,8,70,800,862,0.01412258138506152
1999,sutter,yuba city,33477,2,19,40,118,396,1283,236,8,179,1923,2094,0.06255040774262927
1999,san bernardino,yucaipa,37330,0,6,32,45,218,462,79,8,83,767,842,0.02255558532011787
1999,san bernardino,yucca valley,19266,1,2,20,78,156,326,30,7,101,519,613,0.031817709955361775
1999,contra costa,lafayette,20926,0,11,5,46,112,481,24,20,62,637,679,0.03244767275160088
1999,los angeles,lakewood,139819,7,51,110,168,974,4758,743,33,336,6508,6811,0.04871297892275013
1999,orange,westminster,97743,4,16,46,132,524,3053,406,14,198,3997,4181,0.04277544171961163
1999,solano,fairfield,53871,0,6,20,6,278,1098,162,1,32,1539,1570,0.029143695123535856
1999,orange,orange,12456,0,2,6,3,58,452,19,1,11,530,540,0.04335260115606936
1999,amador,plymouth,12069,1,1,0,2,40,148,13,0,4,201,205,0.0169856657552407
1999,los angeles,vernon,29340,0,1,14,14,119,524,58,7,29,708,730,0.024880708929788685
1999,stanislaus,waterford,17961,1,3,13,14,76,524,21,0,31,621,652,0.036300874116140525
1999,sonoma,windsor,27542,0,3,10,10,46,422,52,7,23,527,543,0.0197153438385012
1999,alameda,newark,28374,0,0,63,96,171,872,74,22,159,1139,1276,0.04497074786776627
1999,riverside,palm springs,10129,0,1,20,17,57,301,112,2,38,472,508,0.05015302596505084
1999,alameda,albany,79027,12,34,258,292,1507,3990,359,14,596,5870,6452,0.08164298277803789
1999,alameda,dublin,17522,2,16,21,49,166,839,62,0,88,1067,1155,0.06591713274740327
1999,alameda,union city,10481,0,5,50,100,69,368,153,0,155,590,745,0.07108100372101898
1999,monterey,greenfield,13972,0,1,1,5,27,175,12,0,7,214,221,0.01581734898368165
1999,san bernardino,highland,23906,0,1,12,80,73,711,126,1,93,911,1003,0.04195599431105162
1999,amador,plymouth,10215,0,2,0,2,42,248,22,2,4,314,316,0.030934899657366618
1999,contra costa,richmond,37366,3,21,40,84,431,1699,221,39,148,2390,2499,0.06687898089171974
1999,solano,fairfield,10347,0,4,1,15,95,300,25,2,20,422,440,0.042524403208659516
1999,contra costa,lafayette,113695,7,51,206,552,1524,5648,629,22,816,7823,8617,0.07579049210607326
1999,orange,westminster,15889,0,1,24,35,139,738,42,10,60,929,979,0.061614953741582226
1999,placer,auburn,15651,1,3,6,17,84,517,44,0,27,645,672,0.042936553574851447
1999,san mateo,belmont,24016,0,0,0,6,24,139,17,0,6,180,186,0.007744836775483012
1999,contra costa,concord,17948,0,0,0,15,15,186,4,2,15,207,220,0.012257633162469356
1999,monterey,greenfield,18350,1,7,10,263,181,373,51,7,281,612,886,0.048283378746594004
1999,amador,plymouth,50037,1,16,14,97,203,798,60,5,128,1066,1189,0.0237624158122989
1999,los angeles,beverly hills,10338,0,1,3,3,44,148,5,0,7,197,204,0.019733023795705164
1999,humboldt,ferndale,24574,0,21,40,42,195,535,135,9,103,874,968,0.03939122649955237
1999,amador,jackson,35350,5,22,72,265,397,1895,158,26,364,2476,2814,0.0796039603960396
1999,placer,roseville,51634,2,10,26,93,131,1364,293,5,131,1793,1919,0.037165433629004145
1999,san bernardino,apple valley,45910,0,7,6,25,125,934,47,7,38,1113,1144,0.02491831844913962
1999,stanislaus,oakdale,26946,0,15,7,25,88,670,44,2,47,804,849,0.03150745936317079
1999,amador,plymouth,62161,0,13,18,26,331,1191,80,7,57,1609,1659,0.026688759833336014
1999,placer,roseville,34830,1,9,10,32,111,1539,96,3,52,1749,1798,0.05162216480045938
1999,amador,jackson,189930,45,248,1096,691,4814,9703,3475,32,2080,18024,20072,0.1056810403832991
1999,los angeles,long beach,16877,1,4,12,4,91,495,27,2,21,615,634,0.03756591811340878
1999,alameda,berkeley,10489,1,6,29,50,140,470,192,6,86,808,888,0.08466012012584613
1999,contra costa,clayton,13362,0,1,5,5,128,465,20,2,11,615,624,0.0466995958688819
1999,amador,jackson,11320,0,0,0,15,52,253,15,2,15,322,335,0.02959363957597173
1999,alameda,fremont,24478,0,7,9,28,104,700,37,6,44,847,885,0.03615491461720729
1999,placer,lincoln,213512,9,82,162,965,1886,9782,513,42,1218,12223,13399,0.06275525497395931
1999,los angeles,hawthorne,18368,0,2,6,1,40,284,32,0,9,356,365,0.01987151567944251
1999,los angeles,lakewood,50367,0,21,107,127,463,1462,117,16,255,2058,2297,0.04560525741060615
1999,san joaquin,lodi,22997,0,0,11,29,114,464,75,3,40,656,693,0.030134365352002434
1999,san bernardino,montclair,36037,0,7,49,74,257,794,251,2,130,1304,1432,0.03973693703693426
1999,alameda,newark,268348,69,103,2432,2263,3087,7928,5267,196,4867,16478,21149,0.0788118413403491
1999,alameda,oakland,12522,0,0,3,5,17,94,2,2,8,115,121,0.009662993132087527
1999,orange,orange,28801,7,10,309,172,669,1056,583,9,498,2317,2806,0.0974271726676157
1999,alameda,union city,57823,1,17,181,122,596,927,531,3,321,2057,2375,0.04107362122338862
1999,san diego,carlsbad,26359,1,20,30,100,366,1340,62,11,151,1779,1919,0.07280245836336735
1999,fresno,clovis,32448,3,19,21,493,521,1390,72,12,536,1995,2519,0.0776319033530572
1999,alameda,albany,94416,12,46,376,463,1826,4324,428,49,897,6627,7475,0.07917090323673953
1999,placer,auburn,29179,0,11,18,30,190,995,15,5,59,1205,1259,0.04314746907022173
1999,tehama,corning,11093,0,9,8,35,94,507,8,1,52,610,661,0.05958712701703777
1999,contra costa,concord,35095,1,16,45,81,262,1331,73,12,143,1678,1809,0.05154580424561903
1999,contra costa,clayton,32285,0,1,5,13,47,110,17,0,19,174,193,0.005978008363016881
1999,alameda,dublin,25613,1,2,9,9,149,579,26,8,21,762,775,0.030258072072775543
1999,solano,fairfield,41941,0,7,26,113,298,1560,93,11,146,1962,2097,0.049998807849121384
1999,alameda,fremont,17082,1,10,16,43,194,1031,43,3,70,1271,1338,0.0783280646294345
1999,los angeles,lakewood,55916,2,5,44,32,202,1103,116,20,83,1441,1504,0.026897489090779027
1999,los angeles,lancaster,37860,0,0,20,17,285,1467,69,0,37,1821,1858,0.04907554146856841
1999,los angeles,norwalk,15760,0,2,1,1,80,287,12,2,4,381,383,0.02430203045685279
1999,alameda,albany,39236,0,7,21,39,259,2198,144,29,67,2630,2668,0.06799877663370374
1999,san bernardino,ontario,10961,0,3,5,13,86,478,38,2,21,604,623,0.05683787975549676
1999,placer,lincoln,19065,2,0,0,5,52,308,53,1,7,414,420,0.022029897718332022
1999,shasta,anderson,26437,3,4,74,209,383,1147,125,7,290,1662,1945,0.07357113136891477
1999,fresno,huron,11698,0,3,1,7,47,284,11,5,11,347,353,0.03017609847837237
1999,contra costa,brentwood,23558,0,2,5,8,62,467,16,1,15,546,560,0.023771118091518804
1999,amador,jackson,51613,8,40,224,625,1228,2712,503,19,897,4462,5340,0.10346230600817624
1999,alameda,union city,10246,3,4,12,65,158,711,54,6,84,929,1007,0.0982822564903377
1999,riverside,beaumont,111423,12,160,351,800,2051,5903,805,62,1323,8821,10082,0.09048401138005618
1999,los angeles,lancaster,24565,0,13,30,87,291,621,127,27,130,1066,1169,0.04758803175249338
1999,sutter,live oak,10963,1,1,4,30,34,163,21,0,36,218,254,0.02316884064580863
1999,orange,orange,18791,3,15,49,151,270,719,96,5,218,1090,1303,0.06934170613591613
1999,los angeles,pasadena,135893,7,46,135,481,1111,3852,701,83,669,5747,6333,0.046602841941821876
1999,contra costa,richmond,14513,0,2,13,54,88,246,48,7,69,389,451,0.03107558740439606
1999,san diego,san marcos,40060,2,29,17,91,246,995,82,11,139,1334,1462,0.03649525711432851
1999,los angeles,vernon,10939,1,17,8,82,182,290,28,4,108,504,608,0.05558094889843679
1999,contra costa,danville,51479,9,18,102,101,390,1870,141,6,230,2407,2631,0.05110821888537073
1999,contra costa,richmond,196505,72,111,1035,1026,2880,8339,2101,235,2244,13555,15564,0.07920409149894404
1999,placer,auburn,38059,0,19,82,125,578,2409,673,29,226,3689,3886,0.10210462702645892
1999,los angeles,lakewood,66711,5,46,179,492,1026,2958,569,22,722,4575,5275,0.07907241684279954
1999,yuba,marysville,18923,0,17,11,25,134,675,173,4,53,986,1035,0.05469534429001744
1999,los angeles,cudahy,18201,0,7,11,16,74,482,31,4,34,591,621,0.03411900445030493
1999,los angeles,glendale,13603,0,0,27,6,26,817,60,0,33,903,936,0.06880835109902228
1999,monterey,greenfield,34675,0,2,26,8,174,1021,102,5,36,1302,1333,0.03844268204758471
2000,placer,auburn,43354,4,14,37,70,257,1613,54,0,125,1924,2049,0.04726207501037966
2000,fresno,selma,22159,1,35,76,451,798,1822,184,0,563,2804,3367,0.15194729004016427
2000,los angeles,glendale,216309,12,98,341,857,2607,8396,2210,71,1308,13284,14521,0.06713081748794548
2000,san bernardino,adelanto,16749,2,4,14,99,131,65,53,2,119,251,368,0.021971460982745238
2000,los angeles,agoura hills,21554,0,2,10,24,96,150,14,6,36,266,296,0.013732949800501068
2000,alameda,alameda,77210,1,9,110,182,362,1842,329,33,302,2566,2835,0.03671804170444243
2000,alameda,albany,17459,0,3,38,47,110,381,86,2,88,579,665,0.03808923764247666
2000,los angeles,alhambra,86757,4,9,144,96,337,1116,414,19,253,1886,2120,0.024436068559309337
2000,orange,anaheim,307240,11,84,428,890,1570,5374,1552,65,1413,8561,9909,0.03225165994011196
2000,contra costa,antioch,85882,3,15,131,377,515,1276,489,21,526,2301,2806,0.03267273701124799
2000,san bernardino,apple valley,59336,5,11,40,130,613,868,244,10,186,1735,1911,0.032206417689092624
2000,los angeles,arcadia,52346,0,2,58,79,248,996,117,6,139,1367,1500,0.028655484659763877
2000,humboldt,arcata,16626,0,4,8,16,136,554,22,10,28,722,740,0.044508600986406834
2000,san luis obispo,arroyo grande,15974,0,4,3,10,73,299,15,1,17,388,404,0.025291098034305747
2000,los angeles,artesia,16443,0,4,58,53,89,181,82,4,115,356,467,0.02840114334367208
2000,kern,arvin,11916,1,1,11,62,110,222,62,17,75,411,469,0.03935884525008392
2000,san luis obispo,atascadero,25380,0,5,7,122,193,404,40,12,134,649,771,0.030378250591016547
2000,merced,atwater,25474,0,3,17,139,302,377,53,8,159,740,891,0.03497683913009343
2000,placer,auburn,12732,0,8,6,26,59,254,26,2,40,341,379,0.02976751492302859
2000,kings,avenal,11959,1,2,4,24,54,36,9,3,31,102,130,0.010870474119909691
2000,los angeles,azusa,43549,2,13,48,82,261,605,202,13,145,1081,1213,0.027853682059289536
2000,kern,bakersfield,227226,23,25,283,385,2304,6104,1155,135,716,9698,10279,0.045236900706785314
2000,los angeles,baldwin park,74381,7,16,125,154,328,611,484,17,302,1440,1725,0.023191406407550314
2000,riverside,banning,28257,1,6,31,220,355,202,92,0,258,649,907,0.03209824114378738
2000,san bernardino,barstow,24503,2,9,44,116,285,524,113,24,171,946,1093,0.04460678284291719
2000,riverside,beaumont,11997,1,2,13,154,134,313,67,0,170,514,684,0.05701425356339085
2000,los angeles,bell,36105,4,8,80,167,235,167,230,3,259,635,891,0.02467802243456585
2000,los angeles,bellflower,65647,5,14,181,236,499,1056,491,29,436,2075,2482,0.037808277605983515
2000,los angeles,bell gardens,45683,3,5,135,234,222,380,236,9,377,847,1215,0.026596326861195632
2000,san mateo,belmont,26538,0,5,13,63,129,229,41,1,81,400,480,0.018087271082975358
2000,solano,benicia,27833,0,6,14,31,129,288,70,8,51,495,538,0.0193295728092552
2000,alameda,berkeley,110693,4,41,332,377,1124,4889,921,43,754,6977,7688,0.06945335296721564
2000,los angeles,beverly hills,33369,1,7,66,49,302,1012,93,1,123,1408,1530,0.04585093949474063
2000,riverside,blythe,21572,0,2,17,147,198,484,22,31,166,735,870,0.040330057481921006
2000,imperial,brawley,23581,1,0,29,68,179,418,73,10,98,680,768,0.03256859335906026
2000,orange,brea,36869,0,9,28,119,279,881,138,5,156,1303,1454,0.03943692533022322
2000,contra costa,brentwood,20463,0,4,9,36,106,404,46,11,49,567,605,0.029565557347407515
2000,orange,buena park,76052,0,14,124,148,326,985,431,10,286,1752,2028,0.02666596539210014
2000,los angeles,burbank,101210,1,8,86,202,420,1902,553,3,297,2878,3172,0.03134077660310246
2000,san mateo,burlingame,28660,0,8,23,33,149,585,116,0,64,850,914,0.03189113747383112
2000,los angeles,calabasas,18844,0,3,5,26,62,149,23,3,34,237,268,0.014222033538526852
2000,imperial,calexico,28550,0,3,31,31,333,401,375,3,65,1112,1174,0.04112084063047285
2000,ventura,camarillo,62287,0,11,20,53,188,848,45,6,84,1087,1165,0.018703742353942236
2000,santa clara,campbell,39052,0,8,20,68,127,745,56,9,96,937,1024,0.026221448325309843
2000,riverside,canyon lake,10686,0,2,2,22,45,124,22,1,26,192,217,0.020306943664607897
2000,santa cruz,capitola,10787,0,2,11,49,75,519,17,3,62,614,673,0.06238991378511171
2000,san diego,carlsbad,78884,1,5,44,129,401,1251,224,7,179,1883,2055,0.02605091019725166
2000,santa barbara,carpinteria,14493,1,5,5,22,54,123,10,0,33,187,220,0.015179741944386945
2000,los angeles,carson,91042,17,22,179,616,552,1385,627,37,834,2601,3398,0.03732343314074823
2000,riverside,cathedral city,40027,2,6,50,208,386,780,358,0,266,1524,1790,0.04471981412546531
2000,stanislaus,ceres,34086,0,10,28,141,312,1506,268,4,179,2090,2265,0.06644956873789826
2000,los angeles,cerritos,55517,2,6,119,76,348,1331,472,16,203,2167,2354,0.0424014265900535
2000,butte,chico,53048,1,35,62,94,432,1210,236,83,192,1961,2070,0.039021263761122006
2000,san bernardino,chino,67588,0,13,69,177,310,1118,356,36,259,1820,2043,0.030227259276794698
2000,san bernardino,chino hills,60365,2,3,28,46,248,581,108,3,79,940,1016,0.016830945084071895
2000,madera,chowchilla,14654,0,4,5,30,89,215,24,7,39,335,367,0.025044356489695645
2000,san diego,chula vista,168529,3,48,261,534,1051,3588,1563,24,846,6226,7048,0.041820695547947234
2000,los angeles,claremont,35513,0,4,32,28,232,686,45,8,64,971,1027,0.028918987413060007
2000,contra costa,clayton,12386,0,0,1,1,49,83,10,0,2,142,144,0.011626029388018731
2000,lake,clearlake,13258,0,8,18,68,226,298,30,11,94,565,648,0.04887615024890632
2000,fresno,clovis,67178,0,21,27,48,583,1973,335,28,96,2919,2987,0.044463961415939744
2000,riverside,coachella,23801,4,5,33,171,215,351,129,2,213,697,908,0.03814965757741271
2000,fresno,coalinga,10005,0,5,8,24,64,289,25,3,37,381,415,0.04147926036981509
2000,san bernardino,colton,45391,6,18,74,109,360,917,383,17,207,1677,1867,0.04113150183957172
2000,los angeles,commerce,13518,2,4,64,88,178,588,412,18,158,1196,1336,0.09883118804556887
2000,los angeles,compton,94900,45,38,544,898,1098,1444,871,35,1525,3448,4938,0.05203371970495258
2000,contra costa,concord,120475,4,33,119,316,695,3034,748,15,472,4492,4949,0.04107906204606765
2000,kings,corcoran,21076,0,3,4,29,72,111,29,3,36,215,248,0.01176693869804517
2000,riverside,corona,122215,6,35,123,162,700,2009,577,23,326,3309,3612,0.02955447367344434
2000,san diego,coronado,28785,0,3,3,17,116,244,47,3,23,410,430,0.014938335938857043
2000,orange,costa mesa,106141,2,22,72,179,437,2266,484,10,275,3197,3462,0.032616990606834304
2000,los angeles,covina,45785,0,6,104,160,351,1308,259,4,270,1922,2188,0.04778857704488369
2000,los angeles,cudahy,24378,4,5,39,130,76,219,133,3,178,431,606,0.02485847895643613
2000,los angeles,culver city,41017,3,3,114,44,201,988,231,1,164,1421,1584,0.03861813394446205
2000,santa clara,cupertino,46849,1,14,24,65,212,805,43,5,104,1065,1164,0.02484578112659822
2000,orange,cypress,49389,0,9,30,69,213,560,131,6,108,910,1012,0.020490392597541963
2000,san mateo,daly city,101381,1,24,115,188,158,1274,368,12,328,1812,2128,0.02099012635503694
2000,orange,dana point,35348,0,7,17,45,116,485,37,3,69,641,707,0.020001131605748557
2000,contra costa,danville,42023,0,5,9,32,101,396,32,1,46,530,575,0.01368298312828689
2000,yolo,davis,57571,1,15,18,220,152,1293,109,27,254,1581,1808,0.03140470028312866
2000,kern,delano,35854,2,9,35,49,239,1036,245,162,95,1682,1615,0.04504378869861103
